,Unnamed: 0,country,gdp,fossil_share_energy,renewables_share_energy,low_carbon_share_energy,nuclear_share_energy,population,energy_per_capita,primary_energy_consumption
32,792,Argentina,838000000000.0,86.203,12.042,13.797,1.755,41755000.0,22504.785,939.687
33,793,Argentina,847000000000.0,85.737,12.64,14.263,1.623,42196000.0,23202.432,979.05
34,794,Argentina,818000000000.0,85.668,12.892,14.332,1.441,42638000.0,22846.498,974.129
35,795,Argentina,840000000000.0,85.299,12.913,14.701,1.788,43075000.0,23123.79,996.057
36,796,Argentina,820000000000.0,85.934,11.968,14.066,2.097,43508000.0,22832.315,993.388
37,797,Argentina,,85.326,13.138,14.674,1.536,43937000.0,22550.74,990.812
38,798,Argentina,,84.901,13.363,15.099,1.736,44361000.0,22172.06,983.575
39,799,Argentina,,84.271,13.556,15.729,2.173,44781000.0,21479.671,961.881
40,800,Argentina,,,,,,,,
41,1018,Australia,680000000000.0,96.291,3.709,3.709,0.0,18991000.0,69164.691,1313.507
42,1019,Australia,694000000000.0,96.406,3.594,3.594,0.0,19195000.0,69059.245,1325.592
43,1020,Australia,724000000000.0,96.341,3.659,3.659,0.0,19401000.0,69340.366,1345.272
44,1021,Australia,742000000000.0,96.275,3.725,3.725,0.0,19624000.0,69585.462,1365.545
45,1022,Australia,773000000000.0,96.284,3.716,3.716,0.0,19880000.0,70969.86,1410.881
46,1023,Australia,826000000000.0,96.029,3.971,3.971,0.0,20179000.0,69648.968,1405.447
47,1024,Australia,842000000000.0,96.146,3.854,3.854,0.0,20526000.0,72609.558,1490.384
48,1025,Australia,877000000000.0,96.19,3.81,3.81,0.0,20916000.0,72163.779,1509.378
49,1026,Australia,932000000000.0,96.148,3.852,3.852,0.0,21332000.0,71923.196,1534.266
50,1027,Australia,927000000000.0,95.689,4.311,4.311,0.0,21751000.0,69941.698,1521.302
51,1028,Australia,994000000000.0,94.963,5.037,5.037,0.0,22155000.0,68928.146,1527.103
52,1029,Australia,1030000000000.0,93.707,6.293,6.293,0.0,22538000.0,70203.291,1582.242
53,1030,Australia,1020000000000.0,93.859,6.141,6.141,0.0,22904000.0,68240.28,1562.975
54,1031,Australia,1010000000000.0,93.14,6.86,6.86,0.0,23255000.0,67715.146,1574.716
55,1032,Australia,1020000000000.0,93.756,6.244,6.244,0.0,23596000.0,67697.824,1597.398
56,1033,Australia,1050000000000.0,93.496,6.504,6.504,0.0,23932000.0,67749.728,1621.386
57,1034,Australia,1070000000000.0,92.793,7.207,7.207,0.0,24263000.0,67349.654,1634.105
58,1035,Australia,,93.115,6.885,6.885,0.0,24585000.0,66333.931,1630.82
59,1036,Australia,,91.647,8.353,8.353,0.0,24898000.0,66894.015,1665.527
60,1037,Australia,,91.433,8.567,8.567,0.0,25203000.0,70644.033,1780.442
61,1038,Australia,,,,,,,,
62,1139,Austria,288000000000.0,68.504,31.496,31.496,0.0,8069000.0,47551.699,383.695
63,1140,Austria,283000000000.0,70.611,29.389,29.389,0.0,8098000.0,49146.762,397.99
64,1141,Austria,292000000000.0,71.097,28.903,28.903,0.0,8134000.0,49037.043,398.867
65,1142,Austria,293000000000.0,76.133,23.867,23.867,0.0,8176000.0,49419.906,404.057
66,1143,Austria,303000000000.0,73.738,26.262,26.262,0.0,8217000.0,49997.5,410.829
67,1144,Austria,312000000000.0,73.453,26.547,26.547,0.0,8254000.0,50621.48,417.83
68,1145,Austria,325000000000.0,72.863,27.137,27.137,0.0,8285000.0,49861.92,413.106
69,1146,Austria,337000000000.0,70.595,29.405,29.405,0.0,8314000.0,48534.016,403.512
70,1147,Austria,342000000000.0,70.169,29.831,29.831,0.0,8342000.0,49334.423,411.548
71,1148,Austria,336000000000.0,67.33,32.67,32.67,0.0,8373000.0,47491.043,397.643
72,1149,Austria,341000000000.0,70.016,29.984,29.984,0.0,8410000.0,48883.574,411.111
73,1150,Austria,350000000000.0,70.927,29.073,29.073,0.0,8454000.0,45537.713,384.976
74,1151,Austria,365000000000.0,65.858,34.142,34.142,0.0,8502000.0,47495.221,403.804
75,1152,Austria,368000000000.0,66.523,33.477,33.477,0.0,8556000.0,46888.618,401.179
76,1153,Austria,386000000000.0,65.229,34.771,34.771,0.0,8615000.0,44630.048,384.488
77,1154,Austria,389000000000.0,66.893,33.107,33.107,0.0,8679000.0,44369.911,385.086
78,1155,Austria,395000000000.0,66.232,33.768,33.768,0.0,8747000.0,45481.414,397.826
79,1156,Austria,,67.29,32.71,32.71,0.0,8820000.0,46183.623,407.34
80,1157,Austria,,67.434,32.566,32.566,0.0,8891000.0,44905.628,399.256
81,1158,Austria,,66.298,33.702,33.702,0.0,8955000.0,46523.958,416.622
82,1159,Austria,,,,,,,,
83,1180,Azerbaijan,20935151616.0,96.754,3.246,3.246,0.0,8123000.0,16160.413,131.271
84,1181,Azerbaijan,22697379840.0,97.163,2.837,2.837,0.0,8197000.0,15438.579,126.55
85,1182,Azerbaijan,23994841088.0,95.567,4.433,4.433,0.0,8277000.0,15096.085,124.95
86,1183,Azerbaijan,25655795712.0,95.021,4.979,4.979,0.0,8361000.0,16165.886,135.163
87,1184,Azerbaijan,27732254720.0,95.134,4.866,4.866,0.0,8449000.0,18140.566,153.27
88,1185,Azerbaijan,40730849280.0,95.128,4.872,4.872,0.0,8539000.0,19459.323,166.163
89,1186,Azerbaijan,58473254912.0,95.883,4.117,4.117,0.0,8630000.0,18945.153,163.497
90,1187,Azerbaijan,80977575936.0,95.754,4.246,4.246,0.0,8724000.0,16953.207,147.9
91,1188,Azerbaijan,89389998080.0,96.055,3.945,3.945,0.0,8822000.0,16927.736,149.336
92,1189,Azerbaijan,95528968192.0,95.406,4.594,4.594,0.0,8924000.0,14784.414,131.936
93,1190,Azerbaijan,115000000000.0,93.094,6.906,6.906,0.0,9032000.0,14408.422,130.137
94,1191,Azerbaijan,146000000000.0,95.21,4.79,4.79,0.0,9146000.0,15829.275,144.775
95,1192,Azerbaijan,150000000000.0,96.855,3.145,3.145,0.0,9265000.0,16099.108,149.158
96,1193,Azerbaijan,146000000000.0,97.399,2.601,2.601,0.0,9385000.0,16340.765,153.358
97,1194,Azerbaijan,149000000000.0,97.735,2.265,2.265,0.0,9506000.0,16453.03,156.403
98,1195,Azerbaijan,151000000000.0,97.429,2.571,2.571,0.0,9623000.0,17769.834,170.999
99,1196,Azerbaijan,145000000000.0,96.875,3.125,3.125,0.0,9736000.0,17394.072,169.349
100,1197,Azerbaijan,,97.155,2.845,2.845,0.0,9845000.0,16874.53,166.13
101,1198,Azerbaijan,,97.135,2.865,2.865,0.0,9950000.0,17180.551,170.946
102,1199,Azerbaijan,,97.52,2.48,2.48,0.0,10048000.0,18127.566,182.146
103,1200,Azerbaijan,,,,,,,,
104,1461,Bangladesh,185000000000.0,98.47,1.53,1.53,0.0,127658000.0,1065.242,135.987
105,1462,Bangladesh,190000000000.0,98.237,1.763,1.763,0.0,130089000.0,1194.631,155.408
106,1463,Bangladesh,201000000000.0,98.719,1.281,1.281,0.0,132478000.0,1210.609,160.379
107,1464,Bangladesh,208000000000.0,98.798,1.202,1.202,0.0,134792000.0,1261.106,169.987
108,1465,Bangladesh,212000000000.0,98.844,1.156,1.156,0.0,136986000.0,1283.587,175.834
109,1466,Bangladesh,224000000000.0,98.933,1.067,1.067,0.0,139036000.0,1363.88,189.628
110,1467,Bangladesh,244000000000.0,99.016,0.984,0.984,0.0,140920992.0,1457.99,205.461
111,1468,Bangladesh,270000000000.0,99.041,0.959,0.959,0.0,142660000.0,1474.081,210.292
112,1469,Bangladesh,301000000000.0,98.851,1.149,1.149,0.0,144304000.0,1541.805,222.489
113,1470,Bangladesh,326000000000.0,99.519,0.481,0.481,0.0,145924992.0,1676.133,244.59
114,1471,Bangladesh,373000000000.0,99.187,0.813,0.813,0.0,147575008.0,1696.825,250.409
115,1472,Bangladesh,432000000000.0,99.106,0.894,0.894,0.0,149272992.0,1822.913,272.112
116,1473,Bangladesh,425000000000.0,99.225,0.775,0.775,0.0,151006000.0,1929.179,291.318
117,1474,Bangladesh,446000000000.0,99.26,0.74,0.74,0.0,152760992.0,1965.017,300.178
118,1475,Bangladesh,466000000000.0,99.395,0.605,0.605,0.0,154516992.0,2025.167,312.923
119,1476,Bangladesh,498000000000.0,99.238,0.762,0.762,0.0,156256000.0,2355.331,368.035
120,1477,Bangladesh,533000000000.0,99.252,0.748,0.748,0.0,157976992.0,2361.492,373.061
121,1478,Bangladesh,,99.149,0.851,0.851,0.0,159684992.0,2422.379,386.818
122,1479,Bangladesh,,99.29,0.71,0.71,0.0,161376992.0,2551.016,411.675
123,1480,Bangladesh,,99.363,0.637,0.637,0.0,163046000.0,2995.38,488.385
124,1481,Bangladesh,,,,,,,,
125,1542,Belarus,86161956864.0,99.971,0.029,0.029,0.0,9872000.0,25871.043,255.399
126,1543,Belarus,83450003456.0,99.967,0.033,0.033,0.0,9811000.0,25376.272,248.967
127,1544,Belarus,85045567488.0,99.969,0.031,0.031,0.0,9746000.0,26305.842,256.377
128,1545,Belarus,89551101952.0,99.97,0.03,0.03,0.0,9679000.0,26369.604,255.231
129,1546,Belarus,96194560000.0,99.968,0.032,0.032,0.0,9617000.0,29892.685,287.478
130,1547,Belarus,101000000000.0,99.965,0.035,0.035,0.0,9562000.0,29957.262,286.451
131,1548,Belarus,113000000000.0,99.967,0.033,0.033,0.0,9517000.0,31971.222,304.27
132,1549,Belarus,124000000000.0,99.955,0.045,0.045,0.0,9481000.0,31338.928,297.124
133,1550,Belarus,144000000000.0,99.909,0.064,0.064,0.0,9453000.0,31802.352,300.628
134,1551,Belarus,141000000000.0,99.819,0.098,0.098,0.0,9433000.0,30213.447,285.003
135,1552,Belarus,155000000000.0,99.759,0.112,0.112,0.0,9421000.0,32120.941,302.611
136,1553,Belarus,173000000000.0,99.773,0.121,0.121,0.0,9415000.0,31960.388,300.907
137,1554,Belarus,179000000000.0,99.759,0.137,0.137,0.0,9417000.0,34527.105,325.142
138,1555,Belarus,188000000000.0,99.703,0.204,0.204,0.0,9424000.0,30426.109,286.736
139,1556,Belarus,193000000000.0,99.722,0.181,0.181,0.0,9432000.0,31386.394,296.036
140,1557,Belarus,185000000000.0,99.679,0.238,0.238,0.0,9439000.0,28498.766,269.0
141,1558,Belarus,180000000000.0,99.609,0.315,0.315,0.0,9446000.0,28325.44,267.562
142,1559,Belarus,,99.287,0.638,0.638,0.0,9450000.0,28892.766,273.037
143,1560,Belarus,,99.37,0.555,0.555,0.0,9453000.0,30806.835,291.217
144,1561,Belarus,,99.365,0.56,0.56,0.0,9452000.0,31081.284,293.78
145,1562,Belarus,,,,,,,,
146,1663,Belgium,343000000000.0,81.83,0.386,18.17,17.785,10282000.0,73153.564,752.165
147,1664,Belgium,343000000000.0,82.457,0.398,17.543,17.145,10319000.0,72299.813,746.062
148,1665,Belgium,358000000000.0,82.103,0.42,17.897,17.477,10365000.0,71684.098,743.006
149,1666,Belgium,356000000000.0,82.839,0.421,17.161,16.74,10419000.0,74007.258,771.082
150,1667,Belgium,361000000000.0,82.923,0.524,17.077,16.554,10480000.0,73825.921,773.696
151,1668,Belgium,370000000000.0,82.519,0.741,17.481,16.74,10547000.0,72511.815,764.782
152,1669,Belgium,370000000000.0,82.702,1.03,17.298,16.269,10619000.0,72171.31,766.387
153,1670,Belgium,382000000000.0,82.185,1.201,17.815,16.614,10698000.0,72073.038,771.037
154,1671,Belgium,392000000000.0,83.176,1.487,16.824,15.337,10779000.0,72761.131,784.292
155,1672,Belgium,402000000000.0,80.936,2.157,19.064,16.907,10860000.0,67471.579,732.741
156,1673,Belgium,420000000000.0,81.271,2.705,18.729,16.024,10939000.0,71317.805,780.145
157,1674,Belgium,419000000000.0,79.257,3.553,20.743,17.19,11014000.0,66019.642,727.14
158,1675,Belgium,430000000000.0,80.71,4.438,19.29,14.852,11085000.0,63041.369,698.814
159,1676,Belgium,438000000000.0,80.037,4.732,19.963,15.232,11154000.0,64263.002,716.79
160,1677,Belgium,437000000000.0,81.761,5.397,18.239,12.841,11221000.0,59524.366,667.923
161,1678,Belgium,443000000000.0,84.388,5.865,15.612,9.747,11288000.0,60020.436,677.511
162,1679,Belgium,448000000000.0,79.361,5.642,20.639,14.997,11354000.0,64278.427,729.817
163,1680,Belgium,,79.578,6.121,20.422,14.301,11420000.0,64639.19,738.18
164,1681,Belgium,,83.427,6.689,16.573,9.884,11482000.0,62624.214,719.051
165,1682,Belgium,,78.684,6.937,21.316,14.379,11539000.0,65302.717,753.528
166,1683,Belgium,,,,,,,,
167,2214,Brazil,1470000000000.0,57.39,41.859,42.61,0.752,174790000.0,12780.446,2233.894
168,2215,Brazil,1460000000000.0,60.381,37.819,39.619,1.799,177196000.0,12359.504,2190.055
169,2216,Brazil,1480000000000.0,58.828,39.48,41.172,1.692,179538000.0,12486.084,2241.726
170,2217,Brazil,1480000000000.0,57.466,40.939,42.534,1.595,181808992.0,12548.229,2281.381
171,2218,Brazil,1560000000000.0,57.772,40.915,42.228,1.314,184006000.0,13004.357,2392.88
172,2219,Brazil,1630000000000.0,57.163,41.76,42.837,1.077,186127008.0,13219.786,2460.559
173,2220,Brazil,1770000000000.0,56.907,41.636,43.093,1.458,188167008.0,13402.931,2521.989
174,2221,Brazil,1970000000000.0,55.785,42.989,44.215,1.226,190130000.0,14076.064,2676.282
175,2222,Brazil,2210000000000.0,56.665,42.015,43.335,1.32,192030000.0,14551.581,2794.34
176,2223,Brazil,2300000000000.0,53.828,44.945,46.172,1.226,193887008.0,14296.021,2771.813
177,2224,Brazil,2660000000000.0,55.891,42.868,44.109,1.241,195714000.0,15585.781,3050.355
178,2225,Brazil,2970000000000.0,56.277,42.45,43.723,1.272,197515008.0,16148.863,3189.643
179,2226,Brazil,2960000000000.0,58.099,40.629,41.901,1.272,199287008.0,16291.789,3246.742
180,2227,Brazil,3040000000000.0,60.476,38.35,39.524,1.174,201036000.0,16761.084,3369.581
181,2228,Brazil,3040000000000.0,61.466,37.398,38.534,1.136,202764000.0,16989.477,3444.854
182,2229,Brazil,3180000000000.0,60.271,38.632,39.729,1.097,204472000.0,16619.27,3398.175
183,2230,Brazil,2810000000000.0,57.328,41.467,42.672,1.205,206163008.0,16058.664,3310.703
184,2231,Brazil,,57.676,41.15,42.324,1.174,207834000.0,16123.593,3351.031
185,2232,Brazil,,55.054,43.79,44.946,1.156,209468992.0,16091.379,3370.645
186,2233,Brazil,,53.822,45.017,46.178,1.162,211050000.0,16325.047,3445.401
187,2234,Brazil,,,,,,,,
188,2495,Bulgaria,68578938880.0,73.152,3.442,26.848,23.406,7998000.0,26973.035,215.73
189,2496,Bulgaria,71572488192.0,73.873,2.132,26.127,23.996,7931000.0,28354.462,224.879
190,2497,Bulgaria,75092246528.0,71.873,2.753,28.127,25.374,7866000.0,27780.369,218.52
191,2498,Bulgaria,76743450624.0,75.415,3.667,24.585,20.919,7804000.0,28837.518,225.048
192,2499,Bulgaria,80431669248.0,75.192,3.934,24.808,20.874,7745000.0,28154.825,218.059
193,2500,Bulgaria,84497326080.0,73.755,4.956,26.245,21.289,7687000.0,30659.726,235.681
194,2501,Bulgaria,92283183104.0,73.701,4.715,26.299,21.584,7631000.0,31634.214,241.401
195,2502,Bulgaria,103000000000.0,80.049,3.318,19.951,16.633,7577000.0,30862.095,233.842
196,2503,Bulgaria,110000000000.0,78.504,3.399,21.487,18.089,7524000.0,30577.501,230.065
197,2504,Bulgaria,110000000000.0,75.315,4.831,24.655,19.824,7474000.0,27013.459,201.899
198,2505,Bulgaria,111000000000.0,73.787,7.188,26.125,18.937,7425000.0,28276.951,209.956
199,2506,Bulgaria,111000000000.0,76.418,4.566,23.494,18.929,7379000.0,30268.183,223.349
200,2507,Bulgaria,115000000000.0,73.919,6.465,25.621,19.156,7334000.0,28939.917,212.245
201,2508,Bulgaria,116000000000.0,71.829,9.036,27.522,18.486,7290000.0,26922.036,196.262
202,2509,Bulgaria,120000000000.0,71.056,9.003,28.336,19.333,7246000.0,28824.115,208.86
203,2510,Bulgaria,124000000000.0,71.761,9.977,27.48,17.503,7200000.0,30872.252,222.28
204,2511,Bulgaria,128000000000.0,71.763,8.492,27.344,18.852,7152000.0,29425.26,210.449
205,2512,Bulgaria,,73.917,7.126,25.195,18.069,7102000.0,30285.743,215.089
206,2513,Bulgaria,,69.674,10.771,29.446,18.676,7052000.0,30430.953,214.599
207,2514,Bulgaria,,70.059,9.203,28.972,19.769,7000000.0,29649.22,207.545
208,2515,Bulgaria,,,,,,,,
209,2991,Canada,1150000000000.0,65.784,28.572,34.216,5.644,30588000.0,116316.445,3557.887
210,2992,Canada,1150000000000.0,66.793,27.152,33.207,6.055,30880000.0,112417.736,3471.46
211,2993,Canada,1170000000000.0,66.686,27.567,33.314,5.747,31178000.0,114768.639,3578.257
212,2994,Canada,1210000000000.0,68.115,26.248,31.885,5.637,31488000.0,114141.391,3594.084
213,2995,Canada,1260000000000.0,67.329,25.99,32.671,6.681,31815000.0,114307.537,3636.694
214,2996,Canada,1330000000000.0,66.023,27.285,33.977,6.692,32164000.0,114226.697,3673.987
215,2997,Canada,1360000000000.0,65.839,26.991,34.161,7.17,32537000.0,111460.326,3626.585
216,2998,Canada,1400000000000.0,66.406,27.025,33.594,6.569,32931000.0,114003.105,3754.236
217,2999,Canada,1460000000000.0,65.563,27.706,34.437,6.731,33338000.0,112169.432,3739.505
218,3000,Canada,1320000000000.0,64.592,28.774,35.408,6.634,33746000.0,104834.38,3537.741
219,3001,Canada,1390000000000.0,66.482,27.021,33.518,6.497,34148000.0,105801.799,3612.92
220,3002,Canada,1460000000000.0,66.02,27.608,33.98,6.373,34539000.0,109418.617,3779.21
221,3003,Canada,1450000000000.0,65.263,28.251,34.737,6.486,34922000.0,107131.488,3741.246
222,3004,Canada,1480000000000.0,65.071,28.109,34.929,6.82,35297000.0,109245.998,3856.056
223,3005,Canada,1530000000000.0,65.909,27.136,34.091,6.956,35664000.0,109291.465,3897.771
224,3006,Canada,1540000000000.0,65.419,28.001,34.581,6.58,36027000.0,107894.862,3887.128
225,3007,Canada,1570000000000.0,64.916,28.541,35.084,6.543,36383000.0,106404.161,3871.303
226,3008,Canada,,64.927,28.657,35.073,6.417,36732000.0,106699.981,3919.304
227,3009,Canada,,66.193,27.569,33.807,6.237,37075000.0,107511.393,3985.985
228,3010,Canada,,66.06,27.638,33.94,6.302,37411000.0,105539.881,3948.352
229,3011,Canada,,,,,,,,
230,3324,Chile,167000000000.0,81.473,18.527,18.527,0.0,15342000.0,19990.595,306.696
231,3325,Chile,167000000000.0,79.111,20.889,20.889,0.0,15516000.0,19899.201,308.756
232,3326,Chile,168000000000.0,78.57,21.43,21.43,0.0,15684000.0,20374.826,319.559
233,3327,Chile,177000000000.0,79.159,20.841,20.841,0.0,15850000.0,20045.612,317.723
234,3328,Chile,194000000000.0,81.349,18.651,18.651,0.0,16015000.0,20848.696,333.892
235,3329,Chile,215000000000.0,78.779,21.221,21.221,0.0,16183000.0,21439.446,346.955
236,3330,Chile,253000000000.0,78.606,21.394,21.394,0.0,16355000.0,22652.492,370.482
237,3331,Chile,271000000000.0,82.427,17.573,17.573,0.0,16530000.0,22898.752,378.516
238,3332,Chile,264000000000.0,80.375,19.625,19.625,0.0,16708000.0,22455.155,375.181
239,3333,Chile,269000000000.0,79.543,20.457,20.457,0.0,16886000.0,21758.989,367.422
240,3334,Chile,309000000000.0,81.985,18.015,18.015,0.0,17063000.0,21627.539,369.031
241,3335,Chile,340000000000.0,83.747,16.253,16.253,0.0,17234000.0,23279.862,401.205
242,3336,Chile,361000000000.0,83.323,16.677,16.677,0.0,17400000.0,23570.77,410.131
243,3337,Chile,367000000000.0,83.091,16.909,16.909,0.0,17572000.0,23571.504,414.198
244,3338,Chile,376000000000.0,81.246,18.754,18.754,0.0,17759000.0,22875.258,406.242
245,3339,Chile,385000000000.0,80.106,19.894,19.894,0.0,17969000.0,23114.865,415.351
246,3340,Chile,391000000000.0,81.871,18.129,18.129,0.0,18209000.0,23931.914,435.776
247,3341,Chile,,79.322,20.678,20.678,0.0,18470000.0,23759.387,438.836
248,3342,Chile,,77.786,22.214,22.214,0.0,18729000.0,24630.23,461.3
249,3343,Chile,,77.149,22.851,22.851,0.0,18952000.0,24269.273,459.951
250,3344,Chile,,,,,,,,
251,3445,China,5120000000000.0,94.293,5.313,5.707,0.394,1290551040.0,9137.612,11792.554
252,3446,China,5580000000000.0,93.393,6.22,6.607,0.387,1299129984.0,9588.043,12456.115
253,3447,China,6110000000000.0,93.6,5.892,6.4,0.508,1307352064.0,10378.197,13567.957
254,3448,China,6570000000000.0,94.288,4.964,5.712,0.747,1315303936.0,12011.433,15798.685
255,3449,China,7220000000000.0,93.997,5.264,6.003,0.739,1323085056.0,13971.087,18484.936
256,3450,China,8230000000000.0,94.101,5.219,5.899,0.68,1330776064.0,15780.637,21000.495
257,3451,China,9050000000000.0,94.131,5.232,5.869,0.637,1338408960.0,17201.311,23022.389
258,3452,China,9820000000000.0,93.971,5.369,6.029,0.659,1345993984.0,18591.773,25024.414
259,3453,China,10200000000000.0,92.478,6.827,7.522,0.696,1353569024.0,19176.678,25956.957
260,3454,China,11100000000000.0,92.822,6.5,7.178,0.678,1361169024.0,19901.852,27089.785
261,3455,China,12600000000000.0,92.187,7.14,7.813,0.673,1368811008.0,21162.747,28967.802
262,3456,China,13700000000000.0,92.641,6.636,7.359,0.723,1376498048.0,22710.792,31261.361
263,3457,China,14300000000000.0,91.227,7.994,8.773,0.779,1384205952.0,23488.285,32512.623
264,3458,China,15000000000000.0,90.766,8.387,9.234,0.847,1391883008.0,24222.732,33715.209
265,3459,China,15900000000000.0,89.398,9.619,10.602,0.983,1399453952.0,24652.082,34499.453
266,3460,China,16400000000000.0,88.567,10.188,11.433,1.245,1406848000.0,24755.298,34826.942
267,3461,China,16900000000000.0,87.546,10.934,12.454,1.52,1414049024.0,24938.401,35264.122
268,3462,China,,86.751,11.542,13.249,1.707,1421021952.0,25574.677,36342.177
269,3463,China,,85.88,12.176,14.12,1.944,1427648000.0,26416.955,37714.113
270,3464,China,,85.142,12.665,14.858,2.194,1433784064.0,27452.478,39360.925
271,3465,China,,,,,,,,
272,3566,Colombia,267000000000.0,71.754,28.246,28.246,0.0,39630000.0,7770.591,307.949
273,3567,Colombia,269000000000.0,70.735,29.265,29.265,0.0,40256000.0,7526.846,303.001
274,3568,Colombia,273000000000.0,68.697,31.303,31.303,0.0,40875000.0,7385.355,301.876
275,3569,Colombia,282000000000.0,68.026,31.974,31.974,0.0,41484000.0,7533.354,312.514
276,3570,Colombia,296000000000.0,66.925,33.075,33.075,0.0,42076000.0,7558.377,318.026
277,3571,Colombia,318000000000.0,66.417,33.583,33.583,0.0,42648000.0,7472.091,318.67
278,3572,Colombia,349000000000.0,67.699,32.301,32.301,0.0,43201000.0,8269.183,357.237
279,3573,Colombia,384000000000.0,66.78,33.22,33.22,0.0,43738000.0,8196.163,358.484
280,3574,Colombia,419000000000.0,68.113,31.887,31.887,0.0,44255000.0,8749.594,387.213
281,3575,Colombia,428000000000.0,70.189,29.811,29.811,0.0,44750000.0,8253.241,369.333
282,3576,Colombia,467000000000.0,72.418,27.582,27.582,0.0,45223000.0,8741.427,395.314
283,3577,Colombia,524000000000.0,68.663,31.337,31.337,0.0,45663000.0,9052.9,413.383
284,3578,Colombia,543000000000.0,71.319,28.681,28.681,0.0,46076000.0,9600.805,442.367
285,3579,Colombia,559000000000.0,73.787,26.213,26.213,0.0,46495000.0,9645.844,448.483
286,3580,Colombia,581000000000.0,74.867,25.133,25.133,0.0,46968000.0,10067.117,472.832
287,3581,Colombia,599000000000.0,75.137,24.863,24.863,0.0,47521000.0,10007.479,475.565
288,3582,Colombia,610000000000.0,75.455,24.545,24.545,0.0,48175000.0,10418.751,501.923
289,3583,Colombia,,70.889,29.111,29.111,0.0,48910000.0,10445.488,510.889
290,3584,Colombia,,71.506,28.494,28.494,0.0,49661000.0,10361.17,514.546
291,3585,Colombia,,75.014,24.986,24.986,0.0,50339000.0,10618.229,534.511
292,3586,Colombia,,,,,,,,
293,3955,Croatia,62891139072.0,81.206,18.794,18.794,0.0,4428000.0,21543.208,95.393
294,3956,Croatia,63642439680.0,80.23,19.77,19.77,0.0,4408000.0,22740.298,100.239
295,3957,Croatia,66150264832.0,84.05,15.95,15.95,0.0,4396000.0,22881.253,100.586
296,3958,Croatia,68902117376.0,85.887,14.113,14.113,0.0,4389000.0,24005.683,105.361
297,3959,Croatia,71095967744.0,81.08,18.92,18.92,0.0,4384000.0,24910.583,109.208
298,3960,Croatia,73977069568.0,82.425,17.575,17.575,0.0,4378000.0,24681.734,108.057
299,3961,Croatia,77424394240.0,83.364,16.636,16.636,0.0,4371000.0,24433.724,106.8
300,3962,Croatia,85629665280.0,88.27,11.702,11.702,0.0,4362000.0,24676.89,107.641
301,3963,Croatia,90480205824.0,85.531,14.431,14.431,0.0,4353000.0,24549.593,106.864
302,3964,Croatia,87007707136.0,81.244,18.668,18.668,0.0,4341000.0,24240.986,105.23
303,3965,Croatia,83865575424.0,77.276,22.724,22.724,0.0,4328000.0,24650.009,106.685
304,3966,Croatia,87256449024.0,85.304,14.652,14.652,0.0,4313000.0,21689.341,93.546
305,3967,Croatia,90095968256.0,83.983,15.637,15.637,0.0,4296000.0,20176.69,86.679
306,3968,Croatia,88068751360.0,74.478,25.134,25.134,0.0,4277000.0,22090.545,94.481
307,3969,Croatia,89170362368.0,72.819,26.817,26.817,0.0,4256000.0,22157.19,94.301
308,3970,Croatia,90623172608.0,78.498,21.189,21.189,0.0,4233000.0,21182.051,89.664
309,3971,Croatia,93290250240.0,77.408,22.58,22.58,0.0,4209000.0,22131.93,93.153
310,3972,Croatia,,80.938,19.055,19.055,0.0,4183000.0,22318.159,93.357
311,3973,Croatia,,74.809,24.868,24.868,0.0,4156000.0,23521.493,97.755
312,3974,Croatia,,78.115,21.537,21.537,0.0,4130000.0,22870.486,94.455
313,3975,Croatia,,,,,,,,
314,4131,Cyprus,20776794112.0,100.0,0.0,0.0,0.0,943000.0,32090.275,30.261
315,4132,Cyprus,21458608128.0,100.0,0.0,0.0,0.0,960000.0,31885.08,30.61
316,4133,Cyprus,21256992768.0,100.0,0.0,0.0,0.0,977000.0,30896.582,30.186
317,4134,Cyprus,19989295104.0,100.0,0.0,0.0,0.0,994000.0,32282.018,32.088
318,4135,Cyprus,20515725312.0,99.993,0.007,0.007,0.0,1010000.0,30919.066,31.228
319,4136,Cyprus,21763364864.0,99.993,0.007,0.007,0.0,1028000.0,34039.547,34.993
320,4137,Cyprus,22869377024.0,99.988,0.012,0.012,0.0,1046000.0,32898.322,34.412
321,4138,Cyprus,23958491136.0,99.944,0.026,0.026,0.0,1064000.0,32881.13,34.986
322,4139,Cyprus,26921664512.0,99.428,0.113,0.113,0.0,1082000.0,33131.347,35.848
323,4140,Cyprus,28517449728.0,99.266,0.235,0.235,0.0,1098000.0,31864.753,34.987
324,4141,Cyprus,28750800896.0,98.957,0.559,0.559,0.0,1113000.0,30574.303,34.029
325,4142,Cyprus,27271999488.0,98.081,1.37,1.37,0.0,1125000.0,29931.434,33.673
326,4143,Cyprus,27581609984.0,97.315,2.099,2.099,0.0,1135000.0,27788.344,31.54
327,4144,Cyprus,26033086464.0,96.412,2.969,2.969,0.0,1144000.0,24651.741,28.202
328,4145,Cyprus,25381662720.0,96.731,2.868,2.868,0.0,1152000.0,24494.627,28.218
329,4146,Cyprus,25799387136.0,96.135,3.476,3.476,0.0,1161000.0,25059.153,29.094
330,4147,Cyprus,26539999232.0,96.3,3.375,3.375,0.0,1170000.0,27043.816,31.641
331,4148,Cyprus,,96.345,3.348,3.348,0.0,1180000.0,27540.713,32.498
