,country,gdp,fossil_share_energy,renewables_share_energy,nuclear_share_energy,population
4851,Ecuador,135.0,84.902,15.077,0.0,15011000.0
4852,Ecuador,150.0,81.772,18.204,0.0,15244000.0
4853,Ecuador,157.0,81.151,18.82,0.0,15474000.0
4854,Ecuador,168.0,83.516,16.452,0.0,15707000.0
4855,Ecuador,173.0,83.615,16.333,0.0,15952000.0
4856,Ecuador,173.0,81.301,18.607,0.0,16212000.0
4857,Ecuador,169.0,77.44,22.434,0.0,16491000.0
4858,Ecuador,,72.901,27.008,0.0,16785000.0
4859,Ecuador,,73.733,26.149,0.0,17084000.0
4860,Ecuador,,69.48,30.387,0.0,17374000.0
4961,Egypt,355.0,92.995,7.005,0.0,68832000.0
4962,Egypt,377.0,93.238,6.762,0.0,70153000.0
4963,Egypt,388.0,93.558,6.442,0.0,71485000.0
4964,Egypt,401.0,94.381,5.619,0.0,72826000.0
4965,Egypt,420.0,94.621,5.379,0.0,74172000.0
4966,Egypt,449.0,94.976,5.024,0.0,75524000.0
4967,Egypt,483.0,95.158,4.842,0.0,76874000.0
4968,Egypt,552.0,94.95,5.05,0.0,78232000.0
4969,Egypt,653.0,94.927,5.073,0.0,79636000.0
4970,Egypt,685.0,95.518,4.482,0.0,81135000.0
4971,Egypt,800.0,95.886,4.114,0.0,82761000.0
4972,Egypt,919.0,95.878,4.122,0.0,84529000.0
4973,Egypt,943.0,96.065,3.935,0.0,86422000.0
4974,Egypt,974.0,96.068,3.932,0.0,88405000.0
4975,Egypt,1030.0,96.103,3.897,0.0,90425000.0
4976,Egypt,1070.0,95.996,4.004,0.0,92443000.0
4977,Egypt,1110.0,96.094,3.906,0.0,94447000.0
4978,Egypt,,96.293,3.707,0.0,96443000.0
4979,Egypt,,96.139,3.861,0.0,98424000.0
4980,Egypt,,95.444,4.556,0.0,100388000.0
5001,El Salvador,29.694599168,,,,5888000.0
5002,El Salvador,30.590916608,,,,5927000.0
5003,El Salvador,32.13048832,,,,5962000.0
5004,El Salvador,33.779519488,,,,5994000.0
5005,El Salvador,34.909671424,,,,6024000.0
5006,El Salvador,37.999280128,,,,6052000.0
5007,El Salvador,40.238567424,,,,6079000.0
5008,El Salvador,43.100311552,,,,6106000.0
5009,El Salvador,43.939897344,,,,6132000.0
5010,El Salvador,42.01797632,,,,6158000.0
5011,El Salvador,43.937521664,,,,6184000.0
5012,El Salvador,46.189703168,,,,6211000.0
5013,El Salvador,47.40016128,,,,6238000.0
5014,El Salvador,47.6502016,,,,6266000.0
5015,El Salvador,48.934486016,,,,6295000.0
5016,El Salvador,50.128982016,,,,6325000.0
5017,El Salvador,51.318595584,,,,6356000.0
5018,El Salvador,,,,,6388000.0
5019,El Salvador,,,,,6421000.0
5020,El Salvador,,,,,6454000.0
5041,Equatorial Guinea,6.272033792,,,,606000.0
5042,Equatorial Guinea,10.537450496,,,,632000.0
5043,Equatorial Guinea,12.666031104,,,,658000.0
5044,Equatorial Guinea,14.383024128,,,,687000.0
5045,Equatorial Guinea,17.827053568,,,,717000.0
5046,Equatorial Guinea,19.420317696,,,,750000.0
5047,Equatorial Guinea,20.678426624,,,,784000.0
5048,Equatorial Guinea,24.13740032,,,,822000.0
5049,Equatorial Guinea,28.73208832,,,,861000.0
5050,Equatorial Guinea,29.462984704,,,,902000.0
5051,Equatorial Guinea,27.185108992,,,,944000.0
5052,Equatorial Guinea,29.285787648,,,,987000.0
5053,Equatorial Guinea,28.326311936,,,,1031000.0
5054,Equatorial Guinea,30.22976,,,,1076000.0
5055,Equatorial Guinea,28.593364992,,,,1122000.0
5056,Equatorial Guinea,26.485563392,,,,1169000.0
5057,Equatorial Guinea,23.897874432,,,,1215000.0
5058,Equatorial Guinea,,,,,1262000.0
5059,Equatorial Guinea,,,,,1309000.0
5060,Equatorial Guinea,,,,,1356000.0
5067,Eritrea,,,,,2292000.0
5068,Eritrea,,,,,2375000.0
5069,Eritrea,,,,,2481000.0
5070,Eritrea,,,,,2601000.0
5071,Eritrea,,,,,2720000.0
5072,Eritrea,,,,,2827000.0
5073,Eritrea,,,,,2918000.0
5074,Eritrea,,,,,2997000.0
5075,Eritrea,,,,,3063000.0
5076,Eritrea,,,,,3120000.0
5077,Eritrea,,,,,3170000.0
5078,Eritrea,,,,,3214000.0
5079,Eritrea,,,,,3250000.0
5080,Eritrea,,,,,3281000.0
5081,Eritrea,,,,,3311000.0
5082,Eritrea,,,,,3343000.0
5083,Eritrea,,,,,3377000.0
5084,Eritrea,,,,,3413000.0
5085,Eritrea,,,,,3453000.0
5086,Eritrea,,,,,3497000.0
5102,Estonia,16.247595008,99.907,0.093,0.0,1399000.0
5103,Estonia,17.008637952,99.911,0.089,0.0,1392000.0
5104,Estonia,18.23709184,99.831,0.169,0.0,1383000.0
5105,Estonia,19.056140288,99.797,0.203,0.0,1373000.0
5106,Estonia,20.073240576,99.741,0.259,0.0,1364000.0
5107,Estonia,22.335879168,99.53,0.47,0.0,1356000.0
5108,Estonia,24.778964992,99.44,0.56,0.0,1349000.0
5109,Estonia,27.692089344,99.43,0.57,0.0,1344000.0
5110,Estonia,27.294081024,99.154,0.791,0.0,1340000.0
5111,Estonia,25.280647168,97.588,2.408,0.0,1336000.0
5112,Estonia,25.912016896,95.998,3.824,0.0,1332000.0
5113,Estonia,28.530108416,95.687,4.165,0.0,1328000.0
5114,Estonia,30.71650816,94.735,5.118,0.0,1323000.0
5115,Estonia,31.826479104,95.811,4.071,0.0,1319000.0
5116,Estonia,32.66983936,95.148,4.659,0.0,1316000.0
5117,Estonia,33.140150272,94.384,5.512,0.0,1315000.0
5118,Estonia,33.684649984,94.487,5.436,0.0,1317000.0
5119,Estonia,,92.112,7.853,0.0,1319000.0
5120,Estonia,,93.983,5.771,0.0,1323000.0
5121,Estonia,,92.399,7.296,0.0,1326000.0
5122,Estonia,,,,,
5223,Eswatini,8.347767808,,,,1005000.0
5224,Eswatini,8.625240064,,,,1014000.0
5225,Eswatini,7.512648192,,,,1019000.0
5226,Eswatini,7.548928,,,,1023000.0
5227,Eswatini,7.694170112,,,,1026000.0
5228,Eswatini,8.661919744,,,,1031000.0
5229,Eswatini,8.35072,,,,1036000.0
5230,Eswatini,9.142899712,,,,1043000.0
5231,Eswatini,8.832023552,,,,1050000.0
5232,Eswatini,9.457938432,,,,1057000.0
5233,Eswatini,10.076468224,,,,1065000.0
5234,Eswatini,10.122930176,,,,1072000.0
5235,Eswatini,11.112643584,,,,1079000.0
5236,Eswatini,10.963042304,,,,1087000.0
5237,Eswatini,10.912700416,,,,1095000.0
5238,Eswatini,11.094536192,,,,1104000.0
5239,Eswatini,11.087090688,,,,1114000.0
5260,Ethiopia,42.410430464,,,,66225000.0
5261,Ethiopia,47.945699328,,,,68159000.0
5262,Ethiopia,43.955625984,,,,70142000.0
5263,Ethiopia,47.835451392,,,,72171000.0
5264,Ethiopia,51.512844288,,,,74240000.0
5265,Ethiopia,62.12640768,,,,76346000.0
5266,Ethiopia,63.036678144,,,,78489000.0
5267,Ethiopia,75.917934592,,,,80674000.0
5268,Ethiopia,86.960791552,,,,82916000.0
5269,Ethiopia,84.74824704,,,,85234000.0
5270,Ethiopia,97.815052288,,,,87640000.0
5271,Ethiopia,115.0,,,,90140000.0
5272,Ethiopia,127.0,,,,92727000.0
5273,Ethiopia,138.0,,,,95386000.0
5274,Ethiopia,155.0,,,,98094000.0
5275,Ethiopia,170.0,,,,100835000.0
5276,Ethiopia,184.0,,,,103603000.0
5277,Ethiopia,,,,,106400000.0
5278,Ethiopia,,,,,109224000.0
5279,Ethiopia,,,,,112079000.0
5475,Faeroe Islands,,,,,47000.0
5476,Faeroe Islands,,,,,47000.0
5477,Faeroe Islands,,,,,47000.0
5478,Faeroe Islands,,,,,47000.0
5479,Faeroe Islands,,,,,48000.0
5480,Faeroe Islands,,,,,48000.0
5481,Faeroe Islands,,,,,48000.0
5482,Faeroe Islands,,,,,48000.0
5483,Faeroe Islands,,,,,48000.0
5484,Faeroe Islands,,,,,48000.0
5485,Faeroe Islands,,,,,48000.0
5486,Faeroe Islands,,,,,48000.0
5487,Faeroe Islands,,,,,48000.0
5488,Faeroe Islands,,,,,48000.0
5489,Faeroe Islands,,,,,48000.0
5490,Faeroe Islands,,,,,48000.0
5491,Faeroe Islands,,,,,48000.0
5512,Falkland Islands ,,,,,
5513,Falkland Islands ,,,,,
5514,Falkland Islands ,,,,,
5515,Falkland Islands ,,,,,
5516,Falkland Islands ,,,,,
5517,Falkland Islands ,,,,,
5518,Falkland Islands ,,,,,
5519,Falkland Islands ,,,,,
5520,Falkland Islands ,,,,,
5521,Falkland Islands ,,,,,
5522,Falkland Islands ,,,,,
5523,Falkland Islands ,,,,,
5524,Falkland Islands ,,,,,
5525,Falkland Islands ,,,,,
5526,Falkland Islands ,,,,,
5527,Falkland Islands ,,,,,
5528,Falkland Islands ,,,,,
5549,Fiji,,,,,811000.0
5550,Fiji,,,,,814000.0
5551,Fiji,,,,,815000.0
5552,Fiji,,,,,816000.0
5553,Fiji,,,,,818000.0
5554,Fiji,,,,,822000.0
5555,Fiji,,,,,828000.0
5556,Fiji,,,,,836000.0
5557,Fiji,,,,,845000.0
5558,Fiji,,,,,854000.0
5559,Fiji,,,,,860000.0
5560,Fiji,,,,,863000.0
5561,Fiji,,,,,865000.0
5562,Fiji,,,,,866000.0
5563,Fiji,,,,,866000.0
5564,Fiji,,,,,869000.0
5565,Fiji,,,,,872000.0
5566,Fiji,,,,,877000.0
5567,Fiji,,,,,883000.0
5568,Fiji,,,,,890000.0
5604,Finland,171.0,64.145,18.144,17.711,5188000.0
5605,Finland,173.0,66.323,16.243,17.434,5200000.0
5606,Finland,175.0,68.501,14.71,16.79,5213000.0
5607,Finland,174.0,71.04,13.09,15.87,5227000.0
5608,Finland,183.0,66.413,17.682,15.904,5242000.0
5609,Finland,188.0,64.601,17.579,17.82,5259000.0
5610,Finland,195.0,68.021,15.702,16.277,5277000.0
5611,Finland,210.0,66.431,16.985,16.584,5298000.0
5612,Finland,214.0,63.006,20.252,16.742,5319000.0
5613,Finland,202.0,64.4,17.222,18.378,5342000.0
5614,Finland,204.0,66.281,17.453,16.266,5366000.0
5615,Finland,207.0,63.548,18.786,17.666,5390000.0
5616,Finland,210.0,59.361,22.666,17.973,5415000.0
5617,Finland,206.0,61.529,20.228,18.242,5439000.0
5618,Finland,207.0,58.957,22.241,18.802,5461000.0
5619,Finland,208.0,55.786,25.632,18.581,5481000.0
5620,Finland,211.0,58.202,23.812,17.986,5498000.0
5621,Finland,,56.505,25.597,17.898,5511000.0
5622,Finland,,57.335,25.598,17.067,5523000.0
5623,Finland,,55.234,26.148,18.618,5532000.0
5624,Finland,,,,,
5725,France,1930.0,56.027,6.401,37.572,59015000.0
5726,France,2010.0,55.556,7.028,37.416,59384000.0
5727,France,2050.0,55.203,5.852,38.944,59803000.0
5728,France,1960.0,55.683,5.644,38.673,60252000.0
5729,France,2020.0,55.615,5.651,38.735,60698000.0
5730,France,2110.0,55.936,5.077,38.987,61120000.0
5731,France,2170.0,55.393,5.655,38.952,61509000.0
5732,France,2290.0,55.205,6.304,38.491,61869000.0
5733,France,2300.0,54.608,7.27,38.121,62209000.0
5734,France,2280.0,55.252,7.34,37.408,62543000.0
5735,France,2330.0,54.414,7.824,37.763,62880000.0
5736,France,2390.0,52.866,6.826,40.308,63222000.0
5737,France,2410.0,52.845,8.576,38.579,63564000.0
5738,France,2500.0,52.416,9.718,37.866,63894000.0
5739,France,2530.0,49.774,9.715,40.512,64194000.0
5740,France,2560.0,50.452,9.403,40.145,64453000.0
5741,France,2600.0,52.363,10.243,37.394,64668000.0
5742,France,,53.382,9.657,36.96,64843000.0
5743,France,,51.233,11.256,37.511,64991000.0
5744,France,,51.479,11.733,36.788,65130000.0
5745,France,,,,,
5766,French Guiana,,,,,163000.0
5767,French Guiana,,,,,170000.0
5768,French Guiana,,,,,179000.0
5769,French Guiana,,,,,187000.0
5770,French Guiana,,,,,195000.0
5771,French Guiana,,,,,203000.0
5772,French Guiana,,,,,210000.0
5773,French Guiana,,,,,216000.0
5774,French Guiana,,,,,222000.0
5775,French Guiana,,,,,228000.0
5776,French Guiana,,,,,233000.0
5777,French Guiana,,,,,238000.0
5778,French Guiana,,,,,244000.0
5779,French Guiana,,,,,249000.0
5780,French Guiana,,,,,255000.0
5781,French Guiana,,,,,261000.0
5782,French Guiana,,,,,268000.0
5783,French Guiana,,,,,275000.0
5784,French Guiana,,,,,283000.0
5785,French Guiana,,,,,291000.0
5806,French Polynesia,,,,,241000.0
5807,French Polynesia,,,,,245000.0
5808,French Polynesia,,,,,249000.0
5809,French Polynesia,,,,,253000.0
5810,French Polynesia,,,,,256000.0
5811,French Polynesia,,,,,259000.0
5812,French Polynesia,,,,,261000.0
5813,French Polynesia,,,,,263000.0
5814,French Polynesia,,,,,264000.0
5815,French Polynesia,,,,,265000.0
5816,French Polynesia,,,,,266000.0
5817,French Polynesia,,,,,268000.0
5818,French Polynesia,,,,,269000.0
5819,French Polynesia,,,,,270000.0
5820,French Polynesia,,,,,272000.0
5821,French Polynesia,,,,,273000.0
5822,French Polynesia,,,,,275000.0
5823,French Polynesia,,,,,276000.0
5824,French Polynesia,,,,,278000.0
5825,French Polynesia,,,,,279000.0
5926,Gabon,12.980471808,,,,1228000.0
5927,Gabon,11.551707136,,,,1258000.0
5928,Gabon,12.49430016,,,,1288000.0
5929,Gabon,13.883195392,,,,1320000.0
5930,Gabon,16.935424,,,,1354000.0
5931,Gabon,22.985140224,,,,1391000.0
5932,Gabon,22.016014336,,,,1430000.0
5933,Gabon,23.239215104,,,,1473000.0
5934,Gabon,27.324567552,,,,1519000.0
5935,Gabon,17.086170112,,,,1569000.0
5936,Gabon,17.719605248,,,,1624000.0
5937,Gabon,25.86753024,,,,1685000.0
5938,Gabon,23.581319168,,,,1750000.0
5939,Gabon,24.201480192,,,,1817000.0
5940,Gabon,23.510669312,,,,1884000.0
5941,Gabon,24.407074816,,,,1948000.0
5942,Gabon,24.926826496,,,,2008000.0
5943,Gabon,,,,,2065000.0
5944,Gabon,,,,,2119000.0
5945,Gabon,,,,,2173000.0
5966,Gambia,2.458884096,,,,1318000.0
5967,Gambia,2.514364928,,,,1360000.0
5968,Gambia,2.37689088,,,,1404000.0
5969,Gambia,2.682394112,,,,1450000.0
5970,Gambia,3.195451904,,,,1497000.0
5971,Gambia,3.170304,,,,1544000.0
5972,Gambia,3.017510912,,,,1591000.0
5973,Gambia,3.052989952,,,,1640000.0
5974,Gambia,3.041220096,,,,1689000.0
5975,Gambia,3.08168704,,,,1740000.0
5976,Gambia,3.246749952,,,,1793000.0
5977,Gambia,3.000861952,,,,1848000.0
5978,Gambia,3.277040128,,,,1905000.0
5979,Gambia,3.445890048,,,,1964000.0
5980,Gambia,3.66132608,,,,2024000.0
5981,Gambia,3.833664,,,,2086000.0
5982,Gambia,3.919500032,,,,2149000.0
5983,Gambia,,,,,2214000.0
5984,Gambia,,,,,2280000.0
5985,Gambia,,,,,2348000.0
5994,Georgia,16.507205632,,,,4362000.0
5995,Georgia,17.331390464,,,,4297000.0
5996,Georgia,18.43991552,,,,4259000.0
5997,Georgia,20.86341632,,,,4239000.0
5998,Georgia,22.652420096,,,,4226000.0
5999,Georgia,25.088212992,,,,4210000.0
6000,Georgia,29.462730752,,,,4190000.0
6001,Georgia,33.759279104,,,,4167000.0
6002,Georgia,35.940102144,,,,4143000.0
6003,Georgia,38.162817024,,,,4119000.0
6004,Georgia,40.677888,,,,4099000.0
6005,Georgia,44.139565056,,,,4081000.0
6006,Georgia,45.705986048,,,,4064000.0
6007,Georgia,47.108521984,,,,4049000.0
6008,Georgia,48.8316928,,,,4035000.0
6009,Georgia,50.245545984,,,,4024000.0
6010,Georgia,51.618291712,,,,4015000.0
6011,Georgia,,,,,4009000.0
6012,Georgia,,,,,4003000.0
6013,Georgia,,,,,3997000.0
6114,Germany,2790.0,85.343,2.802,11.854,81401000.0
6115,Germany,2840.0,85.558,2.753,11.689,81454000.0
6116,Germany,2860.0,85.396,3.279,11.325,81535000.0
6117,Germany,2880.0,85.403,3.318,11.279,81614000.0
6118,Germany,2960.0,84.526,4.121,11.354,81646000.0
6119,Germany,3070.0,84.073,4.782,11.145,81603000.0
6120,Germany,3190.0,83.36,5.544,11.096,81472000.0
6121,Germany,3370.0,83.303,7.022,9.675,81278000.0
6122,Germany,3390.0,82.784,7.137,10.079,81066000.0
6123,Germany,3230.0,82.607,7.705,9.688,80900000.0
6124,Germany,3370.0,82.33,8.044,9.626,80827000.0
6125,Germany,3520.0,82.696,9.675,7.63,80856000.0
6126,Germany,3530.0,82.2,10.901,6.899,80973000.0
6127,Germany,3650.0,82.429,11.048,6.523,81174000.0
6128,Germany,3780.0,81.021,12.221,6.759,81450000.0
6129,Germany,3850.0,80.091,13.671,6.238,81787000.0
6130,Germany,3920.0,80.938,13.436,5.626,82194000.0
6131,Germany,,80.059,14.958,4.983,82658000.0
6132,Germany,,79.087,15.853,5.06,83124000.0
6133,Germany,,77.422,17.485,5.093,83517000.0
6134,Germany,,,,,
6235,Ghana,43.972993024,,,,19279000.0
6236,Ghana,41.181855744,,,,19757000.0
6237,Ghana,42.958938112,,,,20246000.0
6238,Ghana,44.519993344,,,,20750000.0
6239,Ghana,49.089458176,,,,21272000.0
6240,Ghana,50.866245632,,,,21815000.0
6241,Ghana,49.831284736,,,,22379000.0
6242,Ghana,53.204865024,,,,22964000.0
6243,Ghana,59.18427136,,,,23564000.0
6244,Ghana,58.044080128,,,,24171000.0
6245,Ghana,62.67029504,,,,24780000.0
6246,Ghana,78.460420096,,,,25388000.0
6247,Ghana,90.200662016,,,,25996000.0
6248,Ghana,90.805936128,,,,26608000.0
6249,Ghana,92.611821568,,,,27224000.0
6250,Ghana,96.227016704,,,,27849000.0
6251,Ghana,100.0,,,,28482000.0
6252,Ghana,,,,,29121000.0
6253,Ghana,,,,,29767000.0
6254,Ghana,,,,,30418000.0
6275,Gibraltar,,,,,31000.0
6276,Gibraltar,,,,,32000.0
6277,Gibraltar,,,,,32000.0
6278,Gibraltar,,,,,33000.0
6279,Gibraltar,,,,,33000.0
6280,Gibraltar,,,,,33000.0
6281,Gibraltar,,,,,33000.0
6282,Gibraltar,,,,,34000.0
6283,Gibraltar,,,,,34000.0
6284,Gibraltar,,,,,34000.0
6285,Gibraltar,,,,,34000.0
6286,Gibraltar,,,,,34000.0
6287,Gibraltar,,,,,34000.0
6288,Gibraltar,,,,,34000.0
6289,Gibraltar,,,,,34000.0
6290,Gibraltar,,,,,34000.0
6291,Gibraltar,,,,,34000.0
6292,Gibraltar,,,,,34000.0
6293,Gibraltar,,,,,34000.0
6294,Gibraltar,,,,,34000.0
6395,Greece,248.0,96.944,3.056,0.0,11082000.0
6396,Greece,262.0,97.873,2.127,0.0,11134000.0
6397,Greece,279.0,97.432,2.568,0.0,11182000.0
6398,Greece,278.0,96.002,3.998,0.0,11219000.0
6399,Greece,289.0,96.017,3.983,0.0,11235000.0
6400,Greece,282.0,95.739,4.261,0.0,11225000.0
6401,Greece,303.0,94.963,4.911,0.0,11185000.0
6402,Greece,311.0,96.909,2.864,0.0,11120000.0
6403,Greece,322.0,96.116,3.694,0.0,11040000.0
6404,Greece,320.0,94.375,5.402,0.0,10959000.0
6405,Greece,300.0,92.365,7.252,0.0,10888000.0
6406,Greece,269.0,93.949,5.725,0.0,10829000.0
6407,Greece,262.0,92.086,7.498,0.0,10781000.0
6408,Greece,270.0,88.383,11.128,0.0,10741000.0
6409,Greece,264.0,89.463,9.972,0.0,10701000.0
6410,Greece,264.0,87.401,12.008,0.0,10660000.0
6411,Greece,264.0,87.202,12.17,0.0,10615000.0
6412,Greece,,88.76,10.642,0.0,10569000.0
6413,Greece,,86.951,12.443,0.0,10522000.0
6414,Greece,,87.267,12.112,0.0,10473000.0
6415,Greece,,,,,
6516,Greenland,,,,,56000.0
6517,Greenland,,,,,56000.0
6518,Greenland,,,,,57000.0
6519,Greenland,,,,,57000.0
6520,Greenland,,,,,57000.0
6521,Greenland,,,,,57000.0
6522,Greenland,,,,,57000.0
6523,Greenland,,,,,57000.0
6524,Greenland,,,,,57000.0
6525,Greenland,,,,,57000.0
6526,Greenland,,,,,57000.0
6527,Greenland,,,,,57000.0
6528,Greenland,,,,,56000.0
6529,Greenland,,,,,56000.0
6530,Greenland,,,,,56000.0
6531,Greenland,,,,,56000.0
6532,Greenland,,,,,56000.0
6533,Greenland,,,,,56000.0
6534,Greenland,,,,,57000.0
6535,Greenland,,,,,57000.0
6556,Grenada,,,,,103000.0
6557,Grenada,,,,,103000.0
6558,Grenada,,,,,104000.0
6559,Grenada,,,,,104000.0
6560,Grenada,,,,,104000.0
6561,Grenada,,,,,105000.0
6562,Grenada,,,,,105000.0
6563,Grenada,,,,,105000.0
6564,Grenada,,,,,105000.0
6565,Grenada,,,,,106000.0
6566,Grenada,,,,,106000.0
6567,Grenada,,,,,107000.0
6568,Grenada,,,,,107000.0
6569,Grenada,,,,,108000.0
6570,Grenada,,,,,109000.0
6571,Grenada,,,,,110000.0
6572,Grenada,,,,,110000.0
6573,Grenada,,,,,111000.0
6574,Grenada,,,,,111000.0
6575,Grenada,,,,,112000.0
6596,Guadeloupe,,,,,422000.0
6597,Guadeloupe,,,,,420000.0
6598,Guadeloupe,,,,,416000.0
6599,Guadeloupe,,,,,411000.0
6600,Guadeloupe,,,,,406000.0
6601,Guadeloupe,,,,,403000.0
6602,Guadeloupe,,,,,402000.0
6603,Guadeloupe,,,,,402000.0
6604,Guadeloupe,,,,,404000.0
6605,Guadeloupe,,,,,405000.0
6606,Guadeloupe,,,,,406000.0
6607,Guadeloupe,,,,,406000.0
6608,Guadeloupe,,,,,404000.0
6609,Guadeloupe,,,,,403000.0
6610,Guadeloupe,,,,,401000.0
6611,Guadeloupe,,,,,400000.0
6612,Guadeloupe,,,,,400000.0
6613,Guadeloupe,,,,,400000.0
6614,Guadeloupe,,,,,400000.0
6615,Guadeloupe,,,,,400000.0
6636,Guam,,,,,155000.0
6637,Guam,,,,,156000.0
6638,Guam,,,,,157000.0
6639,Guam,,,,,158000.0
6640,Guam,,,,,158000.0
6641,Guam,,,,,158000.0
6642,Guam,,,,,159000.0
6643,Guam,,,,,159000.0
6644,Guam,,,,,159000.0
6645,Guam,,,,,159000.0
6646,Guam,,,,,159000.0
6647,Guam,,,,,160000.0
6648,Guam,,,,,160000.0
6649,Guam,,,,,160000.0
6650,Guam,,,,,161000.0
6651,Guam,,,,,162000.0
6652,Guam,,,,,163000.0
6653,Guam,,,,,164000.0
6654,Guam,,,,,166000.0
6655,Guam,,,,,167000.0
6756,Guatemala,52.91347968,,,,11651000.0
6757,Guatemala,56.052596736,,,,11925000.0
6758,Guatemala,58.386518016,,,,12209000.0
6759,Guatemala,60.775858176,,,,12500000.0
6760,Guatemala,63.406710784,,,,12797000.0
6761,Guatemala,66.336436224,,,,13096000.0
6762,Guatemala,70.370746368,,,,13397000.0
6763,Guatemala,75.432050688,,,,13700000.0
6764,Guatemala,78.681153536,,,,14006000.0
6765,Guatemala,81.414561792,,,,14316000.0
6766,Guatemala,85.682970624,,,,14630000.0
6767,Guatemala,91.936251904,,,,14949000.0
6768,Guatemala,93.666304,,,,15271000.0
6769,Guatemala,96.147685376,,,,15596000.0
6770,Guatemala,101.0,,,,15923000.0
6771,Guatemala,105.0,,,,16252000.0
6772,Guatemala,108.0,,,,16583000.0
6773,Guatemala,,,,,16915000.0
6774,Guatemala,,,,,17248000.0
6775,Guatemala,,,,,17581000.0
6796,Guinea,8.8426496,,,,8241000.0
6797,Guinea,8.980938752,,,,8417000.0
6798,Guinea,9.252719616,,,,8586000.0
6799,Guinea,9.158775808,,,,8753000.0
6800,Guinea,9.16041216,,,,8926000.0
6801,Guinea,9.227232256,,,,9110000.0
6802,Guinea,9.280577536,,,,9307000.0
6803,Guinea,10.439779328,,,,9518000.0
6804,Guinea,11.405541376,,,,9739000.0
6805,Guinea,10.480436224,,,,9964000.0
6806,Guinea,12.584955904,,,,10192000.0
6807,Guinea,14.27954688,,,,10420000.0
6808,Guinea,15.28253952,,,,10652000.0
6809,Guinea,16.361664512,,,,10893000.0
6810,Guinea,18.886203392,,,,11151000.0
6811,Guinea,18.918680576,,,,11432000.0
6812,Guinea,20.171124736,,,,11738000.0
6813,Guinea,,,,,12068000.0
6814,Guinea,,,,,12414000.0
6815,Guinea,,,,,12771000.0
6836,Guinea-Bissau,1.735602944,,,,1201000.0
6837,Guinea-Bissau,1.770936064,,,,1227000.0
6838,Guinea-Bissau,1.727568,,,,1254000.0
6839,Guinea-Bissau,1.75576,,,,1283000.0
6840,Guinea-Bissau,1.833613952,,,,1313000.0
6841,Guinea-Bissau,1.863651968,,,,1345000.0
6842,Guinea-Bissau,1.855698048,,,,1378000.0
6843,Guinea-Bissau,1.88544,,,,1412000.0
6844,Guinea-Bissau,1.916324992,,,,1447000.0
6845,Guinea-Bissau,1.922102016,,,,1484000.0
6846,Guinea-Bissau,2.072060032,,,,1523000.0
6847,Guinea-Bissau,2.256560896,,,,1563000.0
6848,Guinea-Bissau,2.09000704,,,,1605000.0
6849,Guinea-Bissau,2.127741056,,,,1648000.0
6850,Guinea-Bissau,2.16196096,,,,1692000.0
6851,Guinea-Bissau,2.266237952,,,,1737000.0
6852,Guinea-Bissau,2.381686016,,,,1782000.0
6853,Guinea-Bissau,,,,,1828000.0
6854,Guinea-Bissau,,,,,1874000.0
6855,Guinea-Bissau,,,,,1921000.0
6876,Guyana,,,,,747000.0
6877,Guyana,,,,,745000.0
6878,Guyana,,,,,745000.0
6879,Guyana,,,,,745000.0
6880,Guyana,,,,,746000.0
6881,Guyana,,,,,746000.0
6882,Guyana,,,,,746000.0
6883,Guyana,,,,,746000.0
6884,Guyana,,,,,747000.0
6885,Guyana,,,,,748000.0
6886,Guyana,,,,,749000.0
6887,Guyana,,,,,752000.0
6888,Guyana,,,,,755000.0
6889,Guyana,,,,,759000.0
6890,Guyana,,,,,763000.0
6891,Guyana,,,,,767000.0
6892,Guyana,,,,,771000.0
6893,Guyana,,,,,775000.0
6894,Guyana,,,,,779000.0
6895,Guyana,,,,,783000.0
6916,Haiti,16.011585536,,,,8464000.0
6917,Haiti,15.730379776,,,,8609000.0
6918,Haiti,15.812939776,,,,8754000.0
6919,Haiti,15.904979968,,,,8900000.0
6920,Haiti,15.227899904,,,,9047000.0
6921,Haiti,15.956420608,,,,9195000.0
6922,Haiti,15.842304,,,,9345000.0
6923,Haiti,16.349544448,,,,9495000.0
6924,Haiti,15.783279616,,,,9647000.0
6925,Haiti,16.176751616,,,,9798000.0
6926,Haiti,15.705132032,,,,9949000.0
6927,Haiti,15.936159744,,,,10100000.0
6928,Haiti,15.668799488,,,,10251000.0
6929,Haiti,16.252235776,,,,10401000.0
6930,Haiti,16.627784704,,,,10549000.0
6931,Haiti,16.90884608,,,,10696000.0
6932,Haiti,17.155095552,,,,10840000.0
6933,Haiti,,,,,10982000.0
6934,Haiti,,,,,11123000.0
6935,Haiti,,,,,11263000.0
6956,Honduras,22.542655488,,,,6575000.0
6957,Honduras,22.942404608,,,,6752000.0
6958,Honduras,24.185421824,,,,6929000.0
6959,Honduras,25.499191296,,,,7106000.0
6960,Honduras,27.096795136,,,,7283000.0
6961,Honduras,29.65673984,,,,7459000.0
6962,Honduras,30.8027392,,,,7634000.0
6963,Honduras,32.927596544,,,,7809000.0
6964,Honduras,31.241320448,,,,7981000.0
6965,Honduras,31.712032768,,,,8151000.0
6966,Honduras,33.465921536,,,,8317000.0
6967,Honduras,36.004622336,,,,8481000.0
6968,Honduras,36.656144384,,,,8641000.0
6969,Honduras,35.591421952,,,,8799000.0
