,country,gdp,fossil_share_energy,renewables_share_energy,nuclear_share_energy,population
2508,Bulgaria,116.0,71.829,9.036,18.486,7290000.0
2509,Bulgaria,120.0,71.056,9.003,19.333,7246000.0
2510,Bulgaria,124.0,71.761,9.977,17.503,7200000.0
2511,Bulgaria,128.0,71.763,8.492,18.852,7152000.0
2512,Bulgaria,,73.917,7.126,18.069,7102000.0
2513,Bulgaria,,69.674,10.771,18.676,7052000.0
2514,Bulgaria,,70.059,9.203,19.769,7000000.0
2515,Bulgaria,,,,,
2536,Burkina Faso,15.70173952,,,,11608000.0
2537,Burkina Faso,15.831284736,,,,11945000.0
2538,Burkina Faso,16.14655488,,,,12293000.0
2539,Burkina Faso,16.501095424,,,,12655000.0
2540,Burkina Faso,16.914889728,,,,13031000.0
2541,Burkina Faso,18.061295616,,,,13422000.0
2542,Burkina Faso,18.991456256,,,,13829000.0
2543,Burkina Faso,19.073333248,,,,14252000.0
2544,Burkina Faso,19.768174592,,,,14690000.0
2545,Burkina Faso,19.918690304,,,,15141000.0
2546,Burkina Faso,21.569376256,,,,15605000.0
2547,Burkina Faso,22.513344512,,,,16082000.0
2548,Burkina Faso,25.687924736,,,,16571000.0
2549,Burkina Faso,25.864476672,,,,17073000.0
2550,Burkina Faso,27.786244096,,,,17586000.0
2551,Burkina Faso,28.909164544,,,,18111000.0
2552,Burkina Faso,30.459793408,,,,18646000.0
2553,Burkina Faso,,,,,19193000.0
2554,Burkina Faso,,,,,19751000.0
2555,Burkina Faso,,,,,20321000.0
2656,Burundi,6.460791808,,,,6379000.0
2657,Burundi,6.630525952,,,,6526000.0
2658,Burundi,6.88407296,,,,6704000.0
2659,Burundi,7.318333952,,,,6909000.0
2660,Burundi,7.744900096,,,,7132000.0
2661,Burundi,7.835734016,,,,7365000.0
2662,Burundi,7.517952,,,,7608000.0
2663,Burundi,7.192247808,,,,7862000.0
2664,Burundi,7.210179072,,,,8126000.0
2665,Burundi,6.835193856,,,,8398000.0
2666,Burundi,6.776903168,,,,8676000.0
2667,Burundi,6.77441792,,,,8958000.0
2668,Burundi,7.097544192,,,,9246000.0
2669,Burundi,7.676542976,,,,9540000.0
2670,Burundi,8.098484224,,,,9844000.0
2671,Burundi,7.766466048,,,,10160000.0
2672,Burundi,7.680507904,,,,10488000.0
2673,Burundi,,,,,10827000.0
2674,Burundi,,,,,11175000.0
2675,Burundi,,,,,11531000.0
2751,Cambodia,15.88176896,,,,12155000.0
2752,Cambodia,17.062276096,,,,12405000.0
2753,Cambodia,18.23432704,,,,12638000.0
2754,Cambodia,19.66861312,,,,12856000.0
2755,Cambodia,20.924801024,,,,13066000.0
2756,Cambodia,24.951465984,,,,13273000.0
2757,Cambodia,26.783873024,,,,13478000.0
2758,Cambodia,30.065944576,,,,13680000.0
2759,Cambodia,33.262047232,,,,13884000.0
2760,Cambodia,32.224854016,,,,14094000.0
2761,Cambodia,33.478596608,,,,14312000.0
2762,Cambodia,36.606337024,,,,14541000.0
2763,Cambodia,39.422988288,,,,14780000.0
2764,Cambodia,44.624257024,,,,15026000.0
2765,Cambodia,45.967020032,,,,15275000.0
2766,Cambodia,49.188130816,,,,15521000.0
2767,Cambodia,52.640825344,,,,15766000.0
2768,Cambodia,,,,,16009000.0
2769,Cambodia,,,,,16250000.0
2770,Cambodia,,,,,16487000.0
2871,Cameroon,35.329376256,,,,15514000.0
2872,Cameroon,36.148596736,,,,15929000.0
2873,Cameroon,37.470752768,,,,16358000.0
2874,Cameroon,39.493361664,,,,16801000.0
2875,Cameroon,40.66070528,,,,17259000.0
2876,Cameroon,42.509447168,,,,17733000.0
2877,Cameroon,44.672548864,,,,18224000.0
2878,Cameroon,45.79694592,,,,18730000.0
2879,Cameroon,47.176802304,,,,19253000.0
2880,Cameroon,47.888769024,,,,19790000.0
2881,Cameroon,50.016722944,,,,20341000.0
2882,Cameroon,52.887764992,,,,20906000.0
2883,Cameroon,55.90536192,,,,21485000.0
2884,Cameroon,57.928609792,,,,22077000.0
2885,Cameroon,61.295681536,,,,22682000.0
2886,Cameroon,64.840175616,,,,23298000.0
2887,Cameroon,67.72047872,,,,23927000.0
2888,Cameroon,,,,,24566000.0
2889,Cameroon,,,,,25216000.0
2890,Cameroon,,,,,25876000.0
2991,Canada,1150.0,65.784,28.572,5.644,30588000.0
2992,Canada,1150.0,66.793,27.152,6.055,30880000.0
2993,Canada,1170.0,66.686,27.567,5.747,31178000.0
2994,Canada,1210.0,68.115,26.248,5.637,31488000.0
2995,Canada,1260.0,67.329,25.99,6.681,31815000.0
2996,Canada,1330.0,66.023,27.285,6.692,32164000.0
2997,Canada,1360.0,65.839,26.991,7.17,32537000.0
2998,Canada,1400.0,66.406,27.025,6.569,32931000.0
2999,Canada,1460.0,65.563,27.706,6.731,33338000.0
3000,Canada,1320.0,64.592,28.774,6.634,33746000.0
3001,Canada,1390.0,66.482,27.021,6.497,34148000.0
3002,Canada,1460.0,66.02,27.608,6.373,34539000.0
3003,Canada,1450.0,65.263,28.251,6.486,34922000.0
3004,Canada,1480.0,65.071,28.109,6.82,35297000.0
3005,Canada,1530.0,65.909,27.136,6.956,35664000.0
3006,Canada,1540.0,65.419,28.001,6.58,36027000.0
3007,Canada,1570.0,64.916,28.541,6.543,36383000.0
3008,Canada,,64.927,28.657,6.417,36732000.0
3009,Canada,,66.193,27.569,6.237,37075000.0
3010,Canada,,66.06,27.638,6.302,37411000.0
3011,Canada,,,,,
3032,Cape Verde,1.563480064,,,,428000.0
3033,Cape Verde,1.635491968,,,,436000.0
3034,Cape Verde,1.727207936,,,,443000.0
3035,Cape Verde,1.850484992,,,,450000.0
3036,Cape Verde,2.01914304,,,,457000.0
3037,Cape Verde,2.032365056,,,,463000.0
3038,Cape Verde,2.165818112,,,,469000.0
3039,Cape Verde,2.505816064,,,,475000.0
3040,Cape Verde,2.730831872,,,,481000.0
3041,Cape Verde,2.838665984,,,,487000.0
3042,Cape Verde,3.01175296,,,,493000.0
3043,Cape Verde,3.248219904,,,,499000.0
3044,Cape Verde,3.327923968,,,,505000.0
3045,Cape Verde,2.98687488,,,,512000.0
3046,Cape Verde,3.424267008,,,,518000.0
3047,Cape Verde,3.471468032,,,,525000.0
3048,Cape Verde,3.601136128,,,,531000.0
3069,Cayman Islands,,,,,42000.0
3070,Cayman Islands,,,,,44000.0
3071,Cayman Islands,,,,,45000.0
3072,Cayman Islands,,,,,47000.0
3073,Cayman Islands,,,,,48000.0
3074,Cayman Islands,,,,,49000.0
3075,Cayman Islands,,,,,51000.0
3076,Cayman Islands,,,,,52000.0
3077,Cayman Islands,,,,,54000.0
3078,Cayman Islands,,,,,55000.0
3079,Cayman Islands,,,,,57000.0
3080,Cayman Islands,,,,,58000.0
3081,Cayman Islands,,,,,59000.0
3082,Cayman Islands,,,,,60000.0
3083,Cayman Islands,,,,,61000.0
3084,Cayman Islands,,,,,62000.0
3085,Cayman Islands,,,,,63000.0
3086,Cayman Islands,,,,,63000.0
3087,Cayman Islands,,,,,64000.0
3088,Cayman Islands,,,,,65000.0
3109,Central African Republic,3.625779968,,,,3640000.0
3110,Central African Republic,3.697248,,,,3722000.0
3111,Central African Republic,3.702816,,,,3802000.0
3112,Central African Republic,3.540600064,,,,3881000.0
3113,Central African Republic,3.649938944,,,,3960000.0
3114,Central African Republic,3.769632,,,,4038000.0
3115,Central African Republic,3.86618112,,,,4118000.0
3116,Central African Republic,4.030528,,,,4198000.0
3117,Central African Republic,4.084080128,,,,4273000.0
3118,Central African Republic,4.025957888,,,,4338000.0
3119,Central African Republic,4.195770112,,,,4387000.0
3120,Central African Republic,4.499550208,,,,4419000.0
3121,Central African Republic,4.677725184,,,,4436000.0
3122,Central African Republic,3.002027008,,,,4448000.0
3123,Central African Republic,3.108741888,,,,4464000.0
3124,Central African Republic,3.262159872,,,,4493000.0
3125,Central African Republic,3.408833024,,,,4538000.0
3126,Central African Republic,,,,,4596000.0
3127,Central African Republic,,,,,4666000.0
3128,Central African Republic,,,,,4745000.0
3204,Chad,7.855626752,,,,8356000.0
3205,Chad,8.759708672,,,,8678000.0
3206,Chad,9.507372032,,,,9019000.0
3207,Chad,10.862531584,,,,9374000.0
3208,Chad,14.520408064,,,,9735000.0
3209,Chad,15.671467008,,,,10097000.0
3210,Chad,14.965599232,,,,10457000.0
3211,Chad,15.74839808,,,,10818000.0
3212,Chad,16.228155392,,,,11184000.0
3213,Chad,14.915076096,,,,11560000.0
3214,Chad,18.597851136,,,,11952000.0
3215,Chad,17.870698496,,,,12361000.0
3216,Chad,19.822655488,,,,12785000.0
3217,Chad,21.91589376,,,,13220000.0
3218,Chad,26.04218368,,,,13664000.0
3219,Chad,27.763197952,,,,14111000.0
3220,Chad,25.979584512,,,,14562000.0
3221,Chad,,,,,15017000.0
3222,Chad,,,,,15478000.0
3223,Chad,,,,,15947000.0
3324,Chile,167.0,81.473,18.527,0.0,15342000.0
3325,Chile,167.0,79.111,20.889,0.0,15516000.0
3326,Chile,168.0,78.57,21.43,0.0,15684000.0
3327,Chile,177.0,79.159,20.841,0.0,15850000.0
3328,Chile,194.0,81.349,18.651,0.0,16015000.0
3329,Chile,215.0,78.779,21.221,0.0,16183000.0
3330,Chile,253.0,78.606,21.394,0.0,16355000.0
3331,Chile,271.0,82.427,17.573,0.0,16530000.0
3332,Chile,264.0,80.375,19.625,0.0,16708000.0
3333,Chile,269.0,79.543,20.457,0.0,16886000.0
3334,Chile,309.0,81.985,18.015,0.0,17063000.0
3335,Chile,340.0,83.747,16.253,0.0,17234000.0
3336,Chile,361.0,83.323,16.677,0.0,17400000.0
3337,Chile,367.0,83.091,16.909,0.0,17572000.0
3338,Chile,376.0,81.246,18.754,0.0,17759000.0
3339,Chile,385.0,80.106,19.894,0.0,17969000.0
3340,Chile,391.0,81.871,18.129,0.0,18209000.0
3341,Chile,,79.322,20.678,0.0,18470000.0
3342,Chile,,77.786,22.214,0.0,18729000.0
3343,Chile,,77.149,22.851,0.0,18952000.0
3344,Chile,,,,,
3445,China,5120.0,94.293,5.313,0.394,1290551040.0
3446,China,5580.0,93.393,6.22,0.387,1299129984.0
3447,China,6110.0,93.6,5.892,0.508,1307352064.0
3448,China,6570.0,94.288,4.964,0.747,1315303936.0
3449,China,7220.0,93.997,5.264,0.739,1323085056.0
3450,China,8230.0,94.101,5.219,0.68,1330776064.0
3451,China,9050.0,94.131,5.232,0.637,1338408960.0
3452,China,9820.0,93.971,5.369,0.659,1345993984.0
3453,China,10200.0,92.478,6.827,0.696,1353569024.0
3454,China,11100.0,92.822,6.5,0.678,1361169024.0
3455,China,12600.0,92.187,7.14,0.673,1368811008.0
3456,China,13700.0,92.641,6.636,0.723,1376498048.0
3457,China,14300.0,91.227,7.994,0.779,1384205952.0
3458,China,15000.0,90.766,8.387,0.847,1391883008.0
3459,China,15900.0,89.398,9.619,0.983,1399453952.0
3460,China,16400.0,88.567,10.188,1.245,1406848000.0
3461,China,16900.0,87.546,10.934,1.52,1414049024.0
3462,China,,86.751,11.542,1.707,1421021952.0
3463,China,,85.88,12.176,1.944,1427648000.0
3464,China,,85.142,12.665,2.194,1433784064.0
3465,China,,,,,
3566,Colombia,267.0,71.754,28.246,0.0,39630000.0
3567,Colombia,269.0,70.735,29.265,0.0,40256000.0
3568,Colombia,273.0,68.697,31.303,0.0,40875000.0
3569,Colombia,282.0,68.026,31.974,0.0,41484000.0
3570,Colombia,296.0,66.925,33.075,0.0,42076000.0
3571,Colombia,318.0,66.417,33.583,0.0,42648000.0
3572,Colombia,349.0,67.699,32.301,0.0,43201000.0
3573,Colombia,384.0,66.78,33.22,0.0,43738000.0
3574,Colombia,419.0,68.113,31.887,0.0,44255000.0
3575,Colombia,428.0,70.189,29.811,0.0,44750000.0
3576,Colombia,467.0,72.418,27.582,0.0,45223000.0
3577,Colombia,524.0,68.663,31.337,0.0,45663000.0
3578,Colombia,543.0,71.319,28.681,0.0,46076000.0
3579,Colombia,559.0,73.787,26.213,0.0,46495000.0
3580,Colombia,581.0,74.867,25.133,0.0,46968000.0
3581,Colombia,599.0,75.137,24.863,0.0,47521000.0
3582,Colombia,610.0,75.455,24.545,0.0,48175000.0
3583,Colombia,,70.889,29.111,0.0,48910000.0
3584,Colombia,,71.506,28.494,0.0,49661000.0
3585,Colombia,,75.014,24.986,0.0,50339000.0
3586,Colombia,,,,,
3607,Comoros,0.79788,,,,542000.0
3608,Comoros,0.888251008,,,,556000.0
3609,Comoros,0.959153984,,,,569000.0
3610,Comoros,0.905649984,,,,583000.0
3611,Comoros,0.895062016,,,,597000.0
3612,Comoros,0.934499968,,,,612000.0
3613,Comoros,0.99584,,,,626000.0
3614,Comoros,0.961190976,,,,642000.0
3615,Comoros,1.036611968,,,,657000.0
3616,Comoros,1.021889984,,,,673000.0
3617,Comoros,1.014521984,,,,690000.0
3618,Comoros,1.067838016,,,,707000.0
3619,Comoros,1.122450944,,,,724000.0
3620,Comoros,1.228768,,,,742000.0
3621,Comoros,1.271686016,,,,759000.0
3622,Comoros,1.332386048,,,,777000.0
3623,Comoros,1.361835008,,,,796000.0
3624,Comoros,,,,,814000.0
3625,Comoros,,,,,832000.0
3626,Comoros,,,,,851000.0
3727,Congo,8.014652928,,,,3127000.0
3728,Congo,7.468848128,,,,3218000.0
3729,Congo,7.848606208,,,,3310000.0
3730,Congo,7.99682816,,,,3407000.0
3731,Congo,9.966012416,,,,3510000.0
3732,Congo,13.575520256,,,,3623000.0
3733,Congo,15.415371776,,,,3745000.0
3734,Congo,12.971907072,,,,3876000.0
3735,Congo,15.151250432,,,,4011000.0
3736,Congo,14.48865792,,,,4145000.0
3737,Congo,21.60108544,,,,4274000.0
3738,Congo,25.726625792,,,,4395000.0
3739,Congo,24.299880448,,,,4510000.0
3740,Congo,23.583543296,,,,4623000.0
3741,Congo,21.263382528,,,,4737000.0
3742,Congo,21.521129472,,,,4856000.0
3743,Congo,20.912119808,,,,4981000.0
3744,Congo,,,,,5111000.0
3745,Congo,,,,,5244000.0
3746,Congo,,,,,5381000.0
3767,Cook Islands,,,,,18000.0
3768,Cook Islands,,,,,18000.0
3769,Cook Islands,,,,,18000.0
3770,Cook Islands,,,,,19000.0
3771,Cook Islands,,,,,19000.0
3772,Cook Islands,,,,,19000.0
3773,Cook Islands,,,,,19000.0
3774,Cook Islands,,,,,19000.0
3775,Cook Islands,,,,,19000.0
3776,Cook Islands,,,,,19000.0
3777,Cook Islands,,,,,18000.0
3778,Cook Islands,,,,,18000.0
3779,Cook Islands,,,,,18000.0
3780,Cook Islands,,,,,18000.0
3781,Cook Islands,,,,,18000.0
3782,Cook Islands,,,,,18000.0
3783,Cook Islands,,,,,18000.0
3784,Cook Islands,,,,,18000.0
3785,Cook Islands,,,,,18000.0
3786,Cook Islands,,,,,18000.0
3807,Costa Rica,36.935999488,,,,3962000.0
3808,Costa Rica,37.62950144,,,,4034000.0
3809,Costa Rica,38.275182592,,,,4101000.0
3810,Costa Rica,39.160352768,,,,4164000.0
3811,Costa Rica,40.976089088,,,,4225000.0
3812,Costa Rica,42.683604992,,,,4286000.0
3813,Costa Rica,44.507025408,,,,4345000.0
3814,Costa Rica,47.364378624,,,,4405000.0
3815,Costa Rica,50.10900992,,,,4463000.0
3816,Costa Rica,52.501508096,,,,4521000.0
3817,Costa Rica,54.214258688,,,,4577000.0
3818,Costa Rica,56.66101248,,,,4633000.0
3819,Costa Rica,57.54687488,,,,4688000.0
3820,Costa Rica,57.839300608,,,,4742000.0
3821,Costa Rica,62.450036736,,,,4795000.0
3822,Costa Rica,65.39776,,,,4848000.0
3823,Costa Rica,68.237692928,,,,4899000.0
3824,Costa Rica,,,,,4950000.0
3825,Costa Rica,,,,,4999000.0
3826,Costa Rica,,,,,5048000.0
3827,Costa Rica,,,,,
3928,Cote d'Ivoire,35.914395648,,,,16455000.0
3929,Cote d'Ivoire,39.84992256,,,,16853000.0
3930,Cote d'Ivoire,39.815688192,,,,17232000.0
3931,Cote d'Ivoire,38.791995392,,,,17600000.0
3932,Cote d'Ivoire,37.452095488,,,,17970000.0
3933,Cote d'Ivoire,38.12581376,,,,18355000.0
3934,Cote d'Ivoire,40.16150528,,,,18755000.0
3935,Cote d'Ivoire,41.409458176,,,,19171000.0
3936,Cote d'Ivoire,44.698701824,,,,19606000.0
3937,Cote d'Ivoire,49.480798208,,,,20059000.0
3938,Cote d'Ivoire,54.92187136,,,,20533000.0
3939,Cote d'Ivoire,52.555776,,,,21029000.0
3940,Cote d'Ivoire,63.485181952,,,,21547000.0
3941,Cote d'Ivoire,69.48790272,,,,22088000.0
3942,Cote d'Ivoire,74.2592512,,,,22648000.0
3943,Cote d'Ivoire,80.90353664,,,,23226000.0
3944,Cote d'Ivoire,86.983360512,,,,23823000.0
3955,Croatia,62.891139072,81.206,18.794,0.0,4428000.0
3956,Croatia,63.64243968,80.23,19.77,0.0,4408000.0
3957,Croatia,66.150264832,84.05,15.95,0.0,4396000.0
3958,Croatia,68.902117376,85.887,14.113,0.0,4389000.0
3959,Croatia,71.095967744,81.08,18.92,0.0,4384000.0
3960,Croatia,73.977069568,82.425,17.575,0.0,4378000.0
3961,Croatia,77.42439424,83.364,16.636,0.0,4371000.0
3962,Croatia,85.62966528,88.27,11.702,0.0,4362000.0
3963,Croatia,90.480205824,85.531,14.431,0.0,4353000.0
3964,Croatia,87.007707136,81.244,18.668,0.0,4341000.0
3965,Croatia,83.865575424,77.276,22.724,0.0,4328000.0
3966,Croatia,87.256449024,85.304,14.652,0.0,4313000.0
3967,Croatia,90.095968256,83.983,15.637,0.0,4296000.0
3968,Croatia,88.06875136,74.478,25.134,0.0,4277000.0
3969,Croatia,89.170362368,72.819,26.817,0.0,4256000.0
3970,Croatia,90.623172608,78.498,21.189,0.0,4233000.0
3971,Croatia,93.29025024,77.408,22.58,0.0,4209000.0
3972,Croatia,,80.938,19.055,0.0,4183000.0
3973,Croatia,,74.809,24.868,0.0,4156000.0
3974,Croatia,,78.115,21.537,0.0,4130000.0
3975,Croatia,,,,,
4076,Cuba,54.419652608,,,,11126000.0
4077,Cuba,56.576917504,,,,11165000.0
4078,Cuba,57.540931584,,,,11200000.0
4079,Cuba,58.46444032,,,,11229000.0
4080,Cuba,58.214199296,,,,11250000.0
4081,Cuba,59.134464,,,,11262000.0
4082,Cuba,66.728517632,,,,11261000.0
4083,Cuba,68.174094336,,,,11251000.0
4084,Cuba,71.330684928,,,,11237000.0
4085,Cuba,72.919760896,,,,11227000.0
4086,Cuba,75.42161408,,,,11226000.0
4087,Cuba,78.036992,,,,11237000.0
4088,Cuba,80.388153344,,,,11257000.0
4089,Cuba,83.013746688,,,,11283000.0
4090,Cuba,85.72346368,,,,11307000.0
4091,Cuba,88.467243008,,,,11325000.0
4092,Cuba,,,,,11335000.0
4093,Cuba,,,,,11339000.0
4094,Cuba,,,,,11338000.0
4095,Cuba,,,,,11333000.0
4131,Cyprus,20.776794112,100.0,0.0,0.0,943000.0
4132,Cyprus,21.458608128,100.0,0.0,0.0,960000.0
4133,Cyprus,21.256992768,100.0,0.0,0.0,977000.0
4134,Cyprus,19.989295104,100.0,0.0,0.0,994000.0
4135,Cyprus,20.515725312,99.993,0.007,0.0,1010000.0
4136,Cyprus,21.763364864,99.993,0.007,0.0,1028000.0
4137,Cyprus,22.869377024,99.988,0.012,0.0,1046000.0
4138,Cyprus,23.958491136,99.944,0.026,0.0,1064000.0
4139,Cyprus,26.921664512,99.428,0.113,0.0,1082000.0
4140,Cyprus,28.517449728,99.266,0.235,0.0,1098000.0
4141,Cyprus,28.750800896,98.957,0.559,0.0,1113000.0
4142,Cyprus,27.271999488,98.081,1.37,0.0,1125000.0
4143,Cyprus,27.581609984,97.315,2.099,0.0,1135000.0
4144,Cyprus,26.033086464,96.412,2.969,0.0,1144000.0
4145,Cyprus,25.38166272,96.731,2.868,0.0,1152000.0
4146,Cyprus,25.799387136,96.135,3.476,0.0,1161000.0
4147,Cyprus,26.539999232,96.3,3.375,0.0,1170000.0
4148,Cyprus,,96.345,3.348,0.0,1180000.0
4149,Cyprus,,96.116,3.562,0.0,1189000.0
4150,Cyprus,,95.671,3.926,0.0,1199000.0
4151,Cyprus,,,,,
4187,Czechia,202.0,90.539,1.336,7.979,10289000.0
4188,Czechia,213.0,90.013,1.465,8.414,10271000.0
4189,Czechia,214.0,87.565,1.689,10.595,10252000.0
4190,Czechia,220.0,85.114,0.998,13.751,10239000.0
4191,Czechia,228.0,85.019,1.345,13.568,10239000.0
4192,Czechia,237.0,85.547,1.586,12.861,10258000.0
4193,Czechia,249.0,84.968,1.782,13.21,10299000.0
4194,Czechia,274.0,84.889,1.73,13.34,10358000.0
4195,Czechia,268.0,84.098,1.931,13.717,10425000.0
4196,Czechia,269.0,82.456,2.5,14.572,10488000.0
4197,Czechia,268.0,82.148,3.009,14.304,10537000.0
4198,Czechia,280.0,80.786,3.819,14.688,10567000.0
4199,Czechia,282.0,79.343,4.251,15.754,10581000.0
4200,Czechia,290.0,78.189,4.951,16.192,10587000.0
4201,Czechia,306.0,78.07,4.91,16.237,10591000.0
4202,Czechia,320.0,79.616,5.103,14.536,10601000.0
4203,Czechia,328.0,80.918,5.136,13.178,10619000.0
4204,Czechia,,79.487,5.004,14.743,10641000.0
4205,Czechia,,78.869,4.873,15.503,10666000.0
4206,Czechia,,78.162,5.183,15.812,10689000.0
4207,Czechia,,,,,
4308,Czechoslovakia,253.0,,,,
4309,Czechoslovakia,268.0,,,,
4310,Czechoslovakia,274.0,,,,
4311,Czechoslovakia,281.0,,,,
4312,Czechoslovakia,289.0,,,,
4313,Czechoslovakia,306.0,,,,
4314,Czechoslovakia,326.0,,,,
4315,Czechoslovakia,365.0,,,,
4316,Czechoslovakia,371.0,,,,
4317,Czechoslovakia,380.0,,,,
4318,Czechoslovakia,387.0,,,,
4319,Czechoslovakia,400.0,,,,
4320,Czechoslovakia,410.0,,,,
4321,Czechoslovakia,425.0,,,,
4322,Czechoslovakia,448.0,,,,
4323,Czechoslovakia,467.0,,,,
4324,Czechoslovakia,480.0,,,,
4425,Democratic Republic of Congo,23.171557376,,,,47106000.0
4426,Democratic Republic of Congo,23.29127936,,,,48429000.0
4427,Democratic Republic of Congo,24.1659904,,,,49872000.0
4428,Democratic Republic of Congo,26.175614976,,,,51426000.0
4429,Democratic Republic of Congo,28.68805632,,,,53069000.0
4430,Democratic Republic of Congo,32.871591936,,,,54786000.0
4431,Democratic Republic of Congo,34.919919616,,,,56578000.0
4432,Democratic Republic of Congo,37.419855872,,,,58454000.0
4433,Democratic Republic of Congo,40.135294976,,,,60411000.0
4434,Democratic Republic of Congo,41.719140352,,,,62449000.0
4435,Democratic Republic of Congo,45.073903616,,,,64564000.0
4436,Democratic Republic of Congo,48.707162112,,,,66755000.0
4437,Democratic Republic of Congo,52.116840448,,,,69021000.0
4438,Democratic Republic of Congo,56.555556864,,,,71359000.0
4439,Democratic Republic of Congo,61.937659904,,,,73767000.0
4440,Democratic Republic of Congo,66.1819392,,,,76245000.0
4441,Democratic Republic of Congo,67.812974592,,,,78789000.0
4442,Democratic Republic of Congo,,,,,81399000.0
4443,Democratic Republic of Congo,,,,,84068000.0
4444,Democratic Republic of Congo,,,,,86791000.0
4545,Denmark,192.0,93.419,6.581,0.0,5341000.0
4546,Denmark,192.0,93.157,6.843,0.0,5358000.0
4547,Denmark,196.0,92.08,7.92,0.0,5373000.0
4548,Denmark,192.0,91.306,8.694,0.0,5387000.0
4549,Denmark,201.0,89.219,10.781,0.0,5403000.0
4550,Denmark,206.0,88.553,11.447,0.0,5422000.0
4551,Denmark,217.0,90.303,9.678,0.0,5444000.0
4552,Denmark,222.0,88.602,11.368,0.0,5470000.0
4553,Denmark,228.0,88.459,11.504,0.0,5498000.0
4554,Denmark,224.0,87.82,12.123,0.0,5526000.0
4555,Denmark,236.0,85.676,14.173,0.0,5555000.0
4556,Denmark,243.0,82.255,17.035,0.0,5583000.0
4557,Denmark,244.0,79.565,19.16,0.0,5611000.0
4558,Denmark,249.0,79.162,19.62,0.0,5638000.0
4559,Denmark,251.0,75.95,22.746,0.0,5664000.0
4560,Denmark,255.0,73.966,24.696,0.0,5689000.0
4561,Denmark,259.0,74.98,23.695,0.0,5711000.0
4562,Denmark,,70.858,27.821,0.0,5732000.0
4563,Denmark,,71.959,26.718,0.0,5752000.0
4564,Denmark,,68.429,30.163,0.0,5772000.0
4565,Denmark,,,,,
4586,Djibouti,1.615634944,,,,718000.0
4587,Djibouti,1.525986048,,,,733000.0
4588,Djibouti,1.479971968,,,,747000.0
4589,Djibouti,1.610029952,,,,760000.0
4590,Djibouti,1.680605952,,,,772000.0
4591,Djibouti,1.799532032,,,,783000.0
4592,Djibouti,1.921570048,,,,795000.0
4593,Djibouti,1.941811968,,,,805000.0
4594,Djibouti,2.114946944,,,,816000.0
4595,Djibouti,1.9488,,,,828000.0
4596,Djibouti,1.92437696,,,,840000.0
4597,Djibouti,1.960630016,,,,854000.0
4598,Djibouti,2.095218048,,,,868000.0
4599,Djibouti,2.182752,,,,883000.0
4600,Djibouti,2.532869888,,,,899000.0
4601,Djibouti,2.697624064,,,,914000.0
4602,Djibouti,2.874717952,,,,929000.0
4603,Djibouti,,,,,944000.0
4604,Djibouti,,,,,959000.0
4605,Djibouti,,,,,974000.0
4626,Dominica,0.625936,,,,70000.0
4627,Dominica,0.481024992,,,,70000.0
4628,Dominica,0.504504,,,,70000.0
4629,Dominica,0.472824,,,,70000.0
4630,Dominica,0.475992,,,,70000.0
4631,Dominica,0.500544,,,,71000.0
4632,Dominica,0.547776,,,,71000.0
4633,Dominica,0.595728,,,,71000.0
4634,Dominica,0.677075008,,,,71000.0
4635,Dominica,0.617433984,,,,71000.0
4636,Dominica,0.694011008,,,,71000.0
4637,Dominica,0.652912,,,,71000.0
4638,Dominica,0.674446976,,,,71000.0
4639,Dominica,0.684083008,,,,71000.0
4640,Dominica,0.710217024,,,,71000.0
4641,Dominica,0.705737984,,,,71000.0
4642,Dominica,0.723201984,,,,71000.0
4643,Dominica,,,,,71000.0
4644,Dominica,,,,,72000.0
4645,Dominica,,,,,72000.0
4666,Dominican Republic,63.797911552,,,,8471000.0
4667,Dominican Republic,70.083977216,,,,8599000.0
4668,Dominican Republic,71.063699456,,,,8725000.0
4669,Dominican Republic,67.760832512,,,,8850000.0
4670,Dominican Republic,70.368313344,,,,8974000.0
4671,Dominican Republic,78.938693632,,,,9097000.0
4672,Dominican Republic,87.716773888,,,,9219000.0
4673,Dominican Republic,95.96534784,,,,9339000.0
4674,Dominican Republic,97.710768128,,,,9458000.0
4675,Dominican Republic,104.0,,,,9577000.0
4676,Dominican Republic,113.0,,,,9695000.0
4677,Dominican Republic,116.0,,,,9813000.0
4678,Dominican Republic,120.0,,,,9931000.0
4679,Dominican Republic,124.0,,,,10048000.0
4680,Dominican Republic,131.0,,,,10165000.0
4681,Dominican Republic,140.0,,,,10282000.0
4682,Dominican Republic,149.0,,,,10398000.0
4683,Dominican Republic,,,,,10513000.0
4684,Dominican Republic,,,,,10627000.0
4685,Dominican Republic,,,,,10739000.0
4841,Ecuador,62.578487296,79.423,20.577,0.0,12681000.0
4842,Ecuador,67.085246464,81.274,18.726,0.0,12915000.0
4843,Ecuador,74.319634432,79.922,20.078,0.0,13143000.0
4844,Ecuador,78.718550016,81.274,18.726,0.0,13370000.0
4845,Ecuador,88.135221248,82.196,17.804,0.0,13596000.0
4846,Ecuador,101.0,84.27,15.73,0.0,13826000.0
4847,Ecuador,108.0,84.606,15.394,0.0,14059000.0
4848,Ecuador,114.0,81.45,18.55,0.0,14297000.0
4849,Ecuador,126.0,78.455,21.545,0.0,14536000.0
4850,Ecuador,124.0,82.051,17.949,0.0,14774000.0
