iso_code,country,year,coal_share_elec,coal_elec_per_capita,electricity_generation,biofuel_electricity,coal_electricity,fossil_electricity,gas_electricity,hydro_electricity,nuclear_electricity,oil_electricity,other_renewable_electricity,other_renewable_exc_biofuel_electricity,renewables_electricity,solar_electricity,wind_electricity,energy_per_capita,fossil_cons_per_capita,fossil_share_elec,gas_share_elec,gas_elec_per_capita,hydro_share_elec,hydro_elec_per_capita,low_carbon_share_elec,low_carbon_electricity,low_carbon_elec_per_capita,oil_share_elec,oil_elec_per_capita,other_renewables_elec_per_capita,other_renewables_share_elec,per_capita_electricity,population,primary_energy_consumption,renewables_elec_per_capita,renewables_share_elec,solar_share_elec,solar_elec_per_capita,wind_share_elec,wind_elec_per_capita
PRY,Paraguay,2013,0.0,0.0,59.903,0.126,0.0,0.003,0.0,59.774,0.0,0.003,0.126,0.0,59.9,0.0,0.0,29653.045,0.433,0.005,0.0,0.0,99.785,9181.874,99.995,59.9,9201.229,0.005,0.433,19.355,0.21,9201.662,6510000.0,193.041,9201.229,99.995,0.0,0.0,0.0,0.0
PRY,Paraguay,2014,0.0,0.0,54.868,0.139,0.0,0.006,0.0,54.723,0.0,0.006,0.139,0.0,54.862,0.0,0.0,27230.36,0.855,0.01,0.0,0.0,99.736,8291.364,99.99,54.862,8312.417,0.01,0.855,21.054,0.253,8313.272,6600000.0,179.72,8312.417,99.99,0.0,0.0,0.0,0.0
PRY,Paraguay,2015,0.0,0.0,55.333,0.146,0.0,0.001,0.0,55.186,0.0,0.001,0.146,0.0,55.332,0.0,0.0,27396.266,0.141,0.002,0.0,0.0,99.734,8250.262,99.998,55.332,8272.117,0.002,0.141,21.856,0.264,8272.258,6689000.0,183.254,8272.117,99.998,0.0,0.0,0.0,0.0
PRY,Paraguay,2016,0.0,0.0,64.028,0.895,0.0,0.001,0.0,63.132,0.0,0.001,0.895,0.0,64.027,0.0,0.0,31800.437,0.139,0.001,0.0,0.0,98.6,9314.252,99.999,64.027,9446.369,0.001,0.139,132.117,1.399,9446.508,6778000.0,215.543,9446.369,99.999,0.0,0.0,0.0,0.0
PRY,Paraguay,2017,0.0,0.0,59.771,0.682,0.0,0.002,0.0,59.087,0.0,0.002,0.682,0.0,59.769,0.0,0.0,31800.437,0.274,0.003,0.0,0.0,98.856,8604.485,99.997,59.769,8703.779,0.003,0.274,99.294,1.141,8704.053,6867000.0,215.543,8703.779,99.997,0.0,0.0,0.0,0.0
PRY,Paraguay,2018,0.0,0.0,59.322,0.701,0.0,0.002,0.0,58.619,0.0,0.002,0.701,0.0,59.32,0.0,0.0,31800.437,0.27,0.003,0.0,0.0,98.814,8427.097,99.997,59.32,8527.932,0.003,0.27,100.835,1.182,8528.202,6956000.0,215.543,8527.932,99.997,0.0,0.0,0.0,0.0
PRY,Paraguay,2019,0.0,0.0,49.823,0.886,0.0,0.002,0.0,48.935,0.0,0.002,0.886,0.0,49.821,0.0,0.0,31800.437,0.267,0.004,0.0,0.0,98.217,6946.02,99.996,49.821,7071.85,0.004,0.267,125.83,1.779,7072.117,7045000.0,215.543,7071.85,99.996,0.0,0.0,0.0,0.0
PER,Peru,1998,0.608,4.486,18.582,0.158,0.119,3.372,3.253,13.808,0.0,0.0,0.126,0.0,13.935,0.0,0.0,5364.602,127.438,17.26,16.652,122.952,74.308,538.167,74.989,13.935,543.098,0.0,0.0,4.911,0.678,724.238,25658000.0,137.645,543.098,74.989,0.0,0.0,0.003,0.019
PER,Peru,1999,0.608,4.486,19.05,0.158,0.119,3.372,3.253,14.541,0.0,0.0,0.139,0.0,14.68,0.0,0.001,5431.141,127.438,17.26,16.652,122.952,76.33,557.581,77.063,14.68,562.934,0.0,0.0,5.33,0.73,730.485,26078000.0,141.633,562.934,77.063,0.0,0.0,0.003,0.023
PER,Peru,2000,0.608,4.486,19.537,0.158,0.119,3.372,3.253,16.006,0.0,0.0,0.158,0.0,16.165,0.0,0.001,5509.837,127.438,17.26,16.652,122.952,81.926,604.913,82.74,16.165,610.924,0.0,0.0,5.971,0.809,738.362,26460000.0,145.79,610.924,82.74,0.0,0.002,0.005,0.038
PER,Peru,2001,0.486,3.705,20.422,0.17,0.099,2.821,2.722,17.43,0.0,0.0,0.17,0.0,17.601,0.0,0.001,5370.711,105.265,13.814,13.327,101.56,85.349,650.397,86.186,17.601,656.78,0.0,0.0,6.344,0.832,762.045,26799000.0,143.93,656.78,86.186,0.0,0.002,0.005,0.037
PER,Peru,2002,0.575,4.577,21.578,0.193,0.124,3.524,3.4,17.86,0.0,0.0,0.193,0.0,18.054,0.0,0.001,5437.884,130.032,16.331,15.757,125.455,82.769,659.016,83.669,18.054,666.177,0.0,0.0,7.122,0.894,796.209,27101000.0,147.372,666.177,83.669,0.0,0.002,0.005,0.037
PER,Peru,2003,0.616,5.059,22.488,0.204,0.138,3.934,3.796,18.349,0.0,0.0,0.204,0.0,18.554,0.0,0.001,5306.023,143.724,17.494,16.878,138.665,81.594,670.357,82.506,18.554,677.848,0.0,0.0,7.453,0.907,821.571,27372000.0,145.236,677.848,82.506,0.0,0.002,0.004,0.037
PER,Peru,2004,0.935,8.073,23.847,0.16,0.223,6.336,6.113,17.35,0.0,0.0,0.16,0.0,17.511,0.0,0.001,5602.33,229.366,26.569,25.634,221.293,72.755,628.077,73.431,17.511,633.907,0.0,0.0,5.792,0.671,863.273,27624000.0,154.759,633.907,73.431,0.0,0.002,0.004,0.036
PER,Peru,2005,0.983,8.943,25.34,0.361,0.249,7.08,6.831,17.898,0.0,0.0,0.361,0.0,18.26,0.0,0.001,5808.023,254.073,27.94,26.957,245.13,70.631,642.288,72.06,18.26,655.281,0.0,0.0,12.955,1.425,909.354,27866000.0,161.846,655.281,72.06,0.0,0.002,0.004,0.036
PER,Peru,2006,0.901,8.57,26.724,0.375,0.241,6.842,6.601,19.506,0.0,0.0,0.375,0.0,19.882,0.0,0.001,5803.033,243.47,25.602,24.701,234.901,72.99,694.114,74.398,19.882,707.496,0.0,0.0,13.344,1.403,950.966,28102000.0,163.077,707.496,74.398,0.0,0.002,0.004,0.036
PER,Peru,2007,1.128,11.597,29.14,0.45,0.329,9.335,9.006,19.354,0.0,0.0,0.45,0.0,19.805,0.0,0.001,6311.251,329.474,32.035,30.907,317.878,66.417,683.09,67.965,19.805,699.01,0.0,0.0,15.883,1.544,1028.484,28333000.0,178.817,699.01,67.965,0.0,0.002,0.003,0.035
PER,Peru,2008,1.385,15.525,32.016,0.46,0.443,12.598,12.155,18.957,0.0,0.0,0.46,0.0,19.418,0.0,0.001,6756.58,441.076,39.349,37.964,425.551,59.211,663.714,60.651,19.418,679.856,0.0,0.0,16.105,1.437,1120.932,28562000.0,192.981,679.856,60.651,0.0,0.002,0.003,0.035
PER,Peru,2009,1.328,14.731,31.927,0.46,0.424,12.05,11.626,19.416,0.0,0.0,0.46,0.0,19.877,0.0,0.001,6868.653,418.504,37.742,36.414,403.774,60.814,674.331,62.258,19.877,690.343,0.0,0.0,15.976,1.441,1108.848,28793000.0,197.769,690.343,62.258,0.0,0.002,0.003,0.035
PER,Peru,2010,1.444,17.295,34.78,0.673,0.502,14.264,13.762,19.842,0.0,0.0,0.673,0.0,20.516,0.0,0.001,7677.239,491.372,41.011,39.568,474.077,57.051,683.547,58.989,20.516,706.768,0.0,0.0,23.185,1.935,1198.14,29028000.0,222.855,706.768,58.989,0.0,0.002,0.003,0.034
PER,Peru,2011,1.448,18.799,37.989,0.675,0.55,15.942,15.392,21.371,0.0,0.0,0.675,0.0,22.047,0.0,0.001,8596.346,544.779,41.965,40.517,525.979,56.255,730.283,58.035,22.047,753.385,0.0,0.0,23.066,1.777,1298.163,29264000.0,251.563,753.385,58.035,0.0,0.002,0.003,0.034
PER,Peru,2012,1.5,19.662,38.682,0.668,0.58,16.813,16.233,21.14,0.0,0.0,0.668,0.0,21.869,0.06,0.001,8629.682,569.792,43.464,41.965,550.129,54.651,716.44,56.536,21.869,741.146,0.0,0.0,22.639,1.727,1310.938,29507000.0,254.636,741.146,56.536,0.155,2.033,0.003,0.034
PER,Peru,2013,1.545,21.832,42.084,0.96,0.65,18.837,18.187,22.086,0.0,0.0,0.96,0.0,23.247,0.2,0.001,8756.718,632.655,44.76,43.215,610.823,52.481,741.788,55.24,23.247,780.782,0.0,0.0,32.243,2.281,1413.437,29774000.0,260.723,780.782,55.24,0.475,6.717,0.002,0.034
PER,Peru,2014,1.391,20.439,44.201,1.291,0.615,20.473,19.858,21.977,0.0,0.0,1.291,0.0,23.728,0.2,0.26,8855.557,680.399,46.318,44.927,659.96,49.72,730.376,53.682,23.728,788.568,0.0,0.0,42.905,2.921,1468.966,30090000.0,266.464,788.568,53.682,0.452,6.647,0.588,8.641
PER,Peru,2015,1.381,21.136,46.646,0.907,0.644,21.44,20.795,23.474,0.0,0.0,0.907,0.0,25.206,0.23,0.595,9312.026,703.604,45.963,44.582,682.468,50.324,770.372,54.037,25.206,827.213,0.0,0.0,29.766,1.944,1530.817,30471000.0,283.747,827.213,54.037,0.493,7.548,1.276,19.527
PER,Peru,2016,1.451,23.384,49.85,0.556,0.723,24.074,23.351,23.916,0.0,0.0,0.556,0.0,25.776,0.241,1.063,9748.041,778.45,48.293,46.843,755.066,47.976,773.33,51.707,25.776,833.473,0.0,0.0,17.978,1.115,1611.923,30926000.0,301.468,833.473,51.707,0.483,7.793,2.132,34.372
PER,Peru,2017,1.206,19.599,51.116,0.471,0.616,20.515,19.899,28.769,0.0,0.0,0.471,0.0,30.6,0.287,1.073,9606.984,652.446,40.136,38.93,632.846,56.282,914.928,59.864,30.6,973.159,0.0,0.0,14.979,0.921,1625.604,31444000.0,302.082,973.159,59.864,0.561,9.127,2.099,34.124
PER,Peru,2018,1.141,19.033,53.354,0.419,0.609,20.268,19.659,30.415,0.0,0.0,0.419,0.0,33.086,0.75,1.502,9907.861,633.602,37.988,36.847,614.568,57.006,950.789,62.012,33.086,1034.286,0.0,0.0,13.098,0.785,1667.888,31989000.0,316.943,1034.286,62.012,1.406,23.446,2.815,46.954
PER,Peru,2019,1.152,19.657,55.481,0.53,0.639,21.274,20.635,31.255,0.0,0.0,0.53,0.0,34.207,0.767,1.655,9924.199,654.386,38.345,37.193,634.728,56.335,961.405,61.655,34.207,1052.208,0.0,0.0,16.303,0.955,1706.594,32510000.0,322.636,1052.208,61.655,1.382,23.593,2.983,50.907
PER,Peru,2020,1.187,18.681,51.884,0.582,0.616,18.302,17.686,30.404,0.0,0.0,0.582,0.0,33.582,0.783,1.812,9924.199,555.069,35.274,34.087,536.389,58.601,922.133,64.726,33.582,1018.508,0.0,0.0,17.666,1.123,1573.577,32510000.0,322.636,1018.508,64.726,1.509,23.752,3.492,54.957
SUR,Suriname,1998,0.0,0.0,1.397,0.0,0.0,0.687,0.0,0.71,0.0,0.687,0.0,0.0,0.71,0.0,0.0,21435.611,1458.599,49.177,0.0,0.0,50.823,1507.431,50.823,0.71,1507.431,49.177,1458.599,0.0,0.0,2966.03,460000.0,9.86,1507.431,50.823,0.0,0.0,0.0,0.0
SUR,Suriname,1999,0.0,0.0,1.397,0.0,0.0,0.687,0.0,0.71,0.0,0.687,0.0,0.0,0.71,0.0,0.0,21309.577,1458.599,49.177,0.0,0.0,50.823,1507.431,50.823,0.71,1507.431,49.177,1458.599,0.0,0.0,2966.03,465000.0,9.909,1507.431,50.823,0.0,0.0,0.0,0.0
SUR,Suriname,2000,0.0,0.0,1.397,0.0,0.0,0.687,0.0,0.71,0.0,0.687,0.0,0.0,0.71,0.0,0.0,17567.588,1458.599,49.177,0.0,0.0,50.823,1507.431,50.823,0.71,1507.431,49.177,1458.599,0.0,0.0,2966.03,471000.0,8.274,1507.431,50.823,0.0,0.0,0.0,0.0
SUR,Suriname,2001,0.0,0.0,1.416,0.0,0.0,0.691,0.0,0.725,0.0,0.691,0.0,0.0,0.725,0.0,0.0,17059.868,1448.637,48.799,0.0,0.0,51.201,1519.916,51.201,0.725,1519.916,48.799,1448.637,0.0,0.0,2968.553,477000.0,8.138,1519.916,51.201,0.0,0.0,0.0,0.0
SUR,Suriname,2002,0.0,0.0,1.431,0.0,0.0,0.69,0.0,0.741,0.0,0.69,0.0,0.0,0.741,0.0,0.0,18822.323,1431.535,48.218,0.0,0.0,51.782,1537.344,51.782,0.741,1537.344,48.218,1431.535,0.0,0.0,2968.88,482000.0,9.072,1537.344,51.782,0.0,0.0,0.0,0.0
SUR,Suriname,2003,0.0,0.0,1.444,0.0,0.0,0.692,0.0,0.752,0.0,0.692,0.0,0.0,0.752,0.0,0.0,16466.878,1418.033,47.922,0.0,0.0,52.078,1540.984,52.078,0.752,1540.984,47.922,1418.033,0.0,0.0,2959.016,488000.0,8.036,1540.984,52.078,0.0,0.0,0.0,0.0
SUR,Suriname,2004,0.0,0.0,1.457,0.0,0.0,0.693,0.0,0.764,0.0,0.693,0.0,0.0,0.764,0.0,0.0,18506.249,1402.834,47.563,0.0,0.0,52.437,1546.559,52.437,0.764,1546.559,47.563,1402.834,0.0,0.0,2949.393,494000.0,9.142,1546.559,52.437,0.0,0.0,0.0,0.0
SUR,Suriname,2005,0.0,0.0,1.518,0.0,0.0,0.697,0.0,0.821,0.0,0.697,0.0,0.0,0.821,0.0,0.0,18645.118,1396.794,45.916,0.0,0.0,54.084,1645.291,54.084,0.821,1645.291,45.916,1396.794,0.0,0.0,3042.084,499000.0,9.304,1645.291,54.084,0.0,0.0,0.0,0.0
SUR,Suriname,2006,0.0,0.0,1.563,0.0,0.0,0.701,0.0,0.862,0.0,0.701,0.0,0.0,0.862,0.0,0.0,20124.511,1388.119,44.85,0.0,0.0,55.15,1706.931,55.15,0.862,1706.931,44.85,1388.119,0.0,0.0,3095.05,505000.0,10.163,1706.931,55.15,0.0,0.0,0.0,0.0
SUR,Suriname,2007,0.0,0.0,1.563,0.0,0.0,0.701,0.0,0.862,0.0,0.701,0.0,0.0,0.862,0.0,0.0,18604.075,1371.82,44.85,0.0,0.0,55.15,1686.888,55.15,0.862,1686.888,44.85,1371.82,0.0,0.0,3058.708,511000.0,9.507,1686.888,55.15,0.0,0.0,0.0,0.0
SUR,Suriname,2008,0.0,0.0,1.564,0.0,0.0,0.701,0.0,0.863,0.0,0.701,0.0,0.0,0.863,0.0,0.0,21782.646,1355.899,44.821,0.0,0.0,55.179,1669.246,55.179,0.863,1669.246,44.821,1355.899,0.0,0.0,3025.145,517000.0,11.262,1669.246,55.179,0.0,0.0,0.0,0.0
SUR,Suriname,2009,0.0,0.0,1.566,0.0,0.0,0.703,0.0,0.863,0.0,0.703,0.0,0.0,0.863,0.0,0.0,21945.997,1344.168,44.891,0.0,0.0,55.109,1650.096,55.109,0.863,1650.096,44.891,1344.168,0.0,0.0,2994.264,523000.0,11.478,1650.096,55.109,0.0,0.0,0.0,0.0
SUR,Suriname,2010,0.0,0.0,1.681,0.0,0.0,0.483,0.0,1.198,0.0,0.483,0.0,0.0,1.198,0.0,0.0,26061.796,913.346,28.736,0.0,0.0,71.252,2264.65,71.264,1.198,2265.028,28.736,913.346,0.0,0.0,3178.374,529000.0,13.787,2265.028,71.264,0.012,0.378,0.0,0.0
SUR,Suriname,2011,0.0,0.0,1.886,0.0,0.0,0.855,0.0,1.031,0.0,0.855,0.0,0.0,1.031,0.0,0.0,21738.596,1598.879,45.346,0.0,0.0,54.633,1926.336,54.654,1.031,1927.084,45.346,1598.879,0.0,0.0,3525.963,535000.0,11.63,1927.084,54.654,0.021,0.748,0.0,0.0
SUR,Suriname,2012,0.0,0.0,1.895,0.0,0.0,1.071,0.0,0.824,0.0,1.071,0.0,0.0,0.825,0.001,0.0,24725.288,1979.039,56.492,0.0,0.0,43.46,1522.514,43.508,0.825,1524.177,56.492,1979.039,0.0,0.0,3503.216,541000.0,13.376,1524.177,43.508,0.047,1.664,0.0,0.0
SUR,Suriname,2013,0.0,0.0,1.917,0.0,0.0,1.088,0.0,0.829,0.0,1.088,0.0,0.0,0.83,0.001,0.0,23449.58,1988.263,56.727,0.0,0.0,43.221,1514.863,43.273,0.83,1516.691,56.727,1988.263,0.0,0.0,3504.954,547000.0,12.827,1516.691,43.273,0.052,1.828,0.0,0.0
SUR,Suriname,2014,0.0,0.0,1.928,0.0,0.0,1.366,0.0,0.553,0.0,1.366,0.0,0.0,0.562,0.009,0.0,24082.928,2469.837,70.833,0.0,0.0,28.7,1000.741,29.167,0.562,1017.016,70.833,2469.837,0.0,0.0,3486.854,553000.0,13.318,1017.016,29.167,0.467,16.275,0.0,0.0
SUR,Suriname,2015,0.0,0.0,1.943,0.006,0.0,1.46,0.0,0.467,0.0,1.46,0.006,0.0,0.483,0.009,0.0,23339.43,2611.485,75.15,0.0,0.0,24.055,835.921,24.85,0.483,863.562,75.15,2611.485,11.54,0.332,3475.047,559000.0,13.047,863.562,24.85,0.463,16.1,0.0,0.0
SUR,Suriname,2016,0.0,0.0,1.908,0.006,0.0,1.118,0.0,0.775,0.0,1.118,0.006,0.0,0.791,0.009,0.0,20463.463,1978.159,58.569,0.0,0.0,40.621,1371.982,41.431,0.791,1399.329,58.569,1978.159,11.418,0.338,3377.488,565000.0,11.562,1399.329,41.431,0.472,15.929,0.0,0.0
SUR,Suriname,2017,0.0,0.0,1.875,0.006,0.0,0.943,0.0,0.917,0.0,0.943,0.006,0.0,0.932,0.009,0.0,20463.463,1651.173,50.283,0.0,0.0,48.893,1605.499,49.717,0.932,1632.559,50.283,1651.173,11.298,0.344,3283.732,571000.0,11.562,1632.559,49.717,0.48,15.762,0.0,0.0
SUR,Suriname,2018,0.0,0.0,1.889,0.006,0.0,0.883,0.0,0.99,0.0,0.883,0.006,0.0,1.006,0.01,0.0,20463.463,1532.396,46.724,0.0,0.0,52.406,1718.75,53.276,1.006,1747.311,46.724,1532.396,11.2,0.341,3279.707,576000.0,11.562,1747.311,53.276,0.529,17.361,0.0,0.0
SUR,Suriname,2019,0.0,0.0,1.871,0.006,0.0,0.69,0.0,1.164,0.0,0.69,0.006,0.0,1.181,0.01,0.0,20463.463,1188.078,36.894,0.0,0.0,62.227,2003.855,63.106,1.181,2032.17,36.894,1188.078,11.103,0.345,3220.248,581000.0,11.562,2032.17,63.106,0.534,17.212,0.0,0.0
TTO,Trinidad and Tobago,1998,0.0,0.0,5.169,0.02,0.0,5.113,4.093,0.0,0.0,1.02,0.018,0.0,0.018,0.0,0.0,81048.846,4035.517,99.61,79.747,3230.789,0.0,0.0,0.348,0.018,14.263,19.863,804.728,14.263,0.348,4095.88,1262000.0,102.284,14.263,0.348,0.0,0.0,0.0,0.0
TTO,Trinidad and Tobago,1999,0.0,0.0,5.247,0.02,0.0,5.113,4.093,0.0,0.0,1.02,0.018,0.0,0.018,0.0,0.0,89938.044,4035.517,99.61,79.747,3230.789,0.0,0.0,0.343,0.018,14.241,19.863,804.728,14.241,0.343,4151.108,1264000.0,113.682,14.241,0.343,0.0,0.0,0.0,0.0
TTO,Trinidad and Tobago,2000,0.0,0.0,5.133,0.02,0.0,5.113,4.093,0.0,0.0,1.02,0.02,0.0,0.02,0.0,0.0,93786.269,4035.517,99.61,79.747,3230.789,0.0,0.0,0.39,0.02,15.785,19.863,804.728,15.785,0.39,4051.302,1267000.0,118.827,15.785,0.39,0.0,0.0,0.0,0.0
TTO,Trinidad and Tobago,2001,0.0,0.0,5.307,0.029,0.0,5.278,4.226,0.0,0.0,1.052,0.029,0.0,0.029,0.0,0.0,100793.156,4149.371,99.454,79.621,3321.939,0.0,0.0,0.546,0.029,22.799,19.832,827.432,22.799,0.546,4172.17,1272000.0,128.209,22.799,0.546,0.0,0.0,0.0,0.0
TTO,Trinidad and Tobago,2002,0.0,0.0,5.307,0.026,0.0,5.281,4.228,0.0,0.0,1.053,0.026,0.0,0.026,0.0,0.0,108949.204,4135.474,99.51,79.667,3310.813,0.0,0.0,0.49,0.026,20.36,19.843,824.66,20.36,0.49,4155.834,1277000.0,139.128,20.36,0.49,0.0,0.0,0.0,0.0
TTO,Trinidad and Tobago,2003,0.0,0.0,6.052,0.012,0.0,6.04,4.836,0.0,0.0,1.204,0.012,0.0,0.012,0.0,0.0,121484.032,4704.05,99.802,79.9,3766.009,0.0,0.0,0.198,0.012,9.346,19.902,938.041,9.346,0.198,4713.396,1284000.0,155.985,9.346,0.198,0.0,0.0,0.0,0.0
TTO,Trinidad and Tobago,2004,0.0,0.0,6.046,0.023,0.0,6.023,4.822,0.0,0.0,1.201,0.023,0.0,0.023,0.0,0.0,132975.116,4668.992,99.62,79.754,3737.942,0.0,0.0,0.38,0.023,17.829,19.865,931.05,17.829,0.38,4686.822,1290000.0,171.538,17.829,0.38,0.0,0.0,0.0,0.0
TTO,Trinidad and Tobago,2005,0.0,0.0,6.638,0.022,0.0,6.614,5.295,0.0,0.0,1.319,0.022,0.0,0.024,0.002,0.0,141920.013,5103.395,99.638,79.769,4085.72,0.0,0.0,0.362,0.024,18.519,19.869,1017.675,16.975,0.331,5121.914,1296000.0,183.928,18.519,0.362,0.03,1.543,0.0,0.0
TTO,Trinidad and Tobago,2006,0.0,0.0,6.745,0.026,0.0,6.716,5.377,0.0,0.0,1.339,0.026,0.0,0.029,0.003,0.0,164869.23,5154.259,99.57,79.715,4126.442,0.0,0.0,0.43,0.029,22.256,19.855,1027.818,19.954,0.385,5176.516,1303000.0,214.825,22.256,0.43,0.044,2.302,0.0,0.0
TTO,Trinidad and Tobago,2007,0.0,0.0,7.22,0.019,0.0,7.198,5.763,0.0,0.0,1.435,0.019,0.0,0.022,0.003,0.0,169362.189,5503.058,99.695,79.815,4405.686,0.0,0.0,0.305,0.022,16.82,19.88,1097.372,14.526,0.263,5519.878,1308000.0,221.526,16.82,0.305,0.042,2.294,0.0,0.0
TTO,Trinidad and Tobago,2008,0.0,0.0,7.271,0.02,0.0,7.248,5.803,0.0,0.0,1.445,0.02,0.0,0.023,0.003,0.0,166108.712,5515.982,99.684,79.806,4416.032,0.0,0.0,0.316,0.023,17.504,19.878,1099.949,15.221,0.275,5533.486,1314000.0,218.267,17.504,0.316,0.041,2.283,0.0,0.0
TTO,Trinidad and Tobago,2009,0.0,0.0,7.378,0.019,0.0,7.355,5.888,0.0,0.0,1.467,0.019,0.0,0.023,0.004,0.0,163859.183,5567.752,99.688,79.809,4457.479,0.0,0.0,0.312,0.023,17.411,19.879,1110.273,14.383,0.258,5585.163,1321000.0,216.458,17.411,0.312,0.054,3.028,0.0,0.0
TTO,Trinidad and Tobago,2010,0.0,0.0,7.98,0.0,0.0,7.976,6.968,0.0,0.0,1.008,0.0,0.0,0.004,0.004,0.0,176106.743,6005.949,99.95,87.32,5247.014,0.0,0.0,0.05,0.004,3.012,12.63,758.935,0.0,0.0,6008.961,1328000.0,233.87,3.012,0.05,0.05,3.012,0.0,0.0
TTO,Trinidad and Tobago,2011,0.0,0.0,8.246,0.0,0.0,8.242,7.2,0.0,0.0,1.041,0.0,0.0,0.004,0.004,0.0,171910.958,6169.102,99.951,87.321,5389.55,0.0,0.0,0.049,0.004,2.994,12.63,779.552,0.0,0.0,6172.096,1336000.0,229.673,2.994,0.049,0.049,2.994,0.0,0.0
TTO,Trinidad and Tobago,2012,0.0,0.0,8.584,0.0,0.0,8.58,7.496,0.0,0.0,1.084,0.0,0.0,0.004,0.004,0.0,168104.048,6379.42,99.953,87.323,5573.292,0.0,0.0,0.047,0.004,2.974,12.631,806.128,0.0,0.0,6382.394,1345000.0,226.1,2.974,0.047,0.047,2.974,0.0,0.0
TTO,Trinidad and Tobago,2013,0.0,0.0,8.935,0.0,0.0,8.931,7.802,0.0,0.0,1.129,0.0,0.0,0.004,0.004,0.0,170085.114,6595.968,99.955,87.324,5762.475,0.0,0.0,0.045,0.004,2.954,12.631,833.492,0.0,0.0,6598.922,1354000.0,230.295,2.954,0.045,0.045,2.954,0.0,0.0
TTO,Trinidad and Tobago,2014,0.0,0.0,9.302,0.0,0.0,9.298,8.123,0.0,0.0,1.175,0.0,0.0,0.004,0.004,0.0,168217.042,6826.388,99.957,87.326,5963.779,0.0,0.0,0.043,0.004,2.937,12.631,862.609,0.0,0.0,6829.325,1362000.0,229.112,2.937,0.043,0.043,2.937,0.0,0.0
TTO,Trinidad and Tobago,2015,0.0,0.0,9.682,0.0,0.0,9.677,8.454,0.0,0.0,1.223,0.0,0.0,0.005,0.005,0.0,162264.395,7063.723,99.948,87.318,6171.123,0.0,0.0,0.052,0.005,3.65,12.63,892.599,0.0,0.0,7067.372,1370000.0,222.302,3.65,0.052,0.052,3.65,0.0,0.0
TTO,Trinidad and Tobago,2016,0.0,0.0,9.411,0.0,0.0,9.406,8.217,0.0,0.0,1.189,0.0,0.0,0.005,0.005,0.0,143129.432,6825.573,99.947,87.317,5963.067,0.0,0.0,0.053,0.005,3.628,12.63,862.506,0.0,0.0,6829.202,1378000.0,197.232,3.628,0.053,0.053,3.628,0.0,0.0
TTO,Trinidad and Tobago,2017,0.0,0.0,9.336,0.0,0.0,9.331,8.152,0.0,0.0,1.179,0.0,0.0,0.005,0.005,0.0,151217.565,6742.327,99.946,87.317,5890.34,0.0,0.0,0.054,0.005,3.613,12.63,851.987,0.0,0.0,6745.939,1384000.0,209.285,3.613,0.054,0.054,3.613,0.0,0.0
TTO,Trinidad and Tobago,2018,0.0,0.0,8.672,0.0,0.0,8.667,7.572,0.0,0.0,1.095,0.0,0.0,0.005,0.005,0.0,142575.73,6235.108,99.942,87.313,5447.215,0.0,0.0,0.058,0.005,3.597,12.629,787.892,0.0,0.0,6238.705,1390000.0,198.18,3.597,0.058,0.058,3.597,0.0,0.0
TTO,Trinidad and Tobago,2019,0.0,0.0,8.335,0.0,0.0,8.33,7.277,0.0,0.0,1.053,0.0,0.0,0.005,0.005,0.0,142118.82,5971.302,99.94,87.311,5216.745,0.0,0.0,0.06,0.005,3.584,12.629,754.557,0.0,0.0,5974.886,1395000.0,198.256,3.584,0.06,0.06,3.584,0.0,0.0
URY,Uruguay,1998,0.0,0.0,7.494,0.035,0.0,0.478,0.195,6.981,0.0,0.283,0.035,0.0,7.016,0.0,0.0,16044.719,143.976,6.378,2.602,58.725,93.155,2102.711,93.622,7.016,2113.253,3.777,85.25,10.542,0.467,2257.229,3291000.0,52.803,2113.253,93.622,0.0,0.0,0.0,0.0
URY,Uruguay,1999,0.0,0.0,7.494,0.035,0.0,0.478,0.195,6.981,0.0,0.283,0.035,0.0,7.016,0.0,0.0,13673.816,143.976,6.378,2.602,58.725,93.155,2102.711,93.622,7.016,2113.253,3.777,85.25,10.542,0.467,2257.229,3308000.0,45.233,2113.253,93.622,0.0,0.0,0.0,0.0
URY,Uruguay,2000,0.0,0.0,7.494,0.035,0.0,0.478,0.195,6.981,0.0,0.283,0.035,0.0,7.016,0.0,0.0,14091.134,143.976,6.378,2.602,58.725,93.155,2102.711,93.622,7.016,2113.253,3.777,85.25,10.542,0.467,2257.229,3320000.0,46.783,2113.253,93.622,0.0,0.0,0.0,0.0
URY,Uruguay,2001,0.0,0.0,9.162,0.037,0.0,0.021,0.009,9.104,0.0,0.012,0.037,0.0,9.141,0.0,0.0,15680.227,6.316,0.229,0.093,2.576,99.367,2738.045,99.771,9.141,2749.173,0.136,3.74,11.128,0.404,2755.489,3325000.0,52.137,2749.173,99.771,0.0,0.0,0.0,0.0
URY,Uruguay,2002,0.0,0.0,9.513,0.039,0.0,0.032,0.013,9.442,0.0,0.019,0.039,0.0,9.481,0.0,0.0,14232.983,9.621,0.336,0.137,3.924,99.254,2838.845,99.664,9.481,2850.571,0.199,5.697,11.726,0.41,2860.192,3326000.0,47.339,2850.571,99.664,0.0,0.0,0.0,0.0
