iso_code,country,year,coal_share_elec,coal_elec_per_capita,electricity_generation,biofuel_electricity,coal_electricity,fossil_electricity,gas_electricity,hydro_electricity,nuclear_electricity,oil_electricity,other_renewable_electricity,other_renewable_exc_biofuel_electricity,renewables_electricity,solar_electricity,wind_electricity,energy_per_capita,fossil_cons_per_capita,fossil_share_elec,gas_share_elec,gas_elec_per_capita,hydro_share_elec,hydro_elec_per_capita,low_carbon_share_elec,low_carbon_electricity,low_carbon_elec_per_capita,oil_share_elec,oil_elec_per_capita,other_renewables_elec_per_capita,other_renewables_share_elec,per_capita_electricity,population,primary_energy_consumption,renewables_elec_per_capita,renewables_share_elec,solar_share_elec,solar_elec_per_capita,wind_share_elec,wind_elec_per_capita
ECU,Ecuador,1999,0.0,0.0,10.308,0.0,0.0,2.823,1.581,7.177,0.0,1.242,0.0,0.0,7.177,0.0,0.0,8755.233,222.602,27.258,15.265,124.66,69.622,576.814,69.622,7.177,576.814,11.993,97.942,0.0,0.0,828.494,12442000.0,108.933,576.814,69.622,0.0,0.0,0.0,0.0
ECU,Ecuador,2000,0.0,0.0,10.356,0.0,0.0,2.823,1.581,7.533,0.0,1.242,0.0,0.0,7.533,0.0,0.0,8102.576,222.602,27.258,15.265,124.66,72.742,594.038,72.742,7.533,594.038,11.993,97.942,0.0,0.0,816.641,12681000.0,102.749,594.038,72.742,0.0,0.0,0.0,0.0
ECU,Ecuador,2001,0.0,0.0,10.74,0.0,0.0,3.74,2.095,7.0,0.0,1.646,0.0,0.0,7.0,0.0,0.0,8068.393,289.606,34.825,19.502,162.183,65.175,542.005,65.175,7.0,542.005,15.322,127.423,0.0,0.0,831.611,12915000.0,104.203,542.005,65.175,0.0,0.0,0.0,0.0
ECU,Ecuador,2002,0.0,0.0,11.551,0.0,0.0,4.101,2.297,7.45,0.0,1.804,0.0,0.0,7.45,0.0,0.0,7818.3,312.046,35.505,19.883,174.75,64.495,566.842,64.495,7.45,566.842,15.622,137.296,0.0,0.0,878.888,13143000.0,102.756,566.842,64.495,0.0,0.0,0.0,0.0
ECU,Ecuador,2003,0.0,0.0,11.212,0.0,0.0,4.103,2.298,7.109,0.0,1.805,0.0,0.0,7.109,0.0,0.0,7813.309,306.889,36.597,20.495,171.861,63.403,531.684,63.403,7.109,531.684,16.102,135.027,0.0,0.0,838.573,13370000.0,104.464,531.684,63.403,0.0,0.0,0.0,0.0
ECU,Ecuador,2004,0.0,0.0,13.089,0.0,0.0,5.752,3.221,7.338,0.0,2.531,0.0,0.0,7.338,0.0,0.0,8292.075,423.055,43.943,24.608,236.916,56.057,539.687,56.057,7.338,539.687,19.334,186.139,0.0,0.0,962.742,13596000.0,112.739,539.687,56.057,0.0,0.0,0.0,0.0
ECU,Ecuador,2005,0.0,0.0,12.162,0.05,0.0,5.298,2.967,6.814,0.0,2.331,0.05,0.0,6.864,0.0,0.0,8639.83,383.18,43.561,24.395,214.585,56.028,492.84,56.439,6.864,496.459,19.166,168.594,3.616,0.411,879.638,13826000.0,119.454,496.459,56.439,0.0,0.003,0.0,0.0
ECU,Ecuador,2006,0.0,0.0,14.128,0.678,0.0,6.391,3.579,7.059,0.0,2.812,0.678,0.0,7.737,0.0,0.0,8984.832,454.584,45.236,25.333,254.573,49.964,502.098,54.764,7.737,550.326,19.903,200.011,48.225,4.799,1004.911,14059000.0,126.318,550.326,54.764,0.0,0.003,0.0,0.0
ECU,Ecuador,2007,0.0,0.0,16.585,0.949,0.0,6.688,3.745,8.947,0.0,2.943,0.949,0.0,9.897,0.0,0.001,9271.968,467.79,40.325,22.583,261.968,53.946,625.796,59.675,9.897,692.246,17.743,205.822,66.378,5.722,1160.036,14297000.0,132.561,692.246,59.675,0.0,0.003,0.006,0.07
ECU,Ecuador,2008,0.0,0.0,18.265,0.208,0.0,6.873,3.849,11.181,0.0,3.024,0.208,0.0,11.392,0.0,0.003,9697.082,472.826,37.629,21.073,264.788,61.215,769.194,62.371,11.392,783.712,16.556,208.038,14.309,1.139,1256.538,14536000.0,140.957,783.712,62.371,0.0,0.003,0.016,0.206
ECU,Ecuador,2009,0.0,0.0,17.929,0.217,0.0,8.579,4.804,9.13,0.0,3.775,0.217,0.0,9.35,0.0,0.003,9344.177,580.682,47.85,26.796,325.189,50.923,617.978,52.15,9.35,632.871,21.053,255.493,14.688,1.21,1213.554,14774000.0,138.051,632.871,52.15,0.0,0.003,0.017,0.203
ECU,Ecuador,2010,0.0,0.0,18.785,0.236,0.0,9.996,5.598,8.55,0.0,4.398,0.236,0.0,8.789,0.0,0.003,10225.074,665.909,53.212,29.8,372.917,45.515,569.582,46.788,8.789,585.507,23.413,292.992,15.722,1.256,1251.416,15011000.0,153.489,585.507,46.788,0.0,0.003,0.016,0.2
ECU,Ecuador,2011,0.0,0.0,19.885,0.278,0.0,8.582,4.806,11.022,0.0,3.776,0.278,0.0,11.303,0.0,0.003,10659.935,562.989,43.159,24.169,315.281,55.428,723.039,56.841,11.303,741.475,18.989,247.708,18.237,1.398,1304.463,15244000.0,162.5,741.475,56.841,0.0,0.003,0.015,0.197
ECU,Ecuador,2012,0.0,0.0,22.106,0.296,0.0,9.692,5.428,12.116,0.0,4.265,0.296,0.0,12.414,0.0,0.002,11088.271,626.363,43.844,24.553,350.771,54.808,782.991,56.156,12.414,802.249,19.291,275.592,19.129,1.339,1428.612,15474000.0,171.58,802.249,56.156,0.0,0.0,0.009,0.129
ECU,Ecuador,2013,0.0,0.0,22.442,0.296,0.0,11.153,6.246,10.929,0.0,4.907,0.296,0.0,11.289,0.004,0.06,11289.99,710.072,49.697,27.831,397.649,48.699,695.804,50.303,11.289,718.724,21.866,312.423,18.845,1.319,1428.796,15707000.0,177.332,718.724,50.303,0.018,0.255,0.267,3.82
ECU,Ecuador,2014,0.0,0.0,23.451,0.399,0.0,11.613,6.503,11.343,0.0,5.109,0.399,0.0,11.838,0.016,0.08,11675.838,727.981,49.52,27.732,407.679,48.369,711.071,50.48,11.838,742.101,21.788,320.303,25.013,1.701,1470.083,15952000.0,186.253,742.101,50.48,0.068,1.003,0.341,5.015
ECU,Ecuador,2015,0.0,0.0,25.07,0.408,0.0,11.561,5.814,12.965,0.0,5.747,0.408,0.0,13.509,0.036,0.1,11438.164,713.117,46.115,23.191,358.62,51.715,799.716,53.885,13.509,833.272,22.924,354.498,25.167,1.627,1546.389,16212000.0,185.436,833.272,53.885,0.144,2.221,0.399,6.168
ECU,Ecuador,2016,0.0,0.0,26.49,0.49,0.0,10.202,5.13,15.675,0.0,5.071,0.49,0.0,16.288,0.039,0.084,11179.203,618.63,38.512,19.367,311.103,59.174,950.518,61.488,16.288,987.69,19.145,307.527,29.713,1.85,1606.32,16491000.0,184.356,987.69,61.488,0.147,2.365,0.317,5.094
ECU,Ecuador,2017,0.0,0.0,27.391,0.459,0.0,6.935,3.488,19.887,0.0,3.448,0.459,0.0,20.456,0.037,0.073,11377.16,413.186,25.319,12.733,207.787,72.603,1184.815,74.681,20.456,1218.714,12.586,205.399,27.346,1.676,1631.9,16785000.0,190.966,1218.714,74.681,0.135,2.204,0.267,4.349
ECU,Ecuador,2018,0.0,0.0,28.545,0.428,0.0,7.528,3.786,20.471,0.0,3.742,0.428,0.0,21.017,0.038,0.08,11808.143,440.618,26.371,13.262,221.582,71.716,1198.269,73.629,21.017,1230.228,13.109,219.036,25.053,1.499,1670.846,17084000.0,201.73,1230.228,73.629,0.133,2.224,0.28,4.683
ECU,Ecuador,2019,0.0,0.0,31.679,0.455,0.0,6.682,3.36,24.418,0.0,3.321,0.455,0.0,24.997,0.038,0.086,11899.704,384.57,21.091,10.607,193.396,77.081,1405.454,78.909,24.997,1438.779,10.485,191.174,26.189,1.436,1823.349,17374000.0,206.745,1438.779,78.909,0.12,2.187,0.271,4.95
GUF,French Guiana,1998,0.0,0.0,0.428,0.0,0.0,0.428,0.298,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,26227.652,2625.767,100.0,69.697,1830.08,0.0,0.0,0.0,0.0,0.0,30.303,795.687,0.0,0.0,2625.767,151000.0,3.96,0.0,0.0,0.0,0.0,0.0,0.0
GUF,French Guiana,1999,0.0,0.0,0.428,0.0,0.0,0.428,0.298,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,25225.323,2625.767,100.0,69.697,1830.08,0.0,0.0,0.0,0.0,0.0,30.303,795.687,0.0,0.0,2625.767,157000.0,3.96,0.0,0.0,0.0,0.0,0.0,0.0
GUF,French Guiana,2000,0.0,0.0,0.428,0.0,0.0,0.428,0.298,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,13819.317,2625.767,100.0,69.697,1830.08,0.0,0.0,0.0,0.0,0.0,30.303,795.687,0.0,0.0,2625.767,163000.0,2.253,0.0,0.0,0.0,0.0,0.0,0.0
GUF,French Guiana,2001,0.0,0.0,0.585,0.0,0.0,0.055,0.038,0.53,0.0,0.017,0.0,0.0,0.53,0.0,0.0,23735.374,323.529,9.402,6.553,225.49,90.598,3117.647,90.598,0.53,3117.647,2.849,98.039,0.0,0.0,3441.176,170000.0,4.035,3117.647,90.598,0.0,0.0,0.0,0.0
GUF,French Guiana,2002,0.0,0.0,0.606,0.0,0.0,0.057,0.04,0.549,0.0,0.017,0.0,0.0,0.549,0.0,0.0,21046.969,318.436,9.406,6.556,221.94,90.594,3067.039,90.594,0.549,3067.039,2.85,96.496,0.0,0.0,3385.475,179000.0,3.767,3067.039,90.594,0.0,0.0,0.0,0.0
GUF,French Guiana,2003,0.0,0.0,0.631,0.0,0.0,0.06,0.042,0.571,0.0,0.018,0.0,0.0,0.571,0.0,0.0,23567.982,320.856,9.509,6.627,223.627,90.491,3053.476,90.491,0.571,3053.476,2.881,97.229,0.0,0.0,3374.332,187000.0,4.407,3053.476,90.491,0.0,0.0,0.0,0.0
GUF,French Guiana,2004,0.0,0.0,0.655,0.0,0.0,0.062,0.043,0.593,0.0,0.019,0.0,0.0,0.593,0.0,0.0,22660.503,317.949,9.466,6.597,221.601,90.534,3041.026,90.534,0.593,3041.026,2.868,96.348,0.0,0.0,3358.974,195000.0,4.419,3041.026,90.534,0.0,0.0,0.0,0.0
GUF,French Guiana,2005,0.0,0.0,0.681,0.0,0.0,0.065,0.045,0.616,0.0,0.02,0.0,0.0,0.616,0.0,0.0,21795.019,320.197,9.545,6.652,223.168,90.455,3034.483,90.455,0.616,3034.483,2.892,97.029,0.0,0.0,3354.68,203000.0,4.424,3034.483,90.455,0.0,0.0,0.0,0.0
GUF,French Guiana,2006,0.0,0.0,0.706,0.0,0.0,0.067,0.047,0.639,0.0,0.02,0.0,0.0,0.639,0.0,0.0,19801.862,319.048,9.49,6.614,222.367,90.51,3042.857,90.51,0.639,3042.857,2.876,96.681,0.0,0.0,3361.905,210000.0,4.158,3042.857,90.51,0.0,0.0,0.0,0.0
GUF,French Guiana,2007,0.0,0.0,0.901,0.0,0.0,0.238,0.166,0.663,0.0,0.072,0.0,0.0,0.663,0.0,0.0,20971.182,1101.852,26.415,18.411,767.957,73.585,3069.444,73.585,0.663,3069.444,8.005,333.895,0.0,0.0,4171.296,216000.0,4.53,3069.444,73.585,0.0,0.0,0.0,0.0
GUF,French Guiana,2008,0.0,0.0,0.922,0.0,0.0,0.233,0.162,0.689,0.0,0.071,0.0,0.0,0.689,0.0,0.0,20839.939,1049.55,25.271,17.613,731.504,74.729,3103.604,74.729,0.689,3103.604,7.658,318.045,0.0,0.0,4153.153,222000.0,4.626,3103.604,74.729,0.0,0.0,0.0,0.0
GUF,French Guiana,2009,0.0,0.0,1.029,0.001,0.0,0.318,0.222,0.708,0.0,0.096,0.001,0.0,0.711,0.002,0.0,23884.345,1394.737,30.904,21.539,972.089,68.805,3105.263,69.096,0.711,3118.421,9.365,422.648,4.386,0.097,4513.158,228000.0,5.446,3118.421,69.096,0.194,8.772,0.0,0.0
GUF,French Guiana,2010,0.0,0.0,1.104,0.008,0.0,0.356,0.248,0.737,0.0,0.108,0.008,0.0,0.748,0.003,0.0,22254.837,1527.897,32.246,22.475,1064.898,66.757,3163.09,67.754,0.748,3210.3,9.772,462.999,34.335,0.725,4738.197,233000.0,5.185,3210.3,67.754,0.272,12.876,0.0,0.0
GUF,French Guiana,2011,0.0,0.0,1.053,0.012,0.0,0.354,0.247,0.65,0.0,0.107,0.012,0.0,0.699,0.037,0.0,20555.061,1487.395,33.618,23.431,1036.669,61.728,2731.092,66.382,0.699,2936.975,10.187,450.726,50.42,1.14,4424.37,238000.0,4.892,2936.975,66.382,3.514,155.462,0.0,0.0
GUF,French Guiana,2012,0.0,0.0,0.877,0.012,0.0,0.257,0.179,0.556,0.0,0.078,0.012,0.0,0.62,0.052,0.0,18345.38,1053.279,29.304,20.424,734.103,63.398,2278.689,70.696,0.62,2540.984,8.88,319.175,49.18,1.368,3594.262,244000.0,4.476,2540.984,70.696,5.929,213.115,0.0,0.0
GUF,French Guiana,2013,0.0,0.0,0.875,0.013,0.0,0.328,0.229,0.49,0.0,0.099,0.013,0.0,0.547,0.044,0.0,18234.14,1317.269,37.486,26.126,918.097,56.0,1967.871,62.514,0.547,2196.787,11.359,399.172,52.209,1.486,3514.056,249000.0,4.54,2196.787,62.514,5.029,176.707,0.0,0.0
GUF,French Guiana,2014,0.0,0.0,0.901,0.012,0.0,0.337,0.235,0.5,0.0,0.102,0.012,0.0,0.564,0.052,0.0,18732.133,1321.569,37.403,26.069,921.093,55.494,1960.784,62.597,0.564,2211.765,11.334,400.475,47.059,1.332,3533.333,255000.0,4.777,2211.765,62.597,5.771,203.922,0.0,0.0
GUF,French Guiana,2015,0.0,0.0,0.913,0.012,0.0,0.354,0.247,0.493,0.0,0.107,0.012,0.0,0.559,0.054,0.0,17627.455,1356.322,38.773,27.024,945.315,53.998,1888.889,61.227,0.559,2141.762,11.749,411.007,45.977,1.314,3498.084,261000.0,4.601,2141.762,61.227,5.915,206.897,0.0,0.0
GUF,French Guiana,2016,0.0,0.0,0.913,0.012,0.0,0.414,0.289,0.435,0.0,0.125,0.012,0.0,0.499,0.052,0.0,16876.524,1544.776,45.336,31.598,1076.662,47.636,1623.134,54.664,0.499,1862.593,13.738,468.114,44.776,1.314,3407.369,268000.0,4.523,1862.593,54.664,5.714,194.683,0.0,0.0
GUF,French Guiana,2017,0.0,0.0,1.076,0.01,0.0,0.45,0.314,0.564,0.0,0.136,0.01,0.0,0.626,0.052,0.0,16876.524,1636.364,41.828,29.153,1140.496,52.424,2050.909,58.172,0.626,2275.807,12.675,495.868,36.364,0.93,3912.171,275000.0,4.523,2275.807,58.172,4.819,188.535,0.0,0.0
GUF,French Guiana,2018,0.0,0.0,1.1,0.01,0.0,0.5,0.348,0.538,0.0,0.152,0.01,0.0,0.6,0.051,0.0,16876.524,1766.784,45.469,31.69,1231.395,48.925,1901.06,54.531,0.6,2118.908,13.778,535.389,36.933,0.95,3885.693,283000.0,4.523,2118.908,54.531,4.656,180.915,0.0,0.0
GUF,French Guiana,2019,0.0,0.0,1.162,0.01,0.0,0.549,0.382,0.553,0.0,0.166,0.01,0.0,0.613,0.05,0.0,16876.524,1885.452,47.234,32.92,1314.103,47.607,1900.344,52.766,0.613,2106.309,14.313,571.349,34.144,0.855,3991.762,291000.0,4.523,2106.309,52.766,4.304,171.821,0.0,0.0
GUY,Guyana,1998,0.0,0.0,0.877,0.041,0.0,0.836,0.0,0.0,0.0,0.836,0.041,0.0,0.041,0.0,0.0,7688.914,1119.143,95.325,0.0,0.0,0.0,0.0,4.675,0.041,54.886,95.325,1119.143,54.886,4.675,1174.029,754000.0,5.797,54.886,4.675,0.0,0.0,0.0,0.0
GUY,Guyana,1999,0.0,0.0,0.877,0.041,0.0,0.836,0.0,0.0,0.0,0.836,0.041,0.0,0.041,0.0,0.0,9279.467,1119.143,95.325,0.0,0.0,0.0,0.0,4.675,0.041,54.886,95.325,1119.143,54.886,4.675,1174.029,750000.0,6.96,54.886,4.675,0.0,0.0,0.0,0.0
GUY,Guyana,2000,0.0,0.0,0.877,0.041,0.0,0.836,0.0,0.0,0.0,0.836,0.041,0.0,0.041,0.0,0.0,9122.535,1119.143,95.325,0.0,0.0,0.0,0.0,4.675,0.041,54.886,95.325,1119.143,54.886,4.675,1174.029,747000.0,6.815,54.886,4.675,0.0,0.0,0.0,0.0
GUY,Guyana,2001,0.0,0.0,0.91,0.047,0.0,0.863,0.0,0.0,0.0,0.863,0.047,0.0,0.047,0.0,0.0,8909.86,1158.389,94.835,0.0,0.0,0.0,0.0,5.165,0.047,63.087,94.835,1158.389,63.087,5.165,1221.477,745000.0,6.638,63.087,5.165,0.0,0.0,0.0,0.0
GUY,Guyana,2002,0.0,0.0,0.914,0.056,0.0,0.858,0.0,0.0,0.0,0.858,0.056,0.0,0.056,0.0,0.0,8981.585,1151.678,93.873,0.0,0.0,0.0,0.0,6.127,0.056,75.168,93.873,1151.678,75.168,6.127,1226.846,745000.0,6.691,75.168,6.127,0.0,0.0,0.0,0.0
GUY,Guyana,2003,0.0,0.0,0.822,0.051,0.0,0.771,0.0,0.0,0.0,0.771,0.051,0.0,0.051,0.0,0.0,9281.584,1034.899,93.796,0.0,0.0,0.0,0.0,6.204,0.051,68.456,93.796,1034.899,68.456,6.204,1103.356,745000.0,6.915,68.456,6.204,0.0,0.0,0.0,0.0
GUY,Guyana,2004,0.0,0.0,0.858,0.056,0.0,0.802,0.0,0.0,0.0,0.802,0.056,0.0,0.056,0.0,0.0,9027.208,1075.067,93.473,0.0,0.0,0.0,0.0,6.527,0.056,75.067,93.473,1075.067,75.067,6.527,1150.134,746000.0,6.734,75.067,6.527,0.0,0.0,0.0,0.0
GUY,Guyana,2005,0.0,0.0,0.65,0.045,0.0,0.605,0.0,0.0,0.0,0.605,0.045,0.0,0.045,0.0,0.0,8170.117,810.992,93.048,0.0,0.0,0.0,0.0,6.952,0.045,60.59,93.048,810.992,60.322,6.921,871.582,746000.0,6.095,60.59,6.952,0.031,0.268,0.0,0.0
GUY,Guyana,2006,0.0,0.0,0.669,0.045,0.0,0.624,0.0,0.0,0.0,0.624,0.045,0.0,0.045,0.0,0.0,7294.524,836.461,93.232,0.0,0.0,0.0,0.0,6.768,0.045,60.724,93.232,836.461,60.322,6.723,897.185,746000.0,5.442,60.724,6.768,0.045,0.402,0.0,0.0
GUY,Guyana,2007,0.0,0.0,0.704,0.047,0.0,0.657,0.0,0.0,0.0,0.657,0.047,0.0,0.047,0.0,0.0,9060.498,880.697,93.271,0.0,0.0,0.0,0.0,6.729,0.047,63.539,93.271,880.697,63.003,6.672,944.236,746000.0,6.759,63.539,6.729,0.057,0.536,0.0,0.0
GUY,Guyana,2008,0.0,0.0,0.71,0.045,0.0,0.665,0.0,0.0,0.0,0.665,0.045,0.0,0.045,0.0,0.0,8602.136,890.228,93.609,0.0,0.0,0.0,0.0,6.391,0.045,60.776,93.609,890.228,60.241,6.334,951.004,747000.0,6.426,60.776,6.391,0.056,0.535,0.0,0.0
GUY,Guyana,2009,0.0,0.0,0.726,0.045,0.0,0.68,0.0,0.0,0.0,0.68,0.045,0.0,0.046,0.0,0.0,8853.858,909.091,93.728,0.0,0.0,0.0,0.0,6.272,0.046,60.829,93.728,909.091,60.16,6.203,969.92,748000.0,6.623,60.829,6.272,0.069,0.668,0.0,0.0
GUY,Guyana,2010,0.0,0.0,0.825,0.01,0.0,0.815,0.0,0.0,0.0,0.815,0.01,0.0,0.01,0.0,0.0,9529.779,1088.117,98.758,0.0,0.0,0.0,0.0,1.242,0.01,13.682,98.758,1088.117,13.351,1.212,1101.8,749000.0,7.138,13.682,1.242,0.03,0.331,0.0,0.0
GUY,Guyana,2011,0.0,0.0,0.868,0.012,0.0,0.855,0.0,0.0,0.0,0.855,0.012,0.0,0.013,0.001,0.0,9854.558,1136.968,98.465,0.0,0.0,0.0,0.0,1.535,0.013,17.73,98.465,1136.968,15.957,1.382,1154.698,752000.0,7.411,17.73,1.535,0.154,1.773,0.0,0.0
GUY,Guyana,2012,0.0,0.0,0.904,0.018,0.0,0.885,0.0,0.0,0.0,0.885,0.018,0.0,0.019,0.001,0.0,11101.658,1172.185,97.854,0.0,0.0,0.0,0.0,2.146,0.019,25.703,97.854,1172.185,23.841,1.99,1197.889,755000.0,8.382,25.703,2.146,0.155,1.862,0.0,0.0
GUY,Guyana,2013,0.0,0.0,0.926,0.021,0.0,0.904,0.0,0.0,0.0,0.904,0.021,0.0,0.022,0.001,0.0,10754.789,1191.041,97.573,0.0,0.0,0.0,0.0,2.427,0.022,29.63,97.573,1191.041,27.668,2.267,1220.671,759000.0,8.163,29.63,2.427,0.161,1.962,0.0,0.0
GUY,Guyana,2014,0.0,0.0,0.942,0.02,0.0,0.92,0.0,0.0,0.0,0.92,0.02,0.0,0.022,0.002,0.0,10723.359,1205.767,97.711,0.0,0.0,0.0,0.0,2.289,0.022,28.248,97.711,1205.767,26.212,2.124,1234.014,763000.0,8.182,28.248,2.289,0.165,2.035,0.0,0.0
GUY,Guyana,2015,0.0,0.0,1.005,0.026,0.0,0.976,0.0,0.0,0.0,0.976,0.026,0.0,0.029,0.002,0.0,11014.285,1272.49,97.155,0.0,0.0,0.0,0.0,2.845,0.029,37.258,97.155,1272.49,33.898,2.588,1309.748,767000.0,8.448,37.258,2.845,0.217,2.838,0.04,0.522
GUY,Guyana,2016,0.0,0.0,1.038,0.019,0.0,1.016,0.0,0.0,0.0,1.016,0.019,0.0,0.022,0.003,0.0,11180.936,1317.769,97.861,0.0,0.0,0.0,0.0,2.139,0.022,28.8,97.861,1317.769,24.643,1.83,1346.569,771000.0,8.621,28.8,2.139,0.27,3.638,0.039,0.519
GUY,Guyana,2017,0.0,0.0,1.076,0.014,0.0,1.057,0.0,0.0,0.0,1.057,0.014,0.0,0.019,0.005,0.0,11180.936,1363.871,98.203,0.0,0.0,0.0,0.0,1.797,0.019,24.964,98.203,1363.871,18.065,1.301,1388.835,775000.0,8.621,24.964,1.797,0.46,6.383,0.037,0.516
GUY,Guyana,2018,0.0,0.0,1.086,0.01,0.0,1.067,0.0,0.0,0.0,1.067,0.01,0.0,0.019,0.009,0.0,11180.936,1369.705,98.257,0.0,0.0,0.0,0.0,1.743,0.019,24.294,98.257,1369.705,12.837,0.921,1393.999,779000.0,8.621,24.294,1.743,0.785,10.944,0.037,0.513
GUY,Guyana,2019,0.0,0.0,1.111,0.005,0.0,1.097,0.0,0.0,0.0,1.097,0.005,0.0,0.014,0.009,0.0,11180.936,1401.447,98.777,0.0,0.0,0.0,0.0,1.223,0.014,17.358,98.777,1401.447,5.96,0.42,1418.806,783000.0,8.621,17.358,1.223,0.767,10.888,0.036,0.511
PRY,Paraguay,1998,0.0,0.0,52.969,0.0,0.0,0.012,0.0,52.957,0.0,0.012,0.0,0.0,52.957,0.0,0.0,30947.125,2.254,0.023,0.0,0.0,99.977,9948.713,99.977,52.957,9948.713,0.023,2.254,0.0,0.0,9950.967,5108000.0,158.078,9948.713,99.977,0.0,0.0,0.0,0.0
PRY,Paraguay,1999,0.0,0.0,52.969,0.0,0.0,0.012,0.0,52.957,0.0,0.012,0.0,0.0,52.957,0.0,0.0,31421.508,2.254,0.023,0.0,0.0,99.977,9948.713,99.977,52.957,9948.713,0.023,2.254,0.0,0.0,9950.967,5216000.0,163.895,9948.713,99.977,0.0,0.0,0.0,0.0
PRY,Paraguay,2000,0.0,0.0,52.969,0.0,0.0,0.012,0.0,52.957,0.0,0.012,0.0,0.0,52.957,0.0,0.0,31008.73,2.254,0.023,0.0,0.0,99.977,9948.713,99.977,52.957,9948.713,0.023,2.254,0.0,0.0,9950.967,5323000.0,165.059,9948.713,99.977,0.0,0.0,0.0,0.0
PRY,Paraguay,2001,0.0,0.0,44.876,0.0,0.0,0.012,0.0,44.864,0.0,0.012,0.0,0.0,44.864,0.0,0.0,26227.34,2.211,0.027,0.0,0.0,99.973,8265.291,99.973,44.864,8265.291,0.027,2.211,0.0,0.0,8267.502,5428000.0,142.362,8265.291,99.973,0.0,0.0,0.0,0.0
PRY,Paraguay,2002,0.0,0.0,47.744,0.0,0.0,0.014,0.0,47.73,0.0,0.014,0.0,0.0,47.73,0.0,0.0,27369.24,2.531,0.029,0.0,0.0,99.971,8627.983,99.971,47.73,8627.983,0.029,2.531,0.0,0.0,8630.513,5532000.0,151.407,8627.983,99.971,0.0,0.0,0.0,0.0
PRY,Paraguay,2003,0.0,0.0,51.269,0.0,0.0,0.016,0.0,51.253,0.0,0.016,0.0,0.0,51.253,0.0,0.0,28766.75,2.9,0.032,0.0,0.0,99.968,9098.704,99.968,51.253,9098.704,0.032,2.9,0.0,0.0,9101.604,5633000.0,162.043,9098.704,99.968,0.0,0.0,0.0,0.0
PRY,Paraguay,2004,0.0,0.0,51.417,0.0,0.0,0.005,0.0,51.412,0.0,0.005,0.0,0.0,51.412,0.0,0.0,28369.821,0.872,0.01,0.0,0.0,99.99,8970.86,99.99,51.412,8970.86,0.01,0.872,0.0,0.0,8971.733,5731000.0,162.587,8970.86,99.99,0.0,0.0,0.0,0.0
PRY,Paraguay,2005,0.0,0.0,50.657,0.0,0.0,0.003,0.0,50.654,0.0,0.003,0.0,0.0,50.654,0.0,0.0,27374.004,0.515,0.006,0.0,0.0,99.994,8697.459,99.994,50.654,8697.459,0.006,0.515,0.0,0.0,8697.974,5824000.0,159.426,8697.459,99.994,0.0,0.0,0.0,0.0
PRY,Paraguay,2006,0.0,0.0,53.249,0.0,0.0,0.003,0.0,53.246,0.0,0.003,0.0,0.0,53.246,0.0,0.0,28424.56,0.507,0.006,0.0,0.0,99.994,9004.904,99.994,53.246,9004.904,0.006,0.507,0.0,0.0,9005.412,5913000.0,168.074,9004.904,99.994,0.0,0.0,0.0,0.0
PRY,Paraguay,2007,0.0,0.0,53.191,0.0,0.0,0.003,0.0,53.188,0.0,0.003,0.0,0.0,53.188,0.0,0.0,28114.355,0.5,0.006,0.0,0.0,99.994,8867.623,99.994,53.188,8867.623,0.006,0.5,0.0,0.0,8868.123,5998000.0,168.63,8867.623,99.994,0.0,0.0,0.0,0.0
PRY,Paraguay,2008,0.0,0.0,54.912,0.0,0.0,0.003,0.0,54.909,0.0,0.003,0.0,0.0,54.909,0.0,0.0,28661.778,0.493,0.005,0.0,0.0,99.995,9029.6,99.995,54.909,9029.6,0.005,0.493,0.0,0.0,9030.094,6081000.0,174.292,9029.6,99.995,0.0,0.0,0.0,0.0
PRY,Paraguay,2009,0.0,0.0,54.41,0.0,0.0,0.001,0.0,54.409,0.0,0.001,0.0,0.0,54.409,0.0,0.0,28160.97,0.162,0.002,0.0,0.0,99.998,8826.898,99.998,54.409,8826.898,0.002,0.162,0.0,0.0,8827.06,6164000.0,173.584,8826.898,99.998,0.0,0.0,0.0,0.0
PRY,Paraguay,2010,0.0,0.0,53.525,0.0,0.0,0.001,0.0,53.524,0.0,0.001,0.0,0.0,53.524,0.0,0.0,27778.257,0.15,0.002,0.0,0.0,99.998,8566.581,99.998,53.524,8566.581,0.002,0.15,0.0,0.0,8566.732,6248000.0,173.559,8566.581,99.998,0.0,0.0,0.0,0.0
PRY,Paraguay,2011,0.0,0.0,57.05,0.0,0.0,0.001,0.0,57.049,0.0,0.001,0.0,0.0,57.049,0.0,0.0,29153.586,0.148,0.002,0.0,0.0,99.998,9006.789,99.998,57.049,9006.789,0.002,0.148,0.0,0.0,9006.937,6334000.0,184.659,9006.789,99.998,0.0,0.0,0.0,0.0
PRY,Paraguay,2012,0.0,0.0,59.633,0.0,0.0,0.003,0.0,59.63,0.0,0.003,0.0,0.0,59.63,0.0,0.0,30015.059,0.439,0.005,0.0,0.0,99.995,9285.269,99.995,59.63,9285.269,0.005,0.439,0.0,0.0,9285.709,6422000.0,192.757,9285.269,99.995,0.0,0.0,0.0,0.0
