country,population,low_carbon_share_elec,fossil_share_elec,renewables_share_elec,nuclear_share_elec,fossil_cons_per_capita,per_capita_electricity,continente,iso_code,fossil_percentage,nuclear_percentage,renewables_percentage
Serbia,8.873,28.7959,71.2041,28.7959,0.0,2917.9487,4096.7842,Europa,SRB,0.5393710468912457,0.0,0.45167347064674374
Seychelles,0.09488888888888888,1.0203333333333333,98.97966666666667,1.0203333333333333,0.0,4326.803888888889,4372.333111111111,África,SYC,0.7497709602529424,0.0,0.016004274840627573
Sierra Leone,7.1787777777777775,68.674,31.325999999999997,68.674,0.0,8.909666666666666,28.39288888888889,África,SLE,0.23729444533271485,0.0,1.077175011831354
Singapore,5.5698888888888884,3.1572,96.8428,3.1572,0.0,8227.319099999999,8495.860400000001,Asia,SGP,0.7335841955713159,0.0,0.04952175419160017
Slovakia,5.434555555555556,78.1533,21.8467,22.743000000000002,55.410199999999996,1110.2078,5073.1888,Europa,SVK,0.16548874924504317,7.660743576870894,0.3567316785694801
Slovenia,2.0685555555555557,67.6322,32.3678,30.9135,36.718599999999995,2505.8460999999998,7762.003599999999,Europa,SVN,0.2451860801774963,5.076534268089478,0.4848887457880501
Solomon Islands,0.6041111111111112,5.444222222222222,94.55577777777778,5.444222222222222,0.0,149.98166666666668,158.63822222222223,Oceanía,SLB,0.7162600025787278,0.0,0.08539447442459651
Somalia,13.844666666666667,2.6202222222222225,97.37977777777778,2.6202222222222225,0.0,23.690555555555555,24.311444444444444,África,SOM,0.7376518021579779,0.0,0.04109907538840024
South Africa,55.33588888888889,8.6036,91.3964,3.0701,5.5334,3885.5114999999996,4246.097400000001,África,ZAF,0.6923277163827792,0.7650208537102811,0.048155561112261394
South Korea,50.67777777777778,30.937400000000004,69.0626,3.2709,27.6663,7121.353,10310.2702,Asia,KOR,0.5231491847103096,3.825007489970858,0.051305177304353536
South Sudan,10.594777777777777,0.486375,99.513625,0.486375,0.0,40.196222222222225,40.393,África,SSD,0.7538156945483876,0.0,0.007628957048948287
Spain,46.80433333333333,57.3116,42.6884,36.3737,20.938,2533.4610000000002,5918.8524,Europa,ESP,0.32336462363982205,2.8947855992673333,0.5705338370831772
Sri Lanka,20.88811111111111,42.333222222222226,57.666777777777774,42.333222222222226,0.0,361.8781111111111,626.4334444444444,Asia,LKA,0.43682583307484857,0.0,0.6640109670047114
Sudan,38.97477777777778,68.51866666666666,31.481333333333332,68.51866666666666,0.0,105.50133333333332,322.1691111111111,África,SDN,0.23847109530957164,0.0,1.0747385557465012
Suriname,0.5586666666666668,44.77577777777778,55.224222222222224,44.77577777777778,0.0,1888.589888888889,3406.3565555555556,Sudamérica,SUR,0.4183234751054335,0.0,0.7023232803904803
Sweden,9.759333333333334,97.6304,2.3696,58.5124,39.1182,387.71569999999997,16394.5112,Europa,SWE,0.017949719646951454,5.408291242203621,0.9177868649311369
Switzerland,8.275555555555556,98.8813,1.1187,62.507600000000004,36.3737,87.1785,7826.6629,Europa,CHE,0.008474152333324016,5.028850078902961,0.9804529337092572
Syria,18.487111111111112,7.188999999999999,92.81099999999999,7.188999999999999,0.0,1104.6375555555555,1195.311777777778,Asia,SYR,0.7030433111720169,0.0,0.11276190639915543
Taiwan,23.54222222222222,18.5083,81.49170000000001,4.8332,13.6751,8539.8051,10471.4403,Asia,TWN,0.6172996153584883,1.8906525240491314,0.07581038336464016
Tajikistan,8.478444444444444,96.8246,3.1754,96.8246,0.0,66.3515,2066.4397,Asia,TJK,0.02405365452689468,0.0,1.5187267328328928
Tanzania,51.63122222222222,35.84166666666667,64.15833333333333,35.84166666666667,0.0,77.73266666666667,121.03822222222223,África,TZA,0.48599936544100003,0.0,0.5621887135702318
Thailand,68.65422222222223,12.583499999999999,87.4165,12.583499999999999,0.0,2124.0724,2434.5672,Asia,THA,0.6621799744757476,0.0,0.19737647088242768
Togo,7.329444444444444,39.50544444444445,60.49455555555556,39.50544444444445,0.0,29.300555555555555,40.815,África,TGO,0.4582462493202024,0.0,0.6196563122411296
Tonga,0.10233333333333333,0.0,100.0,0.0,0.0,500.497,500.497,Oceanía,TON,0.7574999851009222,0.0,0.0
Trinidad and Tobago,1.3682222222222222,0.05122222222222222,99.94877777777778,0.05122222222222222,0.0,6534.323444444444,6537.649,Sudamérica,TTO,0.7571119767752205,0.0,0.0008034379507273559
Tunisia,11.198,2.9312,97.0688,2.9312,0.0,1566.8494,1614.7745,África,TUN,0.735296145537644,0.0,0.0459768674415363
Turkey,78.499,32.464999999999996,67.535,32.464999999999996,0.0,2187.1802,3253.3111,Asia,TUR,0.5115776149379078,0.0,0.5092245501806345
Turkmenistan,5.561333333333334,0.01411111111111111,99.9858888888889,0.01411111111111111,0.0,3502.2929999999997,3502.783111111111,Asia,TKM,0.757393093436358,0.0,0.00022133756994007422
Turks and Caicos Islands,0.03588888888888889,0.0,100.0,0.0,0.0,5810.810222222222,5810.810222222222,Norteamérica,TCA,0.7574999851009222,0.0,0.0
Uganda,38.52033333333333,89.3971111111111,10.60288888888889,89.3971111111111,0.0,9.043666666666667,90.967,África,UGA,0.08031688175360067,0.0,1.402224047220199
Ukraine,44.870777777777775,57.1829,42.817099999999996,6.9941,50.188900000000004,1547.8595,3578.1654000000003,Europa,UKR,0.3243395261206469,6.938872144572944,0.10970483371071542
United Arab Emirates,9.334888888888889,0.642888888888889,99.35711111111111,0.642888888888889,0.0,12176.820444444445,12261.303555555556,Asia,ARE,0.7526301018633733,0.0,0.010083930548608422
United Kingdom,65.83455555555555,44.0847,55.9153,24.537399999999998,19.5474,2894.7299,5114.4522,Europa,GBR,0.42355838916913596,2.7025280362555293,0.3848774519514031
United States,320.64910933333334,34.6743,65.32570000000001,15.2497,19.4246,8330.1672,12742.903,Norteamérica,USA,0.49484216776707324,2.6855503081253342,0.23919672332942007
United States Virgin Islands,0.10522222222222222,1.0106666666666666,98.98933333333333,1.0106666666666666,0.0,6359.174555555555,6420.879333333334,Norteamérica,VIR,0.7498441852515022,0.0,0.01585264989114106
Uruguay,3.4134444444444445,89.6651,10.334900000000001,89.6651,0.0,348.945,3825.6515,Sudamérica,URY,0.07828686596019523,0.0,1.406427543951998
Uzbekistan,30.952777777777776,11.749444444444444,88.25055555555555,11.749444444444444,0.0,1561.8791111111111,1769.5257777777779,Asia,UZB,0.6684979451848144,0.0,0.18429402624656022
Vanuatu,0.2712222222222222,14.765777777777778,85.23422222222221,14.765777777777778,0.0,202.82,237.7148888888889,Oceanía,VUT,0.6456492206342203,0.0,0.2316062389328846
Venezuela,29.423444444444442,63.62844444444444,36.37155555555555,63.62844444444444,0.0,1310.485111111111,3638.922222222222,Sudamérica,VEN,0.2755145279143069,0.0,0.9980337594614421
Vietnam,92.674,39.2149,60.7851,39.2149,0.0,1153.3342,1853.5089,Asia,VNM,0.46044712344358063,0.0,0.6150990239605287
Yemen,26.490333333333336,4.773555555555556,95.22644444444444,4.773555555555556,0.0,201.74844444444446,207.31133333333332,Asia,YEM,0.7213403024788045,0.0,0.07487483999815331
Zambia,15.902666666666667,93.67966666666666,6.320333333333333,93.67966666666666,0.0,56.09977777777778,861.2901111111111,África,ZMB,0.047876524058328616,0.0,1.4693973854737445
Zimbabwe,13.790222222222221,55.943000000000005,44.056999999999995,55.943000000000005,0.0,277.4428888888889,634.529,África,ZWE,0.33373176843591323,0.0,0.8774849533576233
