,country,gdp,fossil_share_energy,renewables_share_energy,nuclear_share_energy,energy_per_capita
5014,El Salvador,47.6502016,,,,5830.697
5015,El Salvador,48.934486016,,,,5901.999
5016,El Salvador,50.128982016,,,,6137.769
5017,El Salvador,51.318595584,,,,6328.875
5018,El Salvador,,,,,
5019,El Salvador,,,,,
5020,El Salvador,,,,,
5041,Equatorial Guinea,6.272033792,,,,2548.756
5042,Equatorial Guinea,10.537450496,,,,2772.702
5043,Equatorial Guinea,12.666031104,,,,23751.495
5044,Equatorial Guinea,14.383024128,,,,23838.201
5045,Equatorial Guinea,17.827053568,,,,5072.817
5046,Equatorial Guinea,19.420317696,,,,22386.306
5047,Equatorial Guinea,20.678426624,,,,21669.031
5048,Equatorial Guinea,24.13740032,,,,23369.593
5049,Equatorial Guinea,28.73208832,,,,22501.412
5050,Equatorial Guinea,29.462984704,,,,22070.487
5051,Equatorial Guinea,27.185108992,,,,21530.067
5052,Equatorial Guinea,29.285787648,,,,21031.629
5053,Equatorial Guinea,28.326311936,,,,19793.499
5054,Equatorial Guinea,30.22976,,,,17920.893
5055,Equatorial Guinea,28.593364992,,,,16316.18
5056,Equatorial Guinea,26.485563392,,,,13935.265
5057,Equatorial Guinea,23.897874432,,,,13371.146
5058,Equatorial Guinea,,,,,
5059,Equatorial Guinea,,,,,
5060,Equatorial Guinea,,,,,
5067,Eritrea,,,,,1134.979
5068,Eritrea,,,,,1199.875
5069,Eritrea,,,,,1047.312
5070,Eritrea,,,,,1197.396
5071,Eritrea,,,,,1246.942
5072,Eritrea,,,,,1200.505
5073,Eritrea,,,,,799.95
5074,Eritrea,,,,,799.811
5075,Eritrea,,,,,557.296
5076,Eritrea,,,,,661.49
5077,Eritrea,,,,,650.851
5078,Eritrea,,,,,653.74
5079,Eritrea,,,,,687.137
5080,Eritrea,,,,,694.052
5081,Eritrea,,,,,718.26
5082,Eritrea,,,,,741.59
5083,Eritrea,,,,,768.8
5084,Eritrea,,,,,
5085,Eritrea,,,,,
5086,Eritrea,,,,,
5102,Estonia,16.247595008,99.907,0.093,0.0,38522.647
5103,Estonia,17.008637952,99.911,0.089,0.0,40249.129
5104,Estonia,18.23709184,99.831,0.169,0.0,40266.458
5105,Estonia,19.056140288,99.797,0.203,0.0,44075.033
5106,Estonia,20.073240576,99.741,0.259,0.0,46361.915
5107,Estonia,22.335879168,99.53,0.47,0.0,45923.808
5108,Estonia,24.778964992,99.44,0.56,0.0,45431.938
5109,Estonia,27.692089344,99.43,0.57,0.0,51693.234
5110,Estonia,27.294081024,99.154,0.791,0.0,49529.486
5111,Estonia,25.280647168,97.588,2.408,0.0,44133.363
5112,Estonia,25.912016896,95.998,3.824,0.0,53550.725
5113,Estonia,28.530108416,95.687,4.165,0.0,55346.031
5114,Estonia,30.71650816,94.735,5.118,0.0,56193.041
5115,Estonia,31.826479104,95.811,4.071,0.0,58329.07
5116,Estonia,32.66983936,95.148,4.659,0.0,57026.325
5117,Estonia,33.140150272,94.384,5.512,0.0,53293.296
5118,Estonia,33.684649984,94.487,5.436,0.0,53537.079
5119,Estonia,,92.112,7.853,0.0,59027.098
5120,Estonia,,93.983,5.771,0.0,62320.223
5121,Estonia,,92.399,7.296,0.0,50000.799
5122,Estonia,,,,,
5223,Eswatini,8.347767808,,,,4498.559
5224,Eswatini,8.625240064,,,,4497.807
5225,Eswatini,7.512648192,,,,4456.442
5226,Eswatini,7.548928,,,,4007.123
5227,Eswatini,7.694170112,,,,3907.574
5228,Eswatini,8.661919744,,,,4005.765
5229,Eswatini,8.35072,,,,3975.655
5230,Eswatini,9.142899712,,,,4140.411
5231,Eswatini,8.832023552,,,,4181.76
5232,Eswatini,9.457938432,,,,4125.546
5233,Eswatini,10.076468224,,,,4190.825
5234,Eswatini,10.122930176,,,,4301.999
5235,Eswatini,11.112643584,,,,4332.516
5236,Eswatini,10.963042304,,,,4008.844
5237,Eswatini,10.912700416,,,,4353.079
5238,Eswatini,11.094536192,,,,4262.453
5239,Eswatini,11.087090688,,,,4043.132
5260,Ethiopia,42.410430464,,,,286.429
5261,Ethiopia,47.945699328,,,,301.626
5262,Ethiopia,43.955625984,,,,302.609
5263,Ethiopia,47.835451392,,,,318.412
5264,Ethiopia,51.512844288,,,,332.032
5265,Ethiopia,62.12640768,,,,371.141
5266,Ethiopia,63.036678144,,,,397.118
5267,Ethiopia,75.917934592,,,,428.855
5268,Ethiopia,86.960791552,,,,437.62
5269,Ethiopia,84.74824704,,,,442.534
5270,Ethiopia,97.815052288,,,,476.314
5271,Ethiopia,115.0,,,,532.777
5272,Ethiopia,127.0,,,,578.43
5273,Ethiopia,138.0,,,,656.034
5274,Ethiopia,155.0,,,,724.08
5275,Ethiopia,170.0,,,,747.097
5276,Ethiopia,184.0,,,,777.152
5277,Ethiopia,,,,,
5278,Ethiopia,,,,,
5279,Ethiopia,,,,,
5475,Faeroe Islands,,,,,68169.523
5476,Faeroe Islands,,,,,75019.555
5477,Faeroe Islands,,,,,73453.745
5478,Faeroe Islands,,,,,73236.063
5479,Faeroe Islands,,,,,73702.846
5480,Faeroe Islands,,,,,72215.307
5481,Faeroe Islands,,,,,71573.089
5482,Faeroe Islands,,,,,74614.08
5483,Faeroe Islands,,,,,69056.198
5484,Faeroe Islands,,,,,64145.156
5485,Faeroe Islands,,,,,66598.275
5486,Faeroe Islands,,,,,63688.767
5487,Faeroe Islands,,,,,65171.832
5488,Faeroe Islands,,,,,70937.526
5489,Faeroe Islands,,,,,66685.08
5490,Faeroe Islands,,,,,71655.433
5491,Faeroe Islands,,,,,70407.746
5512,Falkland Islands ,,,,,
5513,Falkland Islands ,,,,,
5514,Falkland Islands ,,,,,
5515,Falkland Islands ,,,,,
5516,Falkland Islands ,,,,,
5517,Falkland Islands ,,,,,
5518,Falkland Islands ,,,,,
5519,Falkland Islands ,,,,,
5520,Falkland Islands ,,,,,
5521,Falkland Islands ,,,,,
5522,Falkland Islands ,,,,,
5523,Falkland Islands ,,,,,
5524,Falkland Islands ,,,,,
5525,Falkland Islands ,,,,,
5526,Falkland Islands ,,,,,
5527,Falkland Islands ,,,,,
5528,Falkland Islands ,,,,,
5549,Fiji,,,,,9263.495
5550,Fiji,,,,,9614.842
5551,Fiji,,,,,8027.191
5552,Fiji,,,,,8898.435
5553,Fiji,,,,,11785.005
5554,Fiji,,,,,10000.685
5555,Fiji,,,,,10887.048
5556,Fiji,,,,,10475.544
5557,Fiji,,,,,6763.385
5558,Fiji,,,,,6957.203
5559,Fiji,,,,,6445.826
5560,Fiji,,,,,6981.898
5561,Fiji,,,,,7229.421
5562,Fiji,,,,,8680.849
5563,Fiji,,,,,10406.33
5564,Fiji,,,,,12780.056
5565,Fiji,,,,,12748.308
5566,Fiji,,,,,
5567,Fiji,,,,,
5568,Fiji,,,,,
5604,Finland,171.0,64.145,18.144,17.711,68656.965
5605,Finland,173.0,66.323,16.243,17.434,70028.558
5606,Finland,175.0,68.501,14.71,16.79,70551.751
5607,Finland,174.0,71.04,13.09,15.87,75468.204
5608,Finland,183.0,66.413,17.682,15.904,74557.08
5609,Finland,188.0,64.601,17.579,17.82,67544.687
5610,Finland,195.0,68.021,15.702,16.277,72076.934
5611,Finland,210.0,66.431,16.985,16.584,71606.265
5612,Finland,214.0,63.006,20.252,16.742,68803.365
5613,Finland,202.0,64.4,17.222,18.378,63574.284
5614,Finland,204.0,66.281,17.453,16.266,68829.453
5615,Finland,207.0,63.548,18.786,17.666,63785.369
5616,Finland,210.0,59.361,22.666,17.973,61464.95
5617,Finland,206.0,61.529,20.228,18.242,61585.338
5618,Finland,207.0,58.957,22.241,18.802,59081.808
5619,Finland,208.0,55.786,25.632,18.581,58375.279
5620,Finland,211.0,58.202,23.812,17.986,59642.518
5621,Finland,,56.505,25.597,17.898,57559.99
5622,Finland,,57.335,25.598,17.067,57693.818
5623,Finland,,55.234,26.148,18.618,55118.024
5624,Finland,,,,,
5725,France,1930.0,56.027,6.401,37.572,52010.66
5726,France,2010.0,55.556,7.028,37.416,52299.909
5727,France,2050.0,55.203,5.852,38.944,51419.992
5728,France,1960.0,55.683,5.644,38.673,51569.863
5729,France,2020.0,55.615,5.651,38.735,51609.093
5730,France,2110.0,55.936,5.077,38.987,50970.25
5731,France,2170.0,55.393,5.655,38.952,50224.625
5732,France,2290.0,55.205,6.304,38.491,49048.521
5733,France,2300.0,54.608,7.27,38.121,48915.553
5734,France,2280.0,55.252,7.34,37.408,45944.468
5735,France,2330.0,54.414,7.824,37.763,47054.249
5736,France,2390.0,52.866,6.826,40.308,44987.427
5737,France,2410.0,52.845,8.576,38.579,44683.356
5738,France,2500.0,52.416,9.718,37.866,44834.32
5739,France,2530.0,49.774,9.715,40.512,42713.158
5740,France,2560.0,50.452,9.403,40.145,42767.747
5741,France,2600.0,52.363,10.243,37.394,41930.685
5742,France,,53.382,9.657,36.96,41553.881
5743,France,,51.233,11.256,37.511,42190.684
5744,France,,51.479,11.733,36.788,41281.299
5745,France,,,,,
5766,French Guiana,,,,,13819.317
5767,French Guiana,,,,,23735.374
5768,French Guiana,,,,,21046.969
5769,French Guiana,,,,,23567.982
5770,French Guiana,,,,,22660.503
5771,French Guiana,,,,,21795.019
5772,French Guiana,,,,,19801.862
5773,French Guiana,,,,,20971.182
5774,French Guiana,,,,,20839.939
5775,French Guiana,,,,,23884.345
5776,French Guiana,,,,,22254.837
5777,French Guiana,,,,,20555.061
5778,French Guiana,,,,,18345.38
5779,French Guiana,,,,,18234.14
5780,French Guiana,,,,,18732.133
5781,French Guiana,,,,,17627.455
5782,French Guiana,,,,,16876.524
5783,French Guiana,,,,,
5784,French Guiana,,,,,
5785,French Guiana,,,,,
5806,French Polynesia,,,,,14736.605
5807,French Polynesia,,,,,15901.659
5808,French Polynesia,,,,,16637.242
5809,French Polynesia,,,,,17719.28
5810,French Polynesia,,,,,17418.484
5811,French Polynesia,,,,,17936.256
5812,French Polynesia,,,,,17614.422
5813,French Polynesia,,,,,18530.233
5814,French Polynesia,,,,,18800.418
5815,French Polynesia,,,,,18639.113
5816,French Polynesia,,,,,19303.905
5817,French Polynesia,,,,,18003.058
5818,French Polynesia,,,,,17527.41
5819,French Polynesia,,,,,17724.66
5820,French Polynesia,,,,,16884.979
5821,French Polynesia,,,,,17564.221
5822,French Polynesia,,,,,17260.787
5823,French Polynesia,,,,,
5824,French Polynesia,,,,,
5825,French Polynesia,,,,,
5926,Gabon,12.980471808,,,,9265.657
5927,Gabon,11.551707136,,,,9731.906
5928,Gabon,12.49430016,,,,9535.14
5929,Gabon,13.883195392,,,,9059.617
5930,Gabon,16.935424,,,,9023.575
5931,Gabon,22.985140224,,,,9415.162
5932,Gabon,22.016014336,,,,9403.117
5933,Gabon,23.239215104,,,,9081.935
5934,Gabon,27.324567552,,,,8991.286
5935,Gabon,17.086170112,,,,8626.839
5936,Gabon,17.719605248,,,,9782.201
5937,Gabon,25.86753024,,,,9596.462
5938,Gabon,23.581319168,,,,11537.482
5939,Gabon,24.201480192,,,,11437.906
5940,Gabon,23.510669312,,,,11113.153
5941,Gabon,24.407074816,,,,10592.672
5942,Gabon,24.926826496,,,,10763.719
5943,Gabon,,,,,
5944,Gabon,,,,,
5945,Gabon,,,,,
5966,Gambia,2.458884096,,,,961.099
5967,Gambia,2.514364928,,,,1014.598
5968,Gambia,2.37689088,,,,978.644
5969,Gambia,2.682394112,,,,947.598
5970,Gambia,3.195451904,,,,968.588
5971,Gambia,3.170304,,,,948.909
5972,Gambia,3.017510912,,,,1000.654
5973,Gambia,3.052989952,,,,1006.949
5974,Gambia,3.041220096,,,,1015.705
5975,Gambia,3.08168704,,,,1059.306
5976,Gambia,3.246749952,,,,1121.28
5977,Gambia,3.000861952,,,,1143.665
5978,Gambia,3.277040128,,,,1081.664
5979,Gambia,3.445890048,,,,1044.189
5980,Gambia,3.66132608,,,,1120.205
5981,Gambia,3.833664,,,,1114.129
5982,Gambia,3.919500032,,,,1117.995
5983,Gambia,,,,,
5984,Gambia,,,,,
5985,Gambia,,,,,
5994,Georgia,16.507205632,,,,8966.649
5995,Georgia,17.331390464,,,,8328.818
5996,Georgia,18.43991552,,,,9943.595
5997,Georgia,20.86341632,,,,8731.094
5998,Georgia,22.652420096,,,,9003.396
5999,Georgia,25.088212992,,,,12520.836
6000,Georgia,29.462730752,,,,12127.442
6001,Georgia,33.759279104,,,,13828.584
6002,Georgia,35.940102144,,,,13788.72
6003,Georgia,38.162817024,,,,13519.564
6004,Georgia,40.677888,,,,15502.921
6005,Georgia,44.139565056,,,,14424.72
6006,Georgia,45.705986048,,,,14676.49
6007,Georgia,47.108521984,,,,16378.603
6008,Georgia,48.8316928,,,,17185.586
6009,Georgia,50.245545984,,,,18186.651
6010,Georgia,51.618291712,,,,19301.406
6011,Georgia,,,,,
6012,Georgia,,,,,
6013,Georgia,,,,,
6114,Germany,2790.0,85.343,2.802,11.854,48823.532
6115,Germany,2840.0,85.558,2.753,11.689,49653.537
6116,Germany,2860.0,85.396,3.279,11.325,48946.94
6117,Germany,2880.0,85.403,3.318,11.279,48852.431
6118,Germany,2960.0,84.526,4.121,11.354,48786.086
6119,Germany,3070.0,84.073,4.782,11.145,48221.023
6120,Germany,3190.0,83.36,5.544,11.096,49482.713
6121,Germany,3370.0,83.303,7.022,9.675,47470.932
6122,Germany,3390.0,82.784,7.137,10.079,48068.741
6123,Germany,3230.0,82.607,7.705,9.688,45166.556
6124,Germany,3370.0,82.33,8.044,9.626,47104.036
6125,Germany,3520.0,82.696,9.675,7.63,45355.574
6126,Germany,3530.0,82.2,10.901,6.899,45861.865
6127,Germany,3650.0,82.429,11.048,6.523,47038.77
6128,Germany,3780.0,81.021,12.221,6.759,44902.427
6129,Germany,3850.0,80.091,13.671,6.238,45510.725
6130,Germany,3920.0,80.938,13.436,5.626,46028.413
6131,Germany,,80.059,14.958,4.983,46322.041
6132,Germany,,79.087,15.853,5.06,44910.659
6133,Germany,,77.422,17.485,5.093,43703.379
6134,Germany,,,,,
6235,Ghana,43.972993024,,,,2102.224
6236,Ghana,41.181855744,,,,2053.738
6237,Ghana,42.958938112,,,,1839.75
6238,Ghana,44.519993344,,,,1653.299
6239,Ghana,49.089458176,,,,1918.635
6240,Ghana,50.866245632,,,,1925.23
6241,Ghana,49.831284736,,,,1844.819
6242,Ghana,53.204865024,,,,1688.415
6243,Ghana,59.18427136,,,,1963.474
6244,Ghana,58.044080128,,,,2220.499
6245,Ghana,62.67029504,,,,2246.856
6246,Ghana,78.460420096,,,,2739.137
6247,Ghana,90.200662016,,,,2759.767
6248,Ghana,90.805936128,,,,2829.546
6249,Ghana,92.611821568,,,,2807.443
6250,Ghana,96.227016704,,,,2906.568
6251,Ghana,100.0,,,,2704.759
6252,Ghana,,,,,
6253,Ghana,,,,,
6254,Ghana,,,,,
6275,Gibraltar,,,,,1133193.698
6276,Gibraltar,,,,,1207346.825
6277,Gibraltar,,,,,1333392.366
6278,Gibraltar,,,,,1485906.844
6279,Gibraltar,,,,,1418449.637
6280,Gibraltar,,,,,1587810.243
6281,Gibraltar,,,,,1551249.506
6282,Gibraltar,,,,,1627908.121
6283,Gibraltar,,,,,1583284.324
6284,Gibraltar,,,,,1676609.704
6285,Gibraltar,,,,,1620733.403
6286,Gibraltar,,,,,1613107.031
6287,Gibraltar,,,,,1627291.56
6288,Gibraltar,,,,,1498650.42
6289,Gibraltar,,,,,1416867.234
6290,Gibraltar,,,,,1450036.062
6291,Gibraltar,,,,,1524228.108
6292,Gibraltar,,,,,
6293,Gibraltar,,,,,
6294,Gibraltar,,,,,
6395,Greece,248.0,96.944,3.056,0.0,33993.544
6396,Greece,262.0,97.873,2.127,0.0,34162.411
6397,Greece,279.0,97.432,2.568,0.0,34156.115
6398,Greece,278.0,96.002,3.998,0.0,35783.352
6399,Greece,289.0,96.017,3.983,0.0,35789.85
6400,Greece,282.0,95.739,4.261,0.0,36023.196
6401,Greece,303.0,94.963,4.911,0.0,37366.379
6402,Greece,311.0,96.909,2.864,0.0,38311.687
6403,Greece,322.0,96.116,3.694,0.0,37218.986
6404,Greece,320.0,94.375,5.402,0.0,36270.281
6405,Greece,300.0,92.365,7.252,0.0,34743.218
6406,Greece,269.0,93.949,5.725,0.0,34039.799
6407,Greece,262.0,92.086,7.498,0.0,32344.188
6408,Greece,270.0,88.383,11.128,0.0,30736.014
6409,Greece,264.0,89.463,9.972,0.0,29041.915
6410,Greece,264.0,87.401,12.008,0.0,29348.358
6411,Greece,264.0,87.202,12.17,0.0,28991.961
6412,Greece,,88.76,10.642,0.0,30676.645
6413,Greece,,86.951,12.443,0.0,30655.962
6414,Greece,,87.267,12.112,0.0,30383.697
6415,Greece,,,,,
6516,Greenland,,,,,52780.764
6517,Greenland,,,,,49158.48
6518,Greenland,,,,,46815.576
6519,Greenland,,,,,51405.996
6520,Greenland,,,,,49642.494
6521,Greenland,,,,,59841.211
6522,Greenland,,,,,54969.793
6523,Greenland,,,,,62151.216
6524,Greenland,,,,,55267.34
6525,Greenland,,,,,60642.942
6526,Greenland,,,,,76779.082
6527,Greenland,,,,,75969.305
6528,Greenland,,,,,64901.504
6529,Greenland,,,,,65125.627
6530,Greenland,,,,,60976.515
6531,Greenland,,,,,64774.752
6532,Greenland,,,,,63928.053
6533,Greenland,,,,,
6534,Greenland,,,,,
6535,Greenland,,,,,
6556,Grenada,,,,,8384.666
6557,Grenada,,,,,8726.724
6558,Grenada,,,,,8880.909
6559,Grenada,,,,,9394.463
6560,Grenada,,,,,9122.808
6561,Grenada,,,,,9501.638
6562,Grenada,,,,,9831.03
6563,Grenada,,,,,10436.814
6564,Grenada,,,,,11097.73
6565,Grenada,,,,,10673.451
6566,Grenada,,,,,11101.027
6567,Grenada,,,,,10547.886
6568,Grenada,,,,,11182.292
6569,Grenada,,,,,12498.293
6570,Grenada,,,,,10783.657
6571,Grenada,,,,,10802.992
6572,Grenada,,,,,10802.064
6573,Grenada,,,,,
6574,Grenada,,,,,
6575,Grenada,,,,,
6596,Guadeloupe,,,,,20131.888
6597,Guadeloupe,,,,,21239.964
6598,Guadeloupe,,,,,22001.596
6599,Guadeloupe,,,,,23143.877
6600,Guadeloupe,,,,,22874.231
6601,Guadeloupe,,,,,22898.886
6602,Guadeloupe,,,,,23706.331
6603,Guadeloupe,,,,,24672.599
6604,Guadeloupe,,,,,22969.842
6605,Guadeloupe,,,,,22655.422
6606,Guadeloupe,,,,,24083.77
6607,Guadeloupe,,,,,22433.886
6608,Guadeloupe,,,,,20014.101
6609,Guadeloupe,,,,,20004.332
6610,Guadeloupe,,,,,19600.044
6611,Guadeloupe,,,,,21278.461
6612,Guadeloupe,,,,,21277.95
6613,Guadeloupe,,,,,
6614,Guadeloupe,,,,,
6615,Guadeloupe,,,,,
6636,Guam,,,,,90287.029
6637,Guam,,,,,124208.34
6638,Guam,,,,,85785.843
6639,Guam,,,,,72165.844
6640,Guam,,,,,83891.739
6641,Guam,,,,,98239.221
6642,Guam,,,,,102954.619
6643,Guam,,,,,74374.501
6644,Guam,,,,,46833.02
6645,Guam,,,,,74401.35
6646,Guam,,,,,66321.446
6647,Guam,,,,,58237.952
6648,Guam,,,,,62357.451
6649,Guam,,,,,52582.438
6650,Guam,,,,,50581.25
6651,Guam,,,,,53427.598
6652,Guam,,,,,55659.85
6653,Guam,,,,,
6654,Guam,,,,,
6655,Guam,,,,,
6756,Guatemala,52.91347968,,,,4107.767
6757,Guatemala,56.052596736,,,,4098.33
6758,Guatemala,58.386518016,,,,4112.796
6759,Guatemala,60.775858176,,,,4395.463
6760,Guatemala,63.406710784,,,,4065.79
6761,Guatemala,66.336436224,,,,4094.857
6762,Guatemala,70.370746368,,,,4232.66
6763,Guatemala,75.432050688,,,,4442.982
6764,Guatemala,78.681153536,,,,4037.562
6765,Guatemala,81.414561792,,,,4174.57
6766,Guatemala,85.682970624,,,,4090.729
6767,Guatemala,91.936251904,,,,4077.956
6768,Guatemala,93.666304,,,,4149.326
6769,Guatemala,96.147685376,,,,4235.675
6770,Guatemala,101.0,,,,4424.71
6771,Guatemala,105.0,,,,4975.933
6772,Guatemala,108.0,,,,5198.369
6773,Guatemala,,,,,
6774,Guatemala,,,,,
6775,Guatemala,,,,,
6796,Guinea,8.8426496,,,,938.242
6797,Guinea,8.980938752,,,,1002.344
6798,Guinea,9.252719616,,,,1026.564
6799,Guinea,9.158775808,,,,981.547
6800,Guinea,9.16041216,,,,1041.28
6801,Guinea,9.227232256,,,,1031.967
6802,Guinea,9.280577536,,,,1028.617
6803,Guinea,10.439779328,,,,1068.077
6804,Guinea,11.405541376,,,,1054.566
6805,Guinea,10.480436224,,,,1083.522
6806,Guinea,12.584955904,,,,1212.481
6807,Guinea,14.27954688,,,,1208.581
6808,Guinea,15.28253952,,,,1150.724
6809,Guinea,16.361664512,,,,1000.143
6810,Guinea,18.886203392,,,,1010.989
6811,Guinea,18.918680576,,,,1072.206
6812,Guinea,20.171124736,,,,1076.807
6813,Guinea,,,,,
6814,Guinea,,,,,
6815,Guinea,,,,,
6836,Guinea-Bissau,1.735602944,,,,830.573
6837,Guinea-Bissau,1.770936064,,,,827.913
6838,Guinea-Bissau,1.727568,,,,827.587
6839,Guinea-Bissau,1.75576,,,,940.431
6840,Guinea-Bissau,1.833613952,,,,950.808
6841,Guinea-Bissau,1.863651968,,,,940.144
6842,Guinea-Bissau,1.855698048,,,,938.551
6843,Guinea-Bissau,1.88544,,,,973.194
6844,Guinea-Bissau,1.916324992,,,,924.881
6845,Guinea-Bissau,1.922102016,,,,934.339
6846,Guinea-Bissau,2.072060032,,,,934.278
6847,Guinea-Bissau,2.256560896,,,,923.715
6848,Guinea-Bissau,2.09000704,,,,917.252
6849,Guinea-Bissau,2.127741056,,,,914.439
6850,Guinea-Bissau,2.16196096,,,,940.377
6851,Guinea-Bissau,2.266237952,,,,948.403
6852,Guinea-Bissau,2.381686016,,,,950.849
6853,Guinea-Bissau,,,,,
6854,Guinea-Bissau,,,,,
6855,Guinea-Bissau,,,,,
6876,Guyana,,,,,9122.535
6877,Guyana,,,,,8909.86
6878,Guyana,,,,,8981.585
6879,Guyana,,,,,9281.584
6880,Guyana,,,,,9027.208
6881,Guyana,,,,,8170.117
6882,Guyana,,,,,7294.524
6883,Guyana,,,,,9060.498
6884,Guyana,,,,,8602.136
6885,Guyana,,,,,8853.858
6886,Guyana,,,,,9529.779
6887,Guyana,,,,,9854.558
6888,Guyana,,,,,11101.658
6889,Guyana,,,,,10754.789
6890,Guyana,,,,,10723.359
6891,Guyana,,,,,11014.285
6892,Guyana,,,,,11180.936
6893,Guyana,,,,,
6894,Guyana,,,,,
6895,Guyana,,,,,
6916,Haiti,16.011585536,,,,822.077
6917,Haiti,15.730379776,,,,878.412
6918,Haiti,15.812939776,,,,948.582
6919,Haiti,15.904979968,,,,863.392
6920,Haiti,15.227899904,,,,979.427
6921,Haiti,15.956420608,,,,1005.363
6922,Haiti,15.842304,,,,1013.266
6923,Haiti,16.349544448,,,,1076.462
6924,Haiti,15.783279616,,,,1067.498
6925,Haiti,16.176751616,,,,999.624
6926,Haiti,15.705132032,,,,913.041
6927,Haiti,15.936159744,,,,919.112
6928,Haiti,15.668799488,,,,1026.039
6929,Haiti,16.252235776,,,,1063.35
6930,Haiti,16.627784704,,,,1129.559
6931,Haiti,16.90884608,,,,1160.083
6932,Haiti,17.155095552,,,,1414.389
6933,Haiti,,,,,
6934,Haiti,,,,,
6935,Haiti,,,,,
6956,Honduras,22.542655488,,,,3772.863
6957,Honduras,22.942404608,,,,3982.504
6958,Honduras,24.185421824,,,,3941.154
6959,Honduras,25.499191296,,,,4250.398
6960,Honduras,27.096795136,,,,4413.8
6961,Honduras,29.65673984,,,,4463.93
6962,Honduras,30.8027392,,,,4088.936
6963,Honduras,32.927596544,,,,4948.901
6964,Honduras,31.241320448,,,,4839.629
6965,Honduras,31.712032768,,,,4507.171
6966,Honduras,33.465921536,,,,4664.934
6967,Honduras,36.004622336,,,,4880.854
6968,Honduras,36.656144384,,,,4845.934
6969,Honduras,35.591421952,,,,4738.737
6970,Honduras,36.734926848,,,,4925.582
6971,Honduras,38.066946048,,,,5380.331
6972,Honduras,39.440453632,,,,5400.669
6973,Honduras,,,,,
6974,Honduras,,,,,
6975,Honduras,,,,,
7011,Hong Kong,251.0,100.0,0.0,0.0,29893.351
7012,Hong Kong,268.0,100.0,0.0,0.0,37422.419
7013,Hong Kong,289.0,100.0,0.0,0.0,36322.4
7014,Hong Kong,296.0,100.0,0.0,0.0,37383.739
7015,Hong Kong,342.0,100.0,0.0,0.0,41738.645
7016,Hong Kong,335.0,100.0,0.0,0.0,39895.228
7017,Hong Kong,334.0,99.999,0.001,0.0,42010.083
7018,Hong Kong,356.0,99.999,0.001,0.0,44446.573
7019,Hong Kong,308.0,99.999,0.001,0.0,41100.461
7020,Hong Kong,293.0,99.999,0.001,0.0,44600.491
7021,Hong Kong,311.0,99.911,0.076,0.0,46122.679
7022,Hong Kong,311.0,99.845,0.063,0.0,47008.935
7023,Hong Kong,315.0,99.909,0.074,0.0,44924.45
7024,Hong Kong,380.0,99.877,0.074,0.0,45869.432
7025,Hong Kong,326.0,99.889,0.084,0.0,44525.498
7026,Hong Kong,334.0,99.901,0.08,0.0,45444.536
7027,Hong Kong,340.0,99.91,0.077,0.0,46264.723
7028,Hong Kong,,99.911,0.076,0.0,49200.018
7029,Hong Kong,,99.917,0.069,0.0,49063.398
7030,Hong Kong,,99.901,0.08,0.0,46370.72
7131,Hungary,151.0,85.68,0.241,14.079,27372.105
7132,Hungary,162.0,86.208,0.246,13.546,28234.934
7133,Hungary,172.0,86.284,0.229,13.487,27900.597
7134,Hungary,173.0,89.173,0.321,10.506,28160.533
7135,Hungary,172.0,87.905,0.881,11.214,28437.233
7136,Hungary,178.0,86.241,1.637,12.111,30463.137
7137,Hungary,184.0,86.751,1.318,11.887,30101.239
7138,Hungary,188.0,85.144,1.676,13.063,29773.078
7139,Hungary,195.0,83.923,2.116,13.305,29423.9
7140,Hungary,198.0,81.439,2.817,15.009,27073.792
7141,Hungary,204.0,81.466,2.855,14.932,27723.062
7142,Hungary,208.0,81.905,2.563,14.845,27668.021
7143,Hungary,208.0,80.595,2.683,16.006,25765.387
7144,Hungary,216.0,80.091,2.955,16.292,24560.776
7145,Hungary,225.0,79.328,3.311,16.445,24697.743
7146,Hungary,232.0,80.233,3.212,15.75,26010.015
7147,Hungary,236.0,80.373,3.169,15.613,26512.968
7148,Hungary,,81.247,3.208,14.834,27882.557
7149,Hungary,,81.452,3.404,14.315,28137.177
7150,Hungary,,80.619,4.017,14.619,28488.966
7151,Hungary,,,,,
7187,Iceland,10.012029952,33.419,66.581,0.0,114330.534
7188,Iceland,10.430144512,31.539,68.461,0.0,114288.032
7189,Iceland,10.524290048,31.43,68.57,0.0,117873.458
7190,Iceland,10.166153216,31.51,68.49,0.0,117219.769
7191,Iceland,10.772171776,32.307,67.693,0.0,118378.432
7192,Iceland,10.844063744,32.543,67.457,0.0,117250.981
7193,Iceland,10.504720384,30.161,69.839,0.0,126576.844
7194,Iceland,11.295209472,26.672,73.328,0.0,142218.033
7195,Iceland,12.66319872,19.666,80.334,0.0,173969.733
7196,Iceland,12.433164288,18.254,81.746,0.0,170948.916
7197,Iceland,11.611769856,17.666,82.334,0.0,168804.644
7198,Iceland,11.720059904,17.452,82.545,0.0,167258.358
7199,Iceland,12.108440576,17.162,82.835,0.0,167360.551
7200,Iceland,12.528432128,17.588,82.367,0.0,172178.609
7201,Iceland,12.878240768,17.905,82.011,0.0,170906.126
7202,Iceland,13.429331968,18.744,81.019,0.0,177833.485
7203,Iceland,14.39830016,20.657,79.078,0.0,177647.358
7204,Iceland,,21.78,77.943,0.0,184731.897
