,country,gdp,fossil_share_energy,renewables_share_energy,nuclear_share_energy,energy_per_capita
2545,Burkina Faso,19.918690304,,,,487.627
2546,Burkina Faso,21.569376256,,,,501.887
2547,Burkina Faso,22.513344512,,,,551.321
2548,Burkina Faso,25.687924736,,,,635.392
2549,Burkina Faso,25.864476672,,,,744.355
2550,Burkina Faso,27.786244096,,,,673.389
2551,Burkina Faso,28.909164544,,,,793.781
2552,Burkina Faso,30.459793408,,,,763.064
2553,Burkina Faso,,,,,
2554,Burkina Faso,,,,,
2555,Burkina Faso,,,,,
2656,Burundi,6.460791808,,,,252.454
2657,Burundi,6.630525952,,,,207.371
2658,Burundi,6.88407296,,,,191.103
2659,Burundi,7.318333952,,,,147.097
2660,Burundi,7.744900096,,,,164.659
2661,Burundi,7.835734016,,,,135.96
2662,Burundi,7.517952,,,,153.929
2663,Burundi,7.192247808,,,,238.536
2664,Burundi,7.210179072,,,,148.653
2665,Burundi,6.835193856,,,,143.813
2666,Burundi,6.776903168,,,,160.796
2667,Burundi,6.77441792,,,,172.235
2668,Burundi,7.097544192,,,,156.702
2669,Burundi,7.676542976,,,,171.082
2670,Burundi,8.098484224,,,,144.034
2671,Burundi,7.766466048,,,,148.508
2672,Burundi,7.680507904,,,,162.382
2673,Burundi,,,,,
2674,Burundi,,,,,
2675,Burundi,,,,,
2751,Cambodia,15.88176896,,,,737.381
2752,Cambodia,17.062276096,,,,765.346
2753,Cambodia,18.23432704,,,,749.401
2754,Cambodia,19.66861312,,,,800.22
2755,Cambodia,20.924801024,,,,812.099
2756,Cambodia,24.951465984,,,,906.202
2757,Cambodia,26.783873024,,,,964.481
2758,Cambodia,30.065944576,,,,1112.287
2759,Cambodia,33.262047232,,,,1083.78
2760,Cambodia,32.224854016,,,,1298.69
2761,Cambodia,33.478596608,,,,1435.516
2762,Cambodia,36.606337024,,,,1435.646
2763,Cambodia,39.422988288,,,,1576.311
2764,Cambodia,44.624257024,,,,1675.818
2765,Cambodia,45.967020032,,,,2010.762
2766,Cambodia,49.188130816,,,,2465.25
2767,Cambodia,52.640825344,,,,2933.223
2768,Cambodia,,,,,
2769,Cambodia,,,,,
2770,Cambodia,,,,,
2871,Cameroon,35.329376256,,,,1504.314
2872,Cameroon,36.148596736,,,,1451.71
2873,Cameroon,37.470752768,,,,1404.438
2874,Cameroon,39.493361664,,,,1466.82
2875,Cameroon,40.66070528,,,,1494.105
2876,Cameroon,42.509447168,,,,1404.528
2877,Cameroon,44.672548864,,,,1653.157
2878,Cameroon,45.79694592,,,,1609.391
2879,Cameroon,47.176802304,,,,1590.5
2880,Cameroon,47.888769024,,,,1665.619
2881,Cameroon,50.016722944,,,,1851.813
2882,Cameroon,52.887764992,,,,1900.16
2883,Cameroon,55.90536192,,,,1704.347
2884,Cameroon,57.928609792,,,,1518.103
2885,Cameroon,61.295681536,,,,1923.506
2886,Cameroon,64.840175616,,,,1997.335
2887,Cameroon,67.72047872,,,,2003.014
2888,Cameroon,,,,,
2889,Cameroon,,,,,
2890,Cameroon,,,,,
2991,Canada,1150.0,65.784,28.572,5.644,116316.445
2992,Canada,1150.0,66.793,27.152,6.055,112417.736
2993,Canada,1170.0,66.686,27.567,5.747,114768.639
2994,Canada,1210.0,68.115,26.248,5.637,114141.391
2995,Canada,1260.0,67.329,25.99,6.681,114307.537
2996,Canada,1330.0,66.023,27.285,6.692,114226.697
2997,Canada,1360.0,65.839,26.991,7.17,111460.326
2998,Canada,1400.0,66.406,27.025,6.569,114003.105
2999,Canada,1460.0,65.563,27.706,6.731,112169.432
3000,Canada,1320.0,64.592,28.774,6.634,104834.38
3001,Canada,1390.0,66.482,27.021,6.497,105801.799
3002,Canada,1460.0,66.02,27.608,6.373,109418.617
3003,Canada,1450.0,65.263,28.251,6.486,107131.488
3004,Canada,1480.0,65.071,28.109,6.82,109245.998
3005,Canada,1530.0,65.909,27.136,6.956,109291.465
3006,Canada,1540.0,65.419,28.001,6.58,107894.862
3007,Canada,1570.0,64.916,28.541,6.543,106404.161
3008,Canada,,64.927,28.657,6.417,106699.981
3009,Canada,,66.193,27.569,6.237,107511.393
3010,Canada,,66.06,27.638,6.302,105539.881
3011,Canada,,,,,
3032,Cape Verde,1.563480064,,,,3192.537
3033,Cape Verde,1.635491968,,,,3489.02
3034,Cape Verde,1.727207936,,,,3732.649
3035,Cape Verde,1.850484992,,,,3652.751
3036,Cape Verde,2.01914304,,,,3933.447
3037,Cape Verde,2.032365056,,,,6056.065
3038,Cape Verde,2.165818112,,,,6352.896
3039,Cape Verde,2.505816064,,,,6991.066
3040,Cape Verde,2.730831872,,,,6996.919
3041,Cape Verde,2.838665984,,,,6546.138
3042,Cape Verde,3.01175296,,,,6923.293
3043,Cape Verde,3.248219904,,,,8140.228
3044,Cape Verde,3.327923968,,,,7214.336
3045,Cape Verde,2.98687488,,,,6986.554
3046,Cape Verde,3.424267008,,,,7429.631
3047,Cape Verde,3.471468032,,,,7018.656
3048,Cape Verde,3.601136128,,,,6922.608
3069,Cayman Islands,,,,,49633.359
3070,Cayman Islands,,,,,47975.767
3071,Cayman Islands,,,,,48626.824
3072,Cayman Islands,,,,,47159.197
3073,Cayman Islands,,,,,43646.397
3074,Cayman Islands,,,,,44014.559
3075,Cayman Islands,,,,,42891.976
3076,Cayman Islands,,,,,50276.275
3077,Cayman Islands,,,,,49717.02
3078,Cayman Islands,,,,,45295.534
3079,Cayman Islands,,,,,43908.945
3080,Cayman Islands,,,,,45429.633
3081,Cayman Islands,,,,,41260.666
3082,Cayman Islands,,,,,40050.888
3083,Cayman Islands,,,,,40058.658
3084,Cayman Islands,,,,,41696.157
3085,Cayman Islands,,,,,42140.925
3086,Cayman Islands,,,,,
3087,Cayman Islands,,,,,
3088,Cayman Islands,,,,,
3109,Central African Republic,3.625779968,,,,438.063
3110,Central African Republic,3.697248,,,,441.675
3111,Central African Republic,3.702816,,,,432.382
3112,Central African Republic,3.540600064,,,,404.548
3113,Central African Republic,3.649938944,,,,424.449
3114,Central African Republic,3.769632,,,,430.075
3115,Central African Republic,3.86618112,,,,442.321
3116,Central African Republic,4.030528,,,,438.358
3117,Central African Republic,4.084080128,,,,436.759
3118,Central African Republic,4.025957888,,,,429.556
3119,Central African Republic,4.195770112,,,,435.671
3120,Central African Republic,4.499550208,,,,455.878
3121,Central African Republic,4.677725184,,,,471.26
3122,Central African Republic,3.002027008,,,,470.607
3123,Central African Republic,3.108741888,,,,474.251
3124,Central African Republic,3.262159872,,,,471.399
3125,Central African Republic,3.408833024,,,,479.422
3126,Central African Republic,,,,,
3127,Central African Republic,,,,,
3128,Central African Republic,,,,,
3204,Chad,7.855626752,,,,123.617
3205,Chad,8.759708672,,,,114.246
3206,Chad,9.507372032,,,,108.514
3207,Chad,10.862531584,,,,103.203
3208,Chad,14.520408064,,,,104.699
3209,Chad,15.671467008,,,,108.647
3210,Chad,14.965599232,,,,106.491
3211,Chad,15.74839808,,,,103.88
3212,Chad,16.228155392,,,,101.125
3213,Chad,14.915076096,,,,103.349
3214,Chad,18.597851136,,,,108.399
3215,Chad,17.870698496,,,,110.278
3216,Chad,19.822655488,,,,106.912
3217,Chad,21.91589376,,,,104.291
3218,Chad,26.04218368,,,,100.902
3219,Chad,27.763197952,,,,98.984
3220,Chad,25.979584512,,,,98.334
3221,Chad,,,,,
3222,Chad,,,,,
3223,Chad,,,,,
3324,Chile,167.0,81.473,18.527,0.0,19990.595
3325,Chile,167.0,79.111,20.889,0.0,19899.201
3326,Chile,168.0,78.57,21.43,0.0,20374.826
3327,Chile,177.0,79.159,20.841,0.0,20045.612
3328,Chile,194.0,81.349,18.651,0.0,20848.696
3329,Chile,215.0,78.779,21.221,0.0,21439.446
3330,Chile,253.0,78.606,21.394,0.0,22652.492
3331,Chile,271.0,82.427,17.573,0.0,22898.752
3332,Chile,264.0,80.375,19.625,0.0,22455.155
3333,Chile,269.0,79.543,20.457,0.0,21758.989
3334,Chile,309.0,81.985,18.015,0.0,21627.539
3335,Chile,340.0,83.747,16.253,0.0,23279.862
3336,Chile,361.0,83.323,16.677,0.0,23570.77
3337,Chile,367.0,83.091,16.909,0.0,23571.504
3338,Chile,376.0,81.246,18.754,0.0,22875.258
3339,Chile,385.0,80.106,19.894,0.0,23114.865
3340,Chile,391.0,81.871,18.129,0.0,23931.914
3341,Chile,,79.322,20.678,0.0,23759.387
3342,Chile,,77.786,22.214,0.0,24630.23
3343,Chile,,77.149,22.851,0.0,24269.273
3344,Chile,,,,,
3445,China,5120.0,94.293,5.313,0.394,9137.612
3446,China,5580.0,93.393,6.22,0.387,9588.043
3447,China,6110.0,93.6,5.892,0.508,10378.197
3448,China,6570.0,94.288,4.964,0.747,12011.433
3449,China,7220.0,93.997,5.264,0.739,13971.087
3450,China,8230.0,94.101,5.219,0.68,15780.637
3451,China,9050.0,94.131,5.232,0.637,17201.311
3452,China,9820.0,93.971,5.369,0.659,18591.773
3453,China,10200.0,92.478,6.827,0.696,19176.678
3454,China,11100.0,92.822,6.5,0.678,19901.852
3455,China,12600.0,92.187,7.14,0.673,21162.747
3456,China,13700.0,92.641,6.636,0.723,22710.792
3457,China,14300.0,91.227,7.994,0.779,23488.285
3458,China,15000.0,90.766,8.387,0.847,24222.732
3459,China,15900.0,89.398,9.619,0.983,24652.082
3460,China,16400.0,88.567,10.188,1.245,24755.298
3461,China,16900.0,87.546,10.934,1.52,24938.401
3462,China,,86.751,11.542,1.707,25574.677
3463,China,,85.88,12.176,1.944,26416.955
3464,China,,85.142,12.665,2.194,27452.478
3465,China,,,,,
3566,Colombia,267.0,71.754,28.246,0.0,7770.591
3567,Colombia,269.0,70.735,29.265,0.0,7526.846
3568,Colombia,273.0,68.697,31.303,0.0,7385.355
3569,Colombia,282.0,68.026,31.974,0.0,7533.354
3570,Colombia,296.0,66.925,33.075,0.0,7558.377
3571,Colombia,318.0,66.417,33.583,0.0,7472.091
3572,Colombia,349.0,67.699,32.301,0.0,8269.183
3573,Colombia,384.0,66.78,33.22,0.0,8196.163
3574,Colombia,419.0,68.113,31.887,0.0,8749.594
3575,Colombia,428.0,70.189,29.811,0.0,8253.241
3576,Colombia,467.0,72.418,27.582,0.0,8741.427
3577,Colombia,524.0,68.663,31.337,0.0,9052.9
3578,Colombia,543.0,71.319,28.681,0.0,9600.805
3579,Colombia,559.0,73.787,26.213,0.0,9645.844
3580,Colombia,581.0,74.867,25.133,0.0,10067.117
3581,Colombia,599.0,75.137,24.863,0.0,10007.479
3582,Colombia,610.0,75.455,24.545,0.0,10418.751
3583,Colombia,,70.889,29.111,0.0,10445.488
3584,Colombia,,71.506,28.494,0.0,10361.17
3585,Colombia,,75.014,24.986,0.0,10618.229
3586,Colombia,,,,,
3607,Comoros,0.79788,,,,809.009
3608,Comoros,0.888251008,,,,823.026
3609,Comoros,0.959153984,,,,809.244
3610,Comoros,0.905649984,,,,1009.476
3611,Comoros,0.895062016,,,,1082.398
3612,Comoros,0.934499968,,,,1014.214
3613,Comoros,0.99584,,,,1154.252
3614,Comoros,0.961190976,,,,743.662
3615,Comoros,1.036611968,,,,740.868
3616,Comoros,1.021889984,,,,882.349
3617,Comoros,1.014521984,,,,1022.172
3618,Comoros,1.067838016,,,,896.27
3619,Comoros,1.122450944,,,,910.078
3620,Comoros,1.228768,,,,1059.445
3621,Comoros,1.271686016,,,,925.176
3622,Comoros,1.332386048,,,,976.012
3623,Comoros,1.361835008,,,,997.514
3624,Comoros,,,,,
3625,Comoros,,,,,
3626,Comoros,,,,,
3727,Congo,8.014652928,,,,1135.438
3728,Congo,7.468848128,,,,1373.065
3729,Congo,7.848606208,,,,1185.435
3730,Congo,7.99682816,,,,1351.269
3731,Congo,9.966012416,,,,1388.749
3732,Congo,13.575520256,,,,1856.67
3733,Congo,15.415371776,,,,2168.658
3734,Congo,12.971907072,,,,2595.549
3735,Congo,15.151250432,,,,2874.56
3736,Congo,14.48865792,,,,3400.618
3737,Congo,21.60108544,,,,4568.809
3738,Congo,25.726625792,,,,5409.905
3739,Congo,24.299880448,,,,5421.122
3740,Congo,23.583543296,,,,6679.135
3741,Congo,21.263382528,,,,6211.74
3742,Congo,21.521129472,,,,6027.993
3743,Congo,20.912119808,,,,5658.841
3744,Congo,,,,,
3745,Congo,,,,,
3746,Congo,,,,,
3767,Cook Islands,,,,,13657.132
3768,Cook Islands,,,,,13022.755
3769,Cook Islands,,,,,7050.52
3770,Cook Islands,,,,,6165.138
3771,Cook Islands,,,,,10440.07
3772,Cook Islands,,,,,16737.223
3773,Cook Islands,,,,,17830.791
3774,Cook Islands,,,,,15045.489
3775,Cook Islands,,,,,15440.869
3776,Cook Islands,,,,,14213.063
3777,Cook Islands,,,,,17811.827
3778,Cook Islands,,,,,19971.623
3779,Cook Islands,,,,,21176.606
3780,Cook Islands,,,,,21159.092
3781,Cook Islands,,,,,22501.494
3782,Cook Islands,,,,,21005.481
3783,Cook Islands,,,,,20915.157
3784,Cook Islands,,,,,
3785,Cook Islands,,,,,
3786,Cook Islands,,,,,
3807,Costa Rica,36.935999488,,,,10642.673
3808,Costa Rica,37.62950144,,,,10465.457
3809,Costa Rica,38.275182592,,,,10836.581
3810,Costa Rica,39.160352768,,,,10760.772
3811,Costa Rica,40.976089088,,,,11039.303
3812,Costa Rica,42.683604992,,,,11322.276
3813,Costa Rica,44.507025408,,,,11740.497
3814,Costa Rica,47.364378624,,,,12243.854
3815,Costa Rica,50.10900992,,,,12307.684
3816,Costa Rica,52.501508096,,,,11850.173
3817,Costa Rica,54.214258688,,,,11894.93
3818,Costa Rica,56.66101248,,,,11848.431
3819,Costa Rica,57.54687488,,,,12016.333
3820,Costa Rica,57.839300608,,,,11935.083
3821,Costa Rica,62.450036736,,,,12030.746
3822,Costa Rica,65.39776,,,,12552.49
3823,Costa Rica,68.237692928,,,,12889.93
3824,Costa Rica,,,,,
3825,Costa Rica,,,,,
3826,Costa Rica,,,,,
3827,Costa Rica,,,,,
3928,Cote d'Ivoire,35.914395648,,,,2296.771
3929,Cote d'Ivoire,39.84992256,,,,2213.025
3930,Cote d'Ivoire,39.815688192,,,,2134.245
3931,Cote d'Ivoire,38.791995392,,,,1878.633
3932,Cote d'Ivoire,37.452095488,,,,1988.614
3933,Cote d'Ivoire,38.12581376,,,,2154.713
3934,Cote d'Ivoire,40.16150528,,,,1796.549
3935,Cote d'Ivoire,41.409458176,,,,1861.981
3936,Cote d'Ivoire,44.698701824,,,,1989.911
3937,Cote d'Ivoire,49.480798208,,,,1890.17
3938,Cote d'Ivoire,54.92187136,,,,1880.875
3939,Cote d'Ivoire,52.555776,,,,1722.807
3940,Cote d'Ivoire,63.485181952,,,,2048.318
3941,Cote d'Ivoire,69.48790272,,,,2217.998
3942,Cote d'Ivoire,74.2592512,,,,2286.932
3943,Cote d'Ivoire,80.90353664,,,,2298.561
3944,Cote d'Ivoire,86.983360512,,,,2465.653
3955,Croatia,62.891139072,81.206,18.794,0.0,21543.208
3956,Croatia,63.64243968,80.23,19.77,0.0,22740.298
3957,Croatia,66.150264832,84.05,15.95,0.0,22881.253
3958,Croatia,68.902117376,85.887,14.113,0.0,24005.683
3959,Croatia,71.095967744,81.08,18.92,0.0,24910.583
3960,Croatia,73.977069568,82.425,17.575,0.0,24681.734
3961,Croatia,77.42439424,83.364,16.636,0.0,24433.724
3962,Croatia,85.62966528,88.27,11.702,0.0,24676.89
3963,Croatia,90.480205824,85.531,14.431,0.0,24549.593
3964,Croatia,87.007707136,81.244,18.668,0.0,24240.986
3965,Croatia,83.865575424,77.276,22.724,0.0,24650.009
3966,Croatia,87.256449024,85.304,14.652,0.0,21689.341
3967,Croatia,90.095968256,83.983,15.637,0.0,20176.69
3968,Croatia,88.06875136,74.478,25.134,0.0,22090.545
3969,Croatia,89.170362368,72.819,26.817,0.0,22157.19
3970,Croatia,90.623172608,78.498,21.189,0.0,21182.051
3971,Croatia,93.29025024,77.408,22.58,0.0,22131.93
3972,Croatia,,80.938,19.055,0.0,22318.159
3973,Croatia,,74.809,24.868,0.0,23521.493
3974,Croatia,,78.115,21.537,0.0,22870.486
3975,Croatia,,,,,
4076,Cuba,54.419652608,,,,9874.079
4077,Cuba,56.576917504,,,,9053.583
4078,Cuba,57.540931584,,,,9141.369
4079,Cuba,58.46444032,,,,9265.031
4080,Cuba,58.214199296,,,,9360.269
4081,Cuba,59.134464,,,,9210.299
4082,Cuba,66.728517632,,,,8955.66
4083,Cuba,68.174094336,,,,9060.565
4084,Cuba,71.330684928,,,,10380.93
4085,Cuba,72.919760896,,,,10705.475
4086,Cuba,75.42161408,,,,12128.927
4087,Cuba,78.036992,,,,11261.319
4088,Cuba,80.388153344,,,,11846.399
4089,Cuba,83.013746688,,,,11318.562
4090,Cuba,85.72346368,,,,11499.423
4091,Cuba,88.467243008,,,,11508.903
4092,Cuba,,,,,11127.028
4093,Cuba,,,,,
4094,Cuba,,,,,
4095,Cuba,,,,,
4131,Cyprus,20.776794112,100.0,0.0,0.0,32090.275
4132,Cyprus,21.458608128,100.0,0.0,0.0,31885.08
4133,Cyprus,21.256992768,100.0,0.0,0.0,30896.582
4134,Cyprus,19.989295104,100.0,0.0,0.0,32282.018
4135,Cyprus,20.515725312,99.993,0.007,0.0,30919.066
4136,Cyprus,21.763364864,99.993,0.007,0.0,34039.547
4137,Cyprus,22.869377024,99.988,0.012,0.0,32898.322
4138,Cyprus,23.958491136,99.944,0.026,0.0,32881.13
4139,Cyprus,26.921664512,99.428,0.113,0.0,33131.347
4140,Cyprus,28.517449728,99.266,0.235,0.0,31864.753
4141,Cyprus,28.750800896,98.957,0.559,0.0,30574.303
4142,Cyprus,27.271999488,98.081,1.37,0.0,29931.434
4143,Cyprus,27.581609984,97.315,2.099,0.0,27788.344
4144,Cyprus,26.033086464,96.412,2.969,0.0,24651.741
4145,Cyprus,25.38166272,96.731,2.868,0.0,24494.627
4146,Cyprus,25.799387136,96.135,3.476,0.0,25059.153
4147,Cyprus,26.539999232,96.3,3.375,0.0,27043.816
4148,Cyprus,,96.345,3.348,0.0,27540.713
4149,Cyprus,,96.116,3.562,0.0,27215.923
4150,Cyprus,,95.671,3.926,0.0,27022.732
4151,Cyprus,,,,,
4187,Czechia,202.0,90.539,1.336,7.979,45984.85
4188,Czechia,213.0,90.013,1.465,8.414,47101.698
4189,Czechia,214.0,87.565,1.689,10.595,47303.663
4190,Czechia,220.0,85.114,0.998,13.751,50059.565
4191,Czechia,228.0,85.019,1.345,13.568,51297.283
4192,Czechia,237.0,85.547,1.586,12.861,50418.536
4193,Czechia,249.0,84.968,1.782,13.21,51171.955
4194,Czechia,274.0,84.889,1.73,13.34,50313.034
4195,Czechia,268.0,84.098,1.931,13.717,49013.418
4196,Czechia,269.0,82.456,2.5,14.572,46703.236
4197,Czechia,268.0,82.148,3.009,14.304,48418.054
4198,Czechia,280.0,80.786,3.819,14.688,47221.125
4199,Czechia,282.0,79.343,4.251,15.754,46858.328
4200,Czechia,290.0,78.189,4.951,16.192,45919.769
4201,Czechia,306.0,78.07,4.91,16.237,44877.41
4202,Czechia,320.0,79.616,5.103,14.536,44065.149
4203,Czechia,328.0,80.918,5.136,13.178,43317.375
4204,Czechia,,79.487,5.004,14.743,45162.362
4205,Czechia,,78.869,4.873,15.503,44974.153
4206,Czechia,,78.162,5.183,15.812,44313.391
4207,Czechia,,,,,
4308,Czechoslovakia,253.0,,,,
4309,Czechoslovakia,268.0,,,,
4310,Czechoslovakia,274.0,,,,
4311,Czechoslovakia,281.0,,,,
4312,Czechoslovakia,289.0,,,,
4313,Czechoslovakia,306.0,,,,
4314,Czechoslovakia,326.0,,,,
4315,Czechoslovakia,365.0,,,,
4316,Czechoslovakia,371.0,,,,
4317,Czechoslovakia,380.0,,,,
4318,Czechoslovakia,387.0,,,,
4319,Czechoslovakia,400.0,,,,
4320,Czechoslovakia,410.0,,,,
4321,Czechoslovakia,425.0,,,,
4322,Czechoslovakia,448.0,,,,
4323,Czechoslovakia,467.0,,,,
4324,Czechoslovakia,480.0,,,,
4425,Democratic Republic of Congo,23.171557376,,,,462.379
4426,Democratic Republic of Congo,23.29127936,,,,437.401
4427,Democratic Republic of Congo,24.1659904,,,,444.544
4428,Democratic Republic of Congo,26.175614976,,,,450.325
4429,Democratic Republic of Congo,28.68805632,,,,496.734
4430,Democratic Republic of Congo,32.871591936,,,,526.039
4431,Democratic Republic of Congo,34.919919616,,,,532.952
4432,Democratic Republic of Congo,37.419855872,,,,532.46
4433,Democratic Republic of Congo,40.135294976,,,,477.563
4434,Democratic Republic of Congo,41.719140352,,,,458.467
4435,Democratic Republic of Congo,45.073903616,,,,488.267
4436,Democratic Republic of Congo,48.707162112,,,,501.428
4437,Democratic Republic of Congo,52.116840448,,,,474.367
4438,Democratic Republic of Congo,56.555556864,,,,554.652
4439,Democratic Republic of Congo,61.937659904,,,,637.201
4440,Democratic Republic of Congo,66.1819392,,,,499.685
4441,Democratic Republic of Congo,67.812974592,,,,489.023
4442,Democratic Republic of Congo,,,,,
4443,Democratic Republic of Congo,,,,,
4444,Democratic Republic of Congo,,,,,
4545,Denmark,192.0,93.419,6.581,0.0,44039.562
4546,Denmark,192.0,93.157,6.843,0.0,44007.313
4547,Denmark,196.0,92.08,7.92,0.0,43744.826
4548,Denmark,192.0,91.306,8.694,0.0,46980.671
4549,Denmark,201.0,89.219,10.781,0.0,44250.415
4550,Denmark,206.0,88.553,11.447,0.0,42530.177
4551,Denmark,217.0,90.303,9.678,0.0,46691.122
4552,Denmark,222.0,88.602,11.368,0.0,44026.64
4553,Denmark,228.0,88.459,11.504,0.0,42139.29
4554,Denmark,224.0,87.82,12.123,0.0,39410.724
4555,Denmark,236.0,85.676,14.173,0.0,41166.206
4556,Denmark,243.0,82.255,17.035,0.0,38641.481
4557,Denmark,244.0,79.565,19.16,0.0,35548.083
4558,Denmark,249.0,79.162,19.62,0.0,36956.482
4559,Denmark,251.0,75.95,22.746,0.0,35538.41
4560,Denmark,255.0,73.966,24.696,0.0,34132.576
4561,Denmark,259.0,74.98,23.695,0.0,34302.118
4562,Denmark,,70.858,27.821,0.0,34359.69
4563,Denmark,,71.959,26.718,0.0,33821.545
4564,Denmark,,68.429,30.163,0.0,33534.557
4565,Denmark,,,,,
4586,Djibouti,1.615634944,,,,4925.769
4587,Djibouti,1.525986048,,,,4807.037
4588,Djibouti,1.479971968,,,,4730.738
4589,Djibouti,1.610029952,,,,4823.358
4590,Djibouti,1.680605952,,,,4618.411
4591,Djibouti,1.799532032,,,,4305.978
4592,Djibouti,1.921570048,,,,3963.15
4593,Djibouti,1.941811968,,,,4073.976
4594,Djibouti,2.114946944,,,,4494.341
4595,Djibouti,1.9488,,,,3846.093
4596,Djibouti,1.92437696,,,,4317.455
4597,Djibouti,1.960630016,,,,3207.858
4598,Djibouti,2.095218048,,,,4164.664
4599,Djibouti,2.182752,,,,4225.956
4600,Djibouti,2.532869888,,,,4223.095
4601,Djibouti,2.697624064,,,,4203.994
4602,Djibouti,2.874717952,,,,4186.113
4603,Djibouti,,,,,
4604,Djibouti,,,,,
4605,Djibouti,,,,,
4626,Dominica,0.625936,,,,7506.096
4627,Dominica,0.481024992,,,,8035.098
4628,Dominica,0.504504,,,,7580.98
4629,Dominica,0.472824,,,,8471.398
4630,Dominica,0.475992,,,,10052.191
4631,Dominica,0.500544,,,,9505.052
4632,Dominica,0.547776,,,,9487.068
4633,Dominica,0.595728,,,,11473.53
4634,Dominica,0.677075008,,,,10331.753
4635,Dominica,0.617433984,,,,10499.117
4636,Dominica,0.694011008,,,,10980.92
4637,Dominica,0.652912,,,,11129.594
4638,Dominica,0.674446976,,,,10731.101
4639,Dominica,0.684083008,,,,10725.109
4640,Dominica,0.710217024,,,,11066.595
4641,Dominica,0.705737984,,,,11666.873
4642,Dominica,0.723201984,,,,12773.826
4643,Dominica,,,,,
4644,Dominica,,,,,
4645,Dominica,,,,,
4666,Dominican Republic,63.797911552,,,,10157.57
4667,Dominican Republic,70.083977216,,,,9724.836
4668,Dominican Republic,71.063699456,,,,10125.58
4669,Dominican Republic,67.760832512,,,,9155.834
4670,Dominican Republic,70.368313344,,,,8415.281
4671,Dominican Republic,78.938693632,,,,9103.008
4672,Dominican Republic,87.716773888,,,,8977.418
4673,Dominican Republic,95.96534784,,,,9115.103
4674,Dominican Republic,97.710768128,,,,8948.438
4675,Dominican Republic,104.0,,,,8736.142
4676,Dominican Republic,113.0,,,,9092.287
4677,Dominican Republic,116.0,,,,9263.188
4678,Dominican Republic,120.0,,,,9726.385
4679,Dominican Republic,124.0,,,,9235.985
4680,Dominican Republic,131.0,,,,8779.66
4681,Dominican Republic,140.0,,,,9509.104
4682,Dominican Republic,149.0,,,,10118.515
4683,Dominican Republic,,,,,
4684,Dominican Republic,,,,,
4685,Dominican Republic,,,,,
4841,Ecuador,62.578487296,79.423,20.577,0.0,8102.576
4842,Ecuador,67.085246464,81.274,18.726,0.0,8068.393
4843,Ecuador,74.319634432,79.922,20.078,0.0,7818.3
4844,Ecuador,78.718550016,81.274,18.726,0.0,7813.309
4845,Ecuador,88.135221248,82.196,17.804,0.0,8292.075
4846,Ecuador,101.0,84.27,15.73,0.0,8639.83
4847,Ecuador,108.0,84.606,15.394,0.0,8984.832
4848,Ecuador,114.0,81.45,18.55,0.0,9271.968
4849,Ecuador,126.0,78.455,21.545,0.0,9697.082
4850,Ecuador,124.0,82.051,17.949,0.0,9344.177
4851,Ecuador,135.0,84.902,15.077,0.0,10225.074
4852,Ecuador,150.0,81.772,18.204,0.0,10659.935
4853,Ecuador,157.0,81.151,18.82,0.0,11088.271
4854,Ecuador,168.0,83.516,16.452,0.0,11289.99
4855,Ecuador,173.0,83.615,16.333,0.0,11675.838
4856,Ecuador,173.0,81.301,18.607,0.0,11438.164
4857,Ecuador,169.0,77.44,22.434,0.0,11179.203
4858,Ecuador,,72.901,27.008,0.0,11377.16
4859,Ecuador,,73.733,26.149,0.0,11808.143
4860,Ecuador,,69.48,30.387,0.0,11899.704
4961,Egypt,355.0,92.995,7.005,0.0,8214.753
4962,Egypt,377.0,93.238,6.762,0.0,8490.416
4963,Egypt,388.0,93.558,6.442,0.0,8459.475
4964,Egypt,401.0,94.381,5.619,0.0,8804.76
4965,Egypt,420.0,94.621,5.379,0.0,9049.23
4966,Egypt,449.0,94.976,5.024,0.0,9326.219
4967,Egypt,483.0,95.158,4.842,0.0,9616.348
4968,Egypt,552.0,94.95,5.05,0.0,10005.576
4969,Egypt,653.0,94.927,5.073,0.0,10472.353
4970,Egypt,685.0,95.518,4.482,0.0,10685.744
4971,Egypt,800.0,95.886,4.114,0.0,11017.914
4972,Egypt,919.0,95.878,4.122,0.0,10954.875
4973,Egypt,943.0,96.065,3.935,0.0,11261.334
4974,Egypt,974.0,96.068,3.932,0.0,10928.557
4975,Egypt,1030.0,96.103,3.897,0.0,10656.69
4976,Egypt,1070.0,95.996,4.004,0.0,10674.766
4977,Egypt,1110.0,96.094,3.906,0.0,10998.843
4978,Egypt,,96.293,3.707,0.0,11072.259
4979,Egypt,,96.139,3.861,0.0,11056.037
4980,Egypt,,95.444,4.556,0.0,10753.0
5001,El Salvador,29.694599168,,,,4817.335
5002,El Salvador,30.590916608,,,,4981.14
5003,El Salvador,32.13048832,,,,5139.578
5004,El Salvador,33.779519488,,,,5467.195
5005,El Salvador,34.909671424,,,,5430.588
5006,El Salvador,37.999280128,,,,5608.457
5007,El Salvador,40.238567424,,,,5959.382
5008,El Salvador,43.100311552,,,,6187.918
5009,El Salvador,43.939897344,,,,6054.675
5010,El Salvador,42.01797632,,,,5806.326
5011,El Salvador,43.937521664,,,,5998.242
5012,El Salvador,46.189703168,,,,6067.919
5013,El Salvador,47.40016128,,,,6031.892
