,country,gdp,low_carbon_share_energy,population,energy_per_capita
8846,Libya,184.0,,6134000.0,40791.806
8847,Libya,192.0,,6198000.0,43050.016
8848,Libya,74.353934336,,6247000.0,27827.051
8849,Libya,167.0,,6286000.0,34637.355
8850,Libya,79.982649344,,6320000.0,36339.124
8851,Libya,60.79158272,,6362000.0,35739.323
8852,Libya,54.591766528,,6418000.0,30933.974
8853,Libya,52.964032512,,6492000.0,32575.981
8854,Libya,,,6581000.0,
8855,Libya,,,6679000.0,
8856,Libya,,,6777000.0,
8877,Lithuania,38.858665984,31.404,3502000.0,22121.845
8878,Lithuania,41.505021952,35.642,3474000.0,26053.74
8879,Lithuania,42.848641024,41.206,3445000.0,28006.107
8880,Lithuania,46.49873408,42.601,3414000.0,29626.415
8881,Lithuania,46.993072128,41.206,3381000.0,30174.544
8882,Lithuania,49.919520768,31.296,3344000.0,27751.436
8883,Lithuania,53.43832064,27.308,3303000.0,26928.53
8884,Lithuania,58.199494656,28.432,3259000.0,29851.861
8885,Lithuania,59.742826496,28.734,3213000.0,30010.036
8886,Lithuania,54.13711872,34.211,3167000.0,27934.129
8887,Lithuania,56.762298368,3.625,3124000.0,20972.395
8888,Lithuania,61.255319552,4.238,3083000.0,22055.47
8889,Lithuania,66.443116544,4.463,3046000.0,22411.06
8890,Lithuania,69.114494976,6.207,3009000.0,20916.116
8891,Lithuania,72.08972288,6.331,2971000.0,20430.443
8892,Lithuania,73.384935424,6.704,2932000.0,21618.312
8893,Lithuania,75.063795712,8.146,2890000.0,22310.548
8894,Lithuania,,9.318,2845000.0,23917.938
8895,Lithuania,,7.799,2801000.0,24403.55
8896,Lithuania,,8.88,2760000.0,24641.049
8897,Lithuania,,,,
8933,Luxembourg,27.865122816,1.275,436000.0,85248.605
8934,Luxembourg,25.977962496,1.162,440000.0,90523.374
8935,Luxembourg,26.32070144,0.953,444000.0,98081.166
8936,Luxembourg,25.401974784,0.842,447000.0,102168.134
8937,Luxembourg,24.444045312,1.022,452000.0,114452.44
8938,Luxembourg,24.792096768,1.071,458000.0,114632.216
8939,Luxembourg,26.457731072,1.273,466000.0,110654.876
8940,Luxembourg,28.851822592,1.404,475000.0,105385.992
8941,Luxembourg,27.093080064,1.5,485000.0,102446.77
8942,Luxembourg,27.56675584,1.479,497000.0,95607.461
8943,Luxembourg,29.648912384,1.397,508000.0,98496.259
8944,Luxembourg,28.096120832,1.307,519000.0,93918.885
8945,Luxembourg,30.788435968,1.658,531000.0,90121.063
8946,Luxembourg,30.693855232,2.079,543000.0,83946.778
8947,Luxembourg,37.246500864,2.292,555000.0,79552.018
8948,Luxembourg,38.716084224,2.54,567000.0,75678.345
8949,Luxembourg,40.329289728,2.715,579000.0,73131.15
8950,Luxembourg,,3.4,592000.0,74567.402
8951,Luxembourg,,3.682,604000.0,76501.105
8952,Luxembourg,,4.061,616000.0,76658.118
8953,Luxembourg,,,,
8974,Macau,,,,
8975,Macau,,,,
8976,Macau,,,,
8977,Macau,,,,
8978,Macau,,,,
8979,Macau,,,,
8980,Macau,,,,
8981,Macau,,,,
8982,Macau,,,,
8983,Macau,,,,
8984,Macau,,,,
8985,Macau,,,,
8986,Macau,,,,
8987,Macau,,,,
8988,Macau,,,,
8989,Macau,,,,
8990,Macau,,,,
8991,Macau,,,,
8992,Macau,,,,
8993,Macau,,,,
9094,Madagascar,15.319199744,,15767000.0,606.287
9095,Madagascar,16.233675776,,16261000.0,571.272
9096,Madagascar,15.025016832,,16765000.0,429.558
9097,Madagascar,17.003139072,,17279000.0,533.401
9098,Madagascar,18.643017728,,17803000.0,562.914
9099,Madagascar,19.872671744,,18337000.0,531.153
9100,Madagascar,20.984625152,,18880000.0,509.378
9101,Madagascar,21.565063168,,19434000.0,528.071
9102,Madagascar,23.832631296,,19996000.0,544.133
9103,Madagascar,24.297836544,,20569000.0,467.41
9104,Madagascar,27.121946624,,21152000.0,480.856
9105,Madagascar,28.85408768,,21744000.0,530.516
9106,Madagascar,29.838780416,,22347000.0,605.228
9107,Madagascar,29.762883584,,22961000.0,632.28
9108,Madagascar,29.744963584,,23590000.0,651.82
9109,Madagascar,30.67114496,,24234000.0,684.998
9110,Madagascar,31.9300096,,24894000.0,693.316
9111,Madagascar,,,25571000.0,
9112,Madagascar,,,26262000.0,
9113,Madagascar,,,26969000.0,
9134,Malawi,9.89894656,,11149000.0,589.575
9135,Malawi,9.22759168,,11432000.0,558.373
9136,Malawi,10.640904192,,11714000.0,541.435
9137,Malawi,11.015154688,,12000000.0,562.485
9138,Malawi,12.988598272,,12302000.0,588.235
9139,Malawi,13.853041664,,12626000.0,553.659
9140,Malawi,13.474883584,,12974000.0,558.083
9141,Malawi,16.27039232,,13342000.0,540.975
9142,Malawi,18.23842304,,13728000.0,603.095
9143,Malawi,14.905150464,,14128000.0,548.243
9144,Malawi,15.376186368,,14540000.0,640.777
9145,Malawi,17.638612992,,14962000.0,616.433
9146,Malawi,16.63978496,,15396000.0,547.153
9147,Malawi,17.653813248,,15839000.0,506.545
9148,Malawi,17.067620352,,16290000.0,513.33
9149,Malawi,17.570879488,,16745000.0,399.461
9150,Malawi,17.973999616,,17205000.0,474.767
9151,Malawi,,,17670000.0,
9152,Malawi,,,18143000.0,
9153,Malawi,,,18629000.0,
9254,Malaysia,278.0,3.446,23194000.0,26290.508
9255,Malaysia,274.0,2.984,23709000.0,25898.327
9256,Malaysia,293.0,2.43,24208000.0,27126.797
9257,Malaysia,311.0,2.101,24699000.0,28915.234
9258,Malaysia,342.0,2.187,25191000.0,30221.655
9259,Malaysia,380.0,2.186,25691000.0,31614.638
9260,Malaysia,396.0,2.2,26202000.0,32209.853
9261,Malaysia,435.0,1.982,26720000.0,33691.547
9262,Malaysia,476.0,2.436,27236000.0,34228.969
9263,Malaysia,453.0,2.406,27735000.0,32565.279
9264,Malaysia,489.0,2.136,28208000.0,32996.698
9265,Malaysia,545.0,2.58,28651000.0,33634.663
9266,Malaysia,577.0,2.676,29068000.0,35625.245
9267,Malaysia,614.0,3.082,29469000.0,36770.269
9268,Malaysia,628.0,3.327,29867000.0,36643.052
9269,Malaysia,659.0,3.407,30271000.0,36669.698
9270,Malaysia,687.0,4.538,30685000.0,38095.509
9271,Malaysia,,5.885,31105000.0,38156.889
9272,Malaysia,,5.906,31528000.0,37070.936
9273,Malaysia,,6.009,31950000.0,37053.569
9294,Maldives,,,279000.0,10266.634
9295,Maldives,,,286000.0,8397.862
9296,Maldives,,,294000.0,9767.834
9297,Maldives,,,303000.0,8239.749
9298,Maldives,,,311000.0,10500.978
9299,Maldives,,,320000.0,9239.765
9300,Maldives,,,327000.0,11458.52
9301,Maldives,,,335000.0,11588.75
9302,Maldives,,,343000.0,12305.129
9303,Maldives,,,353000.0,12702.929
9304,Maldives,,,366000.0,12384.417
9305,Maldives,,,380000.0,12891.133
9306,Maldives,,,397000.0,15706.097
9307,Maldives,,,416000.0,15805.75
9308,Maldives,,,435000.0,20249.263
9309,Maldives,,,455000.0,14535.106
9310,Maldives,,,476000.0,14105.764
9311,Maldives,,,496000.0,
9312,Maldives,,,516000.0,
9313,Maldives,,,531000.0,
9334,Mali,9.765090304,,10946000.0,399.723
9335,Mali,11.500147712,,11272000.0,391.96
9336,Mali,11.494418432,,11617000.0,386.155
9337,Mali,12.020191232,,11983000.0,376.046
9338,Mali,12.708559872,,12369000.0,378.852
9339,Mali,13.582685184,,12776000.0,419.364
9340,Mali,14.892894208,,13203000.0,468.947
9341,Mali,16.007304192,,13651000.0,522.896
9342,Mali,17.907955712,,14114000.0,605.509
9343,Mali,19.762229248,,14581000.0,811.947
9344,Mali,21.704421376,,15049000.0,797.054
9345,Mali,21.012000768,,15515000.0,843.766
9346,Mali,20.308795392,,15979000.0,870.469
9347,Mali,21.323548672,,16450000.0,874.985
9348,Mali,22.955268096,,16934000.0,866.956
9349,Mali,24.329658368,,17439000.0,900.068
9350,Mali,25.631920128,,17965000.0,937.768
9351,Mali,,,18512000.0,
9352,Mali,,,19078000.0,
9353,Mali,,,19658000.0,
9374,Malta,9.422896128,,394000.0,47029.539
9375,Malta,8.356619776,,396000.0,51548.354
9376,Malta,8.672818176,,399000.0,49917.939
9377,Malta,8.824807424,,401000.0,57724.377
9378,Malta,8.38804224,,403000.0,60295.262
9379,Malta,8.74158592,,405000.0,51185.818
9380,Malta,9.019247616,,406000.0,52181.59
9381,Malta,9.49984256,,408000.0,56565.37
9382,Malta,9.540683776,,409000.0,58440.272
9383,Malta,10.187004928,,412000.0,61822.525
9384,Malta,10.302401536,,414000.0,73471.258
9385,Malta,10.001948672,,418000.0,69208.38
9386,Malta,10.128,,422000.0,65399.684
9387,Malta,10.31218176,,426000.0,61519.378
9388,Malta,10.750430208,,430000.0,62420.999
9389,Malta,11.53441792,,434000.0,64895.951
9390,Malta,12.121667584,,436000.0,74465.286
9391,Malta,,,438000.0,
9392,Malta,,,439000.0,
9393,Malta,,,440000.0,
9394,Malta,,,,
9415,Martinique,,,387000.0,24333.383
9416,Martinique,,,390000.0,24233.514
9417,Martinique,,,393000.0,24965.526
9418,Martinique,,,395000.0,24483.994
9419,Martinique,,,396000.0,24505.36
9420,Martinique,,,397000.0,23984.886
9421,Martinique,,,398000.0,23820.113
9422,Martinique,,,398000.0,24740.739
9423,Martinique,,,398000.0,24863.328
9424,Martinique,,,397000.0,24886.126
9425,Martinique,,,395000.0,24993.967
9426,Martinique,,,392000.0,26252.616
9427,Martinique,,,388000.0,26930.052
9428,Martinique,,,385000.0,27354.186
9429,Martinique,,,381000.0,28595.319
9430,Martinique,,,378000.0,28599.561
9431,Martinique,,,377000.0,28376.165
9432,Martinique,,,376000.0,
9433,Martinique,,,376000.0,
9434,Martinique,,,376000.0,
9455,Mauritania,4.864444928,,2630000.0,1917.923
9456,Mauritania,4.972908032,,2702000.0,1948.0
9457,Mauritania,5.411392,,2778000.0,2034.392
9458,Mauritania,6.218496,,2857000.0,2046.33
9459,Mauritania,6.529712128,,2939000.0,2144.385
9460,Mauritania,7.515023872,,3024000.0,2154.736
9461,Mauritania,8.462281216,,3112000.0,2040.955
9462,Mauritania,8.439211008,,3203000.0,2257.955
9463,Mauritania,8.233225216,,3296000.0,2698.925
9464,Mauritania,7.966433792,,3393000.0,2602.379
9465,Mauritania,9.15988992,,3494000.0,2508.44
9466,Mauritania,10.187327488,,3599000.0,2621.158
9467,Mauritania,10.396104704,,3707000.0,2818.337
9468,Mauritania,10.083653632,,3817000.0,2472.111
9469,Mauritania,11.806569472,,3931000.0,2878.686
9470,Mauritania,11.952831488,,4046000.0,2836.773
9471,Mauritania,12.159839232,,4164000.0,2725.641
9472,Mauritania,,,4283000.0,
9473,Mauritania,,,4403000.0,
9474,Mauritania,,,4526000.0,
9495,Mauritius,17.434200064,,1185000.0,13487.524
9496,Mauritius,17.021184,,1194000.0,13642.442
9497,Mauritius,17.094880256,,1202000.0,13332.903
9498,Mauritius,16.891314176,,1209000.0,13548.063
9499,Mauritius,16.85376,,1216000.0,13895.959
9500,Mauritius,16.211206144,,1222000.0,14828.943
9501,Mauritius,17.310195712,,1228000.0,15419.387
9502,Mauritius,19.135696896,,1234000.0,15929.781
9503,Mauritius,19.303647232,,1239000.0,16327.415
9504,Mauritius,19.882739712,,1244000.0,15697.437
9505,Mauritius,20.518957056,,1248000.0,16857.906
9506,Mauritius,21.49383168,,1251000.0,17248.379
9507,Mauritius,22.071529472,,1253000.0,17390.906
9508,Mauritius,22.45284864,,1255000.0,17603.08
9509,Mauritius,23.633235968,,1257000.0,18117.277
9510,Mauritius,24.467060736,,1259000.0,18550.336
9511,Mauritius,25.41249536,,1262000.0,19921.093
9512,Mauritius,,,1264000.0,
9513,Mauritius,,,1267000.0,
9514,Mauritius,,,1270000.0,
9615,Mexico,1120.0,8.135,98900000.0,16462.887
9616,Mexico,1130.0,7.453,100298000.0,16034.801
9617,Mexico,1140.0,6.777,101685000.0,16330.42
9618,Mexico,1170.0,6.128,103081000.0,16243.761
9619,Mexico,1260.0,6.443,104515000.0,16883.984
9620,Mexico,1360.0,6.741,106005000.0,17715.447
9621,Mexico,1450.0,6.794,107560000.0,18011.859
9622,Mexico,1520.0,6.362,109171000.0,17838.423
9623,Mexico,1570.0,7.646,110815000.0,17942.795
9624,Mexico,1480.0,6.094,112464000.0,17539.323
9625,Mexico,1590.0,6.704,114093000.0,17794.833
9626,Mexico,1720.0,6.8,115695000.0,18391.381
9627,Mexico,1740.0,6.22,117274000.0,18251.57
9628,Mexico,1770.0,6.185,118827000.0,18089.592
9629,Mexico,1810.0,7.513,120355000.0,17765.011
9630,Mexico,1860.0,7.074,121858000.0,17525.65
9631,Mexico,1880.0,6.988,123333000.0,17534.79
9632,Mexico,,7.203,124777000.0,17576.573
9633,Mexico,,8.033,126191000.0,17243.103
9634,Mexico,,8.518,127576000.0,16810.783
9635,Mexico,,,,
9819,Moldova,7.562399232,,4203000.0,7594.302
9820,Moldova,7.859367936,,4187000.0,7428.628
9821,Moldova,8.643231744,,4178000.0,8112.326
9822,Moldova,9.611712512,,4173000.0,8787.237
9823,Moldova,10.048551936,,4168000.0,8140.905
9824,Moldova,11.168256,,4159000.0,8904.373
9825,Moldova,12.20376576,,4146000.0,9420.031
9826,Moldova,12.622106624,,4130000.0,8245.235
9827,Moldova,13.41298688,,4113000.0,8587.308
9828,Moldova,13.515583488,,4098000.0,8062.999
9829,Moldova,15.67081984,,4086000.0,7992.919
9830,Moldova,18.154211328,,4079000.0,7950.775
9831,Moldova,18.142212096,,4076000.0,10904.403
9832,Moldova,19.110815744,,4075000.0,10567.608
9833,Moldova,19.922399232,,4073000.0,10280.992
9834,Moldova,19.842347008,,4071000.0,9413.235
9835,Moldova,20.63647744,,4066000.0,9391.908
9836,Moldova,,,4060000.0,
9837,Moldova,,,4052000.0,
9838,Moldova,,,4043000.0,
9939,Mongolia,6.7357568,,2397000.0,13805.292
9940,Mongolia,7.53420288,,2420000.0,13664.239
9941,Mongolia,8.300105216,,2443000.0,14456.578
9942,Mongolia,9.092790272,,2469000.0,13891.338
9943,Mongolia,10.779912192,,2496000.0,14096.989
9944,Mongolia,12.86168576,,2526000.0,14251.814
9945,Mongolia,15.202941952,,2559000.0,15458.23
9946,Mongolia,17.53961472,,2594000.0,16283.844
9947,Mongolia,19.005868032,,2632000.0,16182.504
9948,Mongolia,18.427742208,,2674000.0,16329.769
9949,Mongolia,20.83632128,,2720000.0,17136.116
9950,Mongolia,26.811267072,,2770000.0,17912.662
9951,Mongolia,30.912770048,,2825000.0,19494.899
9952,Mongolia,32.288256,,2882000.0,19919.671
9953,Mongolia,32.586354688,,2940000.0,19074.777
9954,Mongolia,33.339027456,,2998000.0,18821.358
9955,Mongolia,33.659254784,,3056000.0,19272.834
9956,Mongolia,,,3114000.0,
9957,Mongolia,,,3170000.0,
9958,Mongolia,,,3225000.0,
9959,Mongolia,,,,
9960,Montenegro,5.257224192,,614000.0,
9961,Montenegro,5.621417984,,613000.0,
9962,Montenegro,5.482080256,,613000.0,
9963,Montenegro,5.629890048,,614000.0,
9964,Montenegro,5.916175872,,615000.0,
9965,Montenegro,6.256749056,,616000.0,
9966,Montenegro,8.11369984,,618000.0,22033.862
9967,Montenegro,9.354359808,,620000.0,18880.794
9968,Montenegro,10.20661248,,621000.0,22711.052
9969,Montenegro,9.606912,,623000.0,20032.368
9970,Montenegro,9.695511552,,624000.0,26932.859
9971,Montenegro,10.424513536,,625000.0,19711.638
9972,Montenegro,10.320813056,,626000.0,19746.164
9973,Montenegro,10.681120768,,626000.0,23969.58
9974,Montenegro,10.986949632,,627000.0,20447.199
9975,Montenegro,11.476486144,,627000.0,20044.236
9976,Montenegro,11.767379968,,627000.0,19890.785
9977,Montenegro,,,628000.0,
9978,Montenegro,,,628000.0,
9979,Montenegro,,,628000.0,
10000,Montserrat,,,5000.0,23283.381
10001,Montserrat,,,5000.0,23283.381
10002,Montserrat,,,4000.0,41950.07
10003,Montserrat,,,5000.0,33560.056
10004,Montserrat,,,5000.0,33560.056
10005,Montserrat,,,5000.0,33560.056
10006,Montserrat,,,5000.0,33560.056
10007,Montserrat,,,5000.0,37304.367
10008,Montserrat,,,5000.0,47893.263
10009,Montserrat,,,5000.0,40495.809
10010,Montserrat,,,5000.0,54109.652
10011,Montserrat,,,5000.0,37404.804
10012,Montserrat,,,5000.0,36287.917
10013,Montserrat,,,5000.0,45723.492
10014,Montserrat,,,5000.0,42696.023
10015,Montserrat,,,5000.0,48283.041
10016,Montserrat,,,5000.0,47619.586
10017,Montserrat,,,5000.0,
10018,Montserrat,,,5000.0,
10019,Montserrat,,,5000.0,
10120,Morocco,133.0,1.851,28794000.0,4074.575
10121,Morocco,135.0,2.326,29126000.0,4350.593
10122,Morocco,134.0,2.187,29455000.0,4409.376
10123,Morocco,139.0,3.443,29783000.0,4369.333
10124,Morocco,138.0,3.27,30115000.0,4921.561
10125,Morocco,137.0,1.958,30456000.0,5282.52
10126,Morocco,151.0,1.898,30805000.0,5328.944
10127,Morocco,163.0,1.929,31164000.0,5217.657
10128,Morocco,185.0,1.786,31537000.0,5691.192
10129,Morocco,199.0,4.441,31929000.0,5475.095
10130,Morocco,215.0,5.553,32343000.0,5991.063
10131,Morocco,238.0,3.432,32782000.0,6213.307
10132,Morocco,244.0,2.932,33242000.0,6234.444
10133,Morocco,251.0,4.818,33716000.0,6304.272
10134,Morocco,249.0,4.202,34192000.0,6308.411
10135,Morocco,260.0,5.086,34664000.0,6328.655
10136,Morocco,264.0,5.282,35126000.0,6312.383
10137,Morocco,,4.99,35581000.0,6526.613
10138,Morocco,,6.715,36029000.0,6661.278
10139,Morocco,,7.086,36472000.0,7227.94
10240,Mozambique,10.63529984,,17712000.0,1945.969
10241,Mozambique,11.516837888,,18222000.0,2252.233
10242,Mozambique,14.08128,,18764000.0,2276.23
10243,Mozambique,15.496326144,,19331000.0,2041.225
10244,Mozambique,16.16175616,,19911000.0,2031.479
10245,Mozambique,17.53472,,20494000.0,2224.017
10246,Mozambique,18.381838336,,21080000.0,2389.45
10247,Mozambique,19.302912,,21673000.0,2612.589
10248,Mozambique,20.3634176,,22277000.0,2374.847
10249,Mozambique,20.7784448,,22895000.0,2566.869
10250,Mozambique,21.11772672,,23532000.0,2452.63
10251,Mozambique,20.700575744,,24188000.0,2665.185
10252,Mozambique,21.8083328,,24863000.0,2744.315
10253,Mozambique,26.364755968,,25561000.0,2796.325
10254,Mozambique,29.544933376,,26286000.0,3041.725
10255,Mozambique,31.50997504,,27042000.0,3169.034
10256,Mozambique,32.568367104,,27830000.0,3497.846
10257,Mozambique,,,28649000.0,
10258,Mozambique,,,29496000.0,
10259,Mozambique,,,30366000.0,
10360,Myanmar,65.653415936,,46720000.0,1069.606
10361,Myanmar,68.594200576,,47225000.0,981.267
10362,Myanmar,68.128731136,,47702000.0,1100.173
10363,Myanmar,78.57954816,,48149000.0,1255.539
10364,Myanmar,84.990066688,,48564000.0,1272.681
10365,Myanmar,99.614457856,,48950000.0,1627.612
10366,Myanmar,112.0,,49301000.0,1540.092
10367,Myanmar,125.0,,49621000.0,1637.336
10368,Myanmar,139.0,,49930000.0,1491.713
10369,Myanmar,144.0,,50250000.0,1369.028
10370,Myanmar,175.0,,50601000.0,1380.698
10371,Myanmar,203.0,,50991000.0,1511.933
10372,Myanmar,240.0,,51414000.0,1777.518
10373,Myanmar,267.0,,51852000.0,1999.303
10374,Myanmar,297.0,,52281000.0,2326.593
10375,Myanmar,319.0,,52681000.0,2603.32
10376,Myanmar,339.0,,53045000.0,2843.076
10377,Myanmar,,,53383000.0,
10378,Myanmar,,,53708000.0,
10379,Myanmar,,,54045000.0,
10390,Namibia,9.77311232,,1795000.0,6648.216
10391,Namibia,10.151799808,,1824000.0,7486.193
10392,Namibia,10.565805056,,1852000.0,6854.899
10393,Namibia,10.619352064,,1879000.0,7129.113
10394,Namibia,11.540941824,,1908000.0,7260.22
10395,Namibia,12.607352832,,1938000.0,7516.227
10396,Namibia,13.91402496,,1971000.0,7260.915
10397,Namibia,14.416287744,,2007000.0,7328.955
10398,Namibia,15.927875584,,2043000.0,7604.779
10399,Namibia,15.740582912,,2081000.0,7633.284
10400,Namibia,16.241519616,,2119000.0,7620.351
10401,Namibia,18.161442816,,2157000.0,7860.361
10402,Namibia,20.64806912,,2195000.0,8106.874
10403,Namibia,21.81101568,,2234000.0,7936.662
10404,Namibia,26.872559616,,2273000.0,8388.816
10405,Namibia,28.29779968,,2315000.0,8674.72
10406,Namibia,28.601075712,,2358000.0,8577.086
10407,Namibia,,,2403000.0,
10408,Namibia,,,2448000.0,
10409,Namibia,,,2495000.0,
10430,Nauru,,,10000.0,45818.561
10431,Nauru,,,10000.0,41528.247
10432,Nauru,,,10000.0,38981.136
10433,Nauru,,,10000.0,34946.543
10434,Nauru,,,10000.0,32797.365
10435,Nauru,,,10000.0,32139.718
10436,Nauru,,,10000.0,23401.094
10437,Nauru,,,10000.0,22791.141
10438,Nauru,,,10000.0,23181.127
10439,Nauru,,,10000.0,22532.57
10440,Nauru,,,10000.0,23750.951
10441,Nauru,,,10000.0,21398.642
10442,Nauru,,,10000.0,23206.176
10443,Nauru,,,10000.0,26306.39
10444,Nauru,,,10000.0,27601.535
10445,Nauru,,,10000.0,28609.684
10446,Nauru,,,10000.0,29983.823
10447,Nauru,,,11000.0,
10448,Nauru,,,11000.0,
10449,Nauru,,,11000.0,
10550,Nepal,32.69390336,,23941000.0,601.597
10551,Nepal,31.291969536,,24347000.0,625.955
10552,Nepal,31.239350272,,24726000.0,648.4
10553,Nepal,34.355130368,,25081000.0,678.172
10554,Nepal,33.360314368,,25419000.0,663.44
10555,Nepal,34.170015744,,25745000.0,679.271
10556,Nepal,36.008890368,,26067000.0,660.292
10557,Nepal,38.495072256,,26383000.0,630.604
10558,Nepal,42.740711424,,26667000.0,710.617
10559,Nepal,48.572407808,,26884000.0,801.943
10560,Nepal,53.914607616,,27013000.0,849.062
10561,Nepal,59.280310272,,27041000.0,897.919
10562,Nepal,65.186848768,,26989000.0,948.769
10563,Nepal,67.614973952,,26917000.0,996.539
10564,Nepal,72.787582976,,26906000.0,1083.285
10565,Nepal,74.763542528,,27015000.0,961.595
10566,Nepal,75.081924608,,27263000.0,1720.801
10567,Nepal,,,27633000.0,
10568,Nepal,,,28096000.0,
10569,Nepal,,,28609000.0,
10670,Netherlands,636.0,1.909,15926000.0,63140.547
10671,Netherlands,642.0,1.926,16018000.0,65184.944
10672,Netherlands,650.0,2.072,16110000.0,64825.115
10673,Netherlands,638.0,2.069,16201000.0,64897.233
10674,Netherlands,651.0,2.278,16287000.0,66713.38
10675,Netherlands,694.0,2.78,16367000.0,67757.136
10676,Netherlands,729.0,2.883,16440000.0,66070.332
10677,Netherlands,778.0,3.188,16507000.0,66915.166
10678,Netherlands,781.0,3.612,16568000.0,65829.55
10679,Netherlands,749.0,4.092,16626000.0,64649.683
10680,Netherlands,738.0,3.72,16683000.0,68190.147
10681,Netherlands,744.0,4.274,16738000.0,65052.642
10682,Netherlands,761.0,4.401,16792000.0,62720.376
10683,Netherlands,817.0,4.155,16844000.0,60660.94
10684,Netherlands,805.0,4.625,16893000.0,57127.701
10685,Netherlands,821.0,4.992,16938000.0,57672.171
10686,Netherlands,839.0,5.036,16981000.0,58544.933
10687,Netherlands,,5.795,17021000.0,57622.291
10688,Netherlands,,6.427,17060000.0,57413.458
10689,Netherlands,,7.533,17097000.0,57046.584
10690,Netherlands,,,,
10711,Netherlands Antilles,,,,
10712,Netherlands Antilles,,,,
10713,Netherlands Antilles,,,,
10714,Netherlands Antilles,,,,
10715,Netherlands Antilles,,,,
10716,Netherlands Antilles,,,,
10717,Netherlands Antilles,,,,
10718,Netherlands Antilles,,,,
10719,Netherlands Antilles,,,,
10720,Netherlands Antilles,,,,
10721,Netherlands Antilles,,,,
10722,Netherlands Antilles,,,,
10723,Netherlands Antilles,,,,
10724,Netherlands Antilles,,,,
10725,Netherlands Antilles,,,,
10726,Netherlands Antilles,,,,
10727,Netherlands Antilles,,,,
10728,Netherlands Antilles,,,,
10729,Netherlands Antilles,,,,
10730,Netherlands Antilles,,,,
10751,New Caledonia,,,217000.0,45981.349
10752,New Caledonia,,,221000.0,43160.745
10753,New Caledonia,,,225000.0,45948.066
10754,New Caledonia,,,229000.0,48885.975
10755,New Caledonia,,,233000.0,46634.068
10756,New Caledonia,,,236000.0,50551.938
10757,New Caledonia,,,240000.0,48966.879
10758,New Caledonia,,,243000.0,51892.796
10759,New Caledonia,,,247000.0,51245.744
10760,New Caledonia,,,250000.0,50760.993
10761,New Caledonia,,,254000.0,58441.113
10762,New Caledonia,,,257000.0,60611.775
10763,New Caledonia,,,261000.0,59843.885
10764,New Caledonia,,,264000.0,62414.44
10765,New Caledonia,,,268000.0,69264.614
10766,New Caledonia,,,271000.0,71450.188
10767,New Caledonia,,,274000.0,77854.039
10768,New Caledonia,,,277000.0,
10769,New Caledonia,,,280000.0,
10770,New Caledonia,,,283000.0,
10806,New Zealand,98.350137344,34.591,3859000.0,58338.667
10807,New Zealand,101.0,31.031,3908000.0,57177.998
10808,New Zealand,105.0,33.458,3963000.0,58323.529
10809,New Zealand,107.0,32.637,4022000.0,55784.04
10810,New Zealand,108.0,36.028,4080000.0,56749.15
10811,New Zealand,110.0,33.092,4135000.0,54197.493
10812,New Zealand,112.0,33.211,4186000.0,53997.912
10813,New Zealand,121.0,33.737,4233000.0,53300.273
10814,New Zealand,122.0,32.834,4278000.0,52881.352
10815,New Zealand,127.0,36.182,4323000.0,52189.596
10816,New Zealand,133.0,37.067,4370000.0,52773.918
10817,New Zealand,138.0,37.784,4419000.0,52376.782
10818,New Zealand,138.0,35.116,4468000.0,52098.469
10819,New Zealand,144.0,35.134,4519000.0,51675.785
10820,New Zealand,148.0,35.779,4568000.0,53559.134
10821,New Zealand,153.0,36.209,4615000.0,53523.525
10822,New Zealand,159.0,37.19,4659000.0,53336.116
10823,New Zealand,,35.542,4702000.0,53534.502
10824,New Zealand,,36.672,4743000.0,52598.183
10825,New Zealand,,35.4,4783000.0,53224.651
10826,New Zealand,,,,
10847,Nicaragua,13.25498368,,5069000.0,3184.774
10848,Nicaragua,13.825984512,,5145000.0,3346.432
10849,Nicaragua,14.166267904,,5219000.0,3363.045
10850,Nicaragua,14.867095552,,5292000.0,3522.555
10851,Nicaragua,15.739982848,,5365000.0,3618.791
10852,Nicaragua,17.065079808,,5439000.0,3621.888
10853,Nicaragua,17.786216448,,5514000.0,3589.936
10854,Nicaragua,19.192991744,,5590000.0,3686.209
10855,Nicaragua,20.283103232,,5667000.0,3683.634
10856,Nicaragua,20.667930624,,5746000.0,3644.344
10857,Nicaragua,21.934055424,,5824000.0,3722.443
10858,Nicaragua,23.734874112,,5903000.0,3861.395
10859,Nicaragua,24.177887232,,5983000.0,3856.455
10860,Nicaragua,25.03742464,,6062000.0,4041.769
10861,Nicaragua,26.4608768,,6143000.0,4234.379
10862,Nicaragua,27.761692672,,6223000.0,4522.92
10863,Nicaragua,29.071224832,,6304000.0,4629.056
10864,Nicaragua,,,6385000.0,
10865,Nicaragua,,,6466000.0,
10866,Nicaragua,,,6546000.0,
10967,Niger,7.190411776,,11332000.0,274.99
10968,Niger,7.874376192,,11751000.0,257.949
10969,Niger,8.302315008,,12190000.0,266.312
10970,Niger,8.92064768,,12648000.0,281.997
10971,Niger,8.600471552,,13126000.0,295.375
10972,Niger,9.017536512,,13624000.0,263.744
10973,Niger,9.588882432,,14144000.0,251.496
10974,Niger,9.844835328,,14685000.0,259.322
10975,Niger,10.672463872,,15251000.0,280.01
10976,Niger,11.246819328,,15843000.0,317.897
10977,Niger,13.083209728,,16464000.0,385.358
10978,Niger,12.65216512,,17115000.0,368.836
