,country,gdp,low_carbon_share_energy,population,energy_per_capita
4557,Denmark,244.0,19.16,5611000.0,35548.083
4558,Denmark,249.0,19.62,5638000.0,36956.482
4559,Denmark,251.0,22.746,5664000.0,35538.41
4560,Denmark,255.0,24.696,5689000.0,34132.576
4561,Denmark,259.0,23.695,5711000.0,34302.118
4562,Denmark,,27.821,5732000.0,34359.69
4563,Denmark,,26.718,5752000.0,33821.545
4564,Denmark,,30.163,5772000.0,33534.557
4565,Denmark,,,,
4586,Djibouti,1.615634944,,718000.0,4925.769
4587,Djibouti,1.525986048,,733000.0,4807.037
4588,Djibouti,1.479971968,,747000.0,4730.738
4589,Djibouti,1.610029952,,760000.0,4823.358
4590,Djibouti,1.680605952,,772000.0,4618.411
4591,Djibouti,1.799532032,,783000.0,4305.978
4592,Djibouti,1.921570048,,795000.0,3963.15
4593,Djibouti,1.941811968,,805000.0,4073.976
4594,Djibouti,2.114946944,,816000.0,4494.341
4595,Djibouti,1.9488,,828000.0,3846.093
4596,Djibouti,1.92437696,,840000.0,4317.455
4597,Djibouti,1.960630016,,854000.0,3207.858
4598,Djibouti,2.095218048,,868000.0,4164.664
4599,Djibouti,2.182752,,883000.0,4225.956
4600,Djibouti,2.532869888,,899000.0,4223.095
4601,Djibouti,2.697624064,,914000.0,4203.994
4602,Djibouti,2.874717952,,929000.0,4186.113
4603,Djibouti,,,944000.0,
4604,Djibouti,,,959000.0,
4605,Djibouti,,,974000.0,
4626,Dominica,0.625936,,70000.0,7506.096
4627,Dominica,0.481024992,,70000.0,8035.098
4628,Dominica,0.504504,,70000.0,7580.98
4629,Dominica,0.472824,,70000.0,8471.398
4630,Dominica,0.475992,,70000.0,10052.191
4631,Dominica,0.500544,,71000.0,9505.052
4632,Dominica,0.547776,,71000.0,9487.068
4633,Dominica,0.595728,,71000.0,11473.53
4634,Dominica,0.677075008,,71000.0,10331.753
4635,Dominica,0.617433984,,71000.0,10499.117
4636,Dominica,0.694011008,,71000.0,10980.92
4637,Dominica,0.652912,,71000.0,11129.594
4638,Dominica,0.674446976,,71000.0,10731.101
4639,Dominica,0.684083008,,71000.0,10725.109
4640,Dominica,0.710217024,,71000.0,11066.595
4641,Dominica,0.705737984,,71000.0,11666.873
4642,Dominica,0.723201984,,71000.0,12773.826
4643,Dominica,,,71000.0,
4644,Dominica,,,72000.0,
4645,Dominica,,,72000.0,
4666,Dominican Republic,63.797911552,,8471000.0,10157.57
4667,Dominican Republic,70.083977216,,8599000.0,9724.836
4668,Dominican Republic,71.063699456,,8725000.0,10125.58
4669,Dominican Republic,67.760832512,,8850000.0,9155.834
4670,Dominican Republic,70.368313344,,8974000.0,8415.281
4671,Dominican Republic,78.938693632,,9097000.0,9103.008
4672,Dominican Republic,87.716773888,,9219000.0,8977.418
4673,Dominican Republic,95.96534784,,9339000.0,9115.103
4674,Dominican Republic,97.710768128,,9458000.0,8948.438
4675,Dominican Republic,104.0,,9577000.0,8736.142
4676,Dominican Republic,113.0,,9695000.0,9092.287
4677,Dominican Republic,116.0,,9813000.0,9263.188
4678,Dominican Republic,120.0,,9931000.0,9726.385
4679,Dominican Republic,124.0,,10048000.0,9235.985
4680,Dominican Republic,131.0,,10165000.0,8779.66
4681,Dominican Republic,140.0,,10282000.0,9509.104
4682,Dominican Republic,149.0,,10398000.0,10118.515
4683,Dominican Republic,,,10513000.0,
4684,Dominican Republic,,,10627000.0,
4685,Dominican Republic,,,10739000.0,
4841,Ecuador,62.578487296,20.577,12681000.0,8102.576
4842,Ecuador,67.085246464,18.726,12915000.0,8068.393
4843,Ecuador,74.319634432,20.078,13143000.0,7818.3
4844,Ecuador,78.718550016,18.726,13370000.0,7813.309
4845,Ecuador,88.135221248,17.804,13596000.0,8292.075
4846,Ecuador,101.0,15.73,13826000.0,8639.83
4847,Ecuador,108.0,15.394,14059000.0,8984.832
4848,Ecuador,114.0,18.55,14297000.0,9271.968
4849,Ecuador,126.0,21.545,14536000.0,9697.082
4850,Ecuador,124.0,17.949,14774000.0,9344.177
4851,Ecuador,135.0,15.077,15011000.0,10225.074
4852,Ecuador,150.0,18.204,15244000.0,10659.935
4853,Ecuador,157.0,18.82,15474000.0,11088.271
4854,Ecuador,168.0,16.452,15707000.0,11289.99
4855,Ecuador,173.0,16.333,15952000.0,11675.838
4856,Ecuador,173.0,18.607,16212000.0,11438.164
4857,Ecuador,169.0,22.434,16491000.0,11179.203
4858,Ecuador,,27.008,16785000.0,11377.16
4859,Ecuador,,26.149,17084000.0,11808.143
4860,Ecuador,,30.387,17374000.0,11899.704
4961,Egypt,355.0,7.005,68832000.0,8214.753
4962,Egypt,377.0,6.762,70153000.0,8490.416
4963,Egypt,388.0,6.442,71485000.0,8459.475
4964,Egypt,401.0,5.619,72826000.0,8804.76
4965,Egypt,420.0,5.379,74172000.0,9049.23
4966,Egypt,449.0,5.024,75524000.0,9326.219
4967,Egypt,483.0,4.842,76874000.0,9616.348
4968,Egypt,552.0,5.05,78232000.0,10005.576
4969,Egypt,653.0,5.073,79636000.0,10472.353
4970,Egypt,685.0,4.482,81135000.0,10685.744
4971,Egypt,800.0,4.114,82761000.0,11017.914
4972,Egypt,919.0,4.122,84529000.0,10954.875
4973,Egypt,943.0,3.935,86422000.0,11261.334
4974,Egypt,974.0,3.932,88405000.0,10928.557
4975,Egypt,1030.0,3.897,90425000.0,10656.69
4976,Egypt,1070.0,4.004,92443000.0,10674.766
4977,Egypt,1110.0,3.906,94447000.0,10998.843
4978,Egypt,,3.707,96443000.0,11072.259
4979,Egypt,,3.861,98424000.0,11056.037
4980,Egypt,,4.556,100388000.0,10753.0
5001,El Salvador,29.694599168,,5888000.0,4817.335
5002,El Salvador,30.590916608,,5927000.0,4981.14
5003,El Salvador,32.13048832,,5962000.0,5139.578
5004,El Salvador,33.779519488,,5994000.0,5467.195
5005,El Salvador,34.909671424,,6024000.0,5430.588
5006,El Salvador,37.999280128,,6052000.0,5608.457
5007,El Salvador,40.238567424,,6079000.0,5959.382
5008,El Salvador,43.100311552,,6106000.0,6187.918
5009,El Salvador,43.939897344,,6132000.0,6054.675
5010,El Salvador,42.01797632,,6158000.0,5806.326
5011,El Salvador,43.937521664,,6184000.0,5998.242
5012,El Salvador,46.189703168,,6211000.0,6067.919
5013,El Salvador,47.40016128,,6238000.0,6031.892
5014,El Salvador,47.6502016,,6266000.0,5830.697
5015,El Salvador,48.934486016,,6295000.0,5901.999
5016,El Salvador,50.128982016,,6325000.0,6137.769
5017,El Salvador,51.318595584,,6356000.0,6328.875
5018,El Salvador,,,6388000.0,
5019,El Salvador,,,6421000.0,
5020,El Salvador,,,6454000.0,
5041,Equatorial Guinea,6.272033792,,606000.0,2548.756
5042,Equatorial Guinea,10.537450496,,632000.0,2772.702
5043,Equatorial Guinea,12.666031104,,658000.0,23751.495
5044,Equatorial Guinea,14.383024128,,687000.0,23838.201
5045,Equatorial Guinea,17.827053568,,717000.0,5072.817
5046,Equatorial Guinea,19.420317696,,750000.0,22386.306
5047,Equatorial Guinea,20.678426624,,784000.0,21669.031
5048,Equatorial Guinea,24.13740032,,822000.0,23369.593
5049,Equatorial Guinea,28.73208832,,861000.0,22501.412
5050,Equatorial Guinea,29.462984704,,902000.0,22070.487
5051,Equatorial Guinea,27.185108992,,944000.0,21530.067
5052,Equatorial Guinea,29.285787648,,987000.0,21031.629
5053,Equatorial Guinea,28.326311936,,1031000.0,19793.499
5054,Equatorial Guinea,30.22976,,1076000.0,17920.893
5055,Equatorial Guinea,28.593364992,,1122000.0,16316.18
5056,Equatorial Guinea,26.485563392,,1169000.0,13935.265
5057,Equatorial Guinea,23.897874432,,1215000.0,13371.146
5058,Equatorial Guinea,,,1262000.0,
5059,Equatorial Guinea,,,1309000.0,
5060,Equatorial Guinea,,,1356000.0,
5067,Eritrea,,,2292000.0,1134.979
5068,Eritrea,,,2375000.0,1199.875
5069,Eritrea,,,2481000.0,1047.312
5070,Eritrea,,,2601000.0,1197.396
5071,Eritrea,,,2720000.0,1246.942
5072,Eritrea,,,2827000.0,1200.505
5073,Eritrea,,,2918000.0,799.95
5074,Eritrea,,,2997000.0,799.811
5075,Eritrea,,,3063000.0,557.296
5076,Eritrea,,,3120000.0,661.49
5077,Eritrea,,,3170000.0,650.851
5078,Eritrea,,,3214000.0,653.74
5079,Eritrea,,,3250000.0,687.137
5080,Eritrea,,,3281000.0,694.052
5081,Eritrea,,,3311000.0,718.26
5082,Eritrea,,,3343000.0,741.59
5083,Eritrea,,,3377000.0,768.8
5084,Eritrea,,,3413000.0,
5085,Eritrea,,,3453000.0,
5086,Eritrea,,,3497000.0,
5102,Estonia,16.247595008,0.093,1399000.0,38522.647
5103,Estonia,17.008637952,0.089,1392000.0,40249.129
5104,Estonia,18.23709184,0.169,1383000.0,40266.458
5105,Estonia,19.056140288,0.203,1373000.0,44075.033
5106,Estonia,20.073240576,0.259,1364000.0,46361.915
5107,Estonia,22.335879168,0.47,1356000.0,45923.808
5108,Estonia,24.778964992,0.56,1349000.0,45431.938
5109,Estonia,27.692089344,0.57,1344000.0,51693.234
5110,Estonia,27.294081024,0.791,1340000.0,49529.486
5111,Estonia,25.280647168,2.408,1336000.0,44133.363
5112,Estonia,25.912016896,3.824,1332000.0,53550.725
5113,Estonia,28.530108416,4.165,1328000.0,55346.031
5114,Estonia,30.71650816,5.118,1323000.0,56193.041
5115,Estonia,31.826479104,4.071,1319000.0,58329.07
5116,Estonia,32.66983936,4.659,1316000.0,57026.325
5117,Estonia,33.140150272,5.512,1315000.0,53293.296
5118,Estonia,33.684649984,5.436,1317000.0,53537.079
5119,Estonia,,7.853,1319000.0,59027.098
5120,Estonia,,5.771,1323000.0,62320.223
5121,Estonia,,7.296,1326000.0,50000.799
5122,Estonia,,,,
5223,Eswatini,8.347767808,,1005000.0,4498.559
5224,Eswatini,8.625240064,,1014000.0,4497.807
5225,Eswatini,7.512648192,,1019000.0,4456.442
5226,Eswatini,7.548928,,1023000.0,4007.123
5227,Eswatini,7.694170112,,1026000.0,3907.574
5228,Eswatini,8.661919744,,1031000.0,4005.765
5229,Eswatini,8.35072,,1036000.0,3975.655
5230,Eswatini,9.142899712,,1043000.0,4140.411
5231,Eswatini,8.832023552,,1050000.0,4181.76
5232,Eswatini,9.457938432,,1057000.0,4125.546
5233,Eswatini,10.076468224,,1065000.0,4190.825
5234,Eswatini,10.122930176,,1072000.0,4301.999
5235,Eswatini,11.112643584,,1079000.0,4332.516
5236,Eswatini,10.963042304,,1087000.0,4008.844
5237,Eswatini,10.912700416,,1095000.0,4353.079
5238,Eswatini,11.094536192,,1104000.0,4262.453
5239,Eswatini,11.087090688,,1114000.0,4043.132
5260,Ethiopia,42.410430464,,66225000.0,286.429
5261,Ethiopia,47.945699328,,68159000.0,301.626
5262,Ethiopia,43.955625984,,70142000.0,302.609
5263,Ethiopia,47.835451392,,72171000.0,318.412
5264,Ethiopia,51.512844288,,74240000.0,332.032
5265,Ethiopia,62.12640768,,76346000.0,371.141
5266,Ethiopia,63.036678144,,78489000.0,397.118
5267,Ethiopia,75.917934592,,80674000.0,428.855
5268,Ethiopia,86.960791552,,82916000.0,437.62
5269,Ethiopia,84.74824704,,85234000.0,442.534
5270,Ethiopia,97.815052288,,87640000.0,476.314
5271,Ethiopia,115.0,,90140000.0,532.777
5272,Ethiopia,127.0,,92727000.0,578.43
5273,Ethiopia,138.0,,95386000.0,656.034
5274,Ethiopia,155.0,,98094000.0,724.08
5275,Ethiopia,170.0,,100835000.0,747.097
5276,Ethiopia,184.0,,103603000.0,777.152
5277,Ethiopia,,,106400000.0,
5278,Ethiopia,,,109224000.0,
5279,Ethiopia,,,112079000.0,
5475,Faeroe Islands,,,47000.0,68169.523
5476,Faeroe Islands,,,47000.0,75019.555
5477,Faeroe Islands,,,47000.0,73453.745
5478,Faeroe Islands,,,47000.0,73236.063
5479,Faeroe Islands,,,48000.0,73702.846
5480,Faeroe Islands,,,48000.0,72215.307
5481,Faeroe Islands,,,48000.0,71573.089
5482,Faeroe Islands,,,48000.0,74614.08
5483,Faeroe Islands,,,48000.0,69056.198
5484,Faeroe Islands,,,48000.0,64145.156
5485,Faeroe Islands,,,48000.0,66598.275
5486,Faeroe Islands,,,48000.0,63688.767
5487,Faeroe Islands,,,48000.0,65171.832
5488,Faeroe Islands,,,48000.0,70937.526
5489,Faeroe Islands,,,48000.0,66685.08
5490,Faeroe Islands,,,48000.0,71655.433
5491,Faeroe Islands,,,48000.0,70407.746
5512,Falkland Islands ,,,,
5513,Falkland Islands ,,,,
5514,Falkland Islands ,,,,
5515,Falkland Islands ,,,,
5516,Falkland Islands ,,,,
5517,Falkland Islands ,,,,
5518,Falkland Islands ,,,,
5519,Falkland Islands ,,,,
5520,Falkland Islands ,,,,
5521,Falkland Islands ,,,,
5522,Falkland Islands ,,,,
5523,Falkland Islands ,,,,
5524,Falkland Islands ,,,,
5525,Falkland Islands ,,,,
5526,Falkland Islands ,,,,
5527,Falkland Islands ,,,,
5528,Falkland Islands ,,,,
5549,Fiji,,,811000.0,9263.495
5550,Fiji,,,814000.0,9614.842
5551,Fiji,,,815000.0,8027.191
5552,Fiji,,,816000.0,8898.435
5553,Fiji,,,818000.0,11785.005
5554,Fiji,,,822000.0,10000.685
5555,Fiji,,,828000.0,10887.048
5556,Fiji,,,836000.0,10475.544
5557,Fiji,,,845000.0,6763.385
5558,Fiji,,,854000.0,6957.203
5559,Fiji,,,860000.0,6445.826
5560,Fiji,,,863000.0,6981.898
5561,Fiji,,,865000.0,7229.421
5562,Fiji,,,866000.0,8680.849
5563,Fiji,,,866000.0,10406.33
5564,Fiji,,,869000.0,12780.056
5565,Fiji,,,872000.0,12748.308
5566,Fiji,,,877000.0,
5567,Fiji,,,883000.0,
5568,Fiji,,,890000.0,
5604,Finland,171.0,35.855,5188000.0,68656.965
5605,Finland,173.0,33.677,5200000.0,70028.558
5606,Finland,175.0,31.499,5213000.0,70551.751
5607,Finland,174.0,28.96,5227000.0,75468.204
5608,Finland,183.0,33.587,5242000.0,74557.08
5609,Finland,188.0,35.399,5259000.0,67544.687
5610,Finland,195.0,31.979,5277000.0,72076.934
5611,Finland,210.0,33.569,5298000.0,71606.265
5612,Finland,214.0,36.994,5319000.0,68803.365
5613,Finland,202.0,35.6,5342000.0,63574.284
5614,Finland,204.0,33.719,5366000.0,68829.453
5615,Finland,207.0,36.452,5390000.0,63785.369
5616,Finland,210.0,40.639,5415000.0,61464.95
5617,Finland,206.0,38.471,5439000.0,61585.338
5618,Finland,207.0,41.043,5461000.0,59081.808
5619,Finland,208.0,44.214,5481000.0,58375.279
5620,Finland,211.0,41.798,5498000.0,59642.518
5621,Finland,,43.495,5511000.0,57559.99
5622,Finland,,42.665,5523000.0,57693.818
5623,Finland,,44.766,5532000.0,55118.024
5624,Finland,,,,
5725,France,1930.0,43.973,59015000.0,52010.66
5726,France,2010.0,44.444,59384000.0,52299.909
5727,France,2050.0,44.797,59803000.0,51419.992
5728,France,1960.0,44.317,60252000.0,51569.863
5729,France,2020.0,44.385,60698000.0,51609.093
5730,France,2110.0,44.064,61120000.0,50970.25
5731,France,2170.0,44.607,61509000.0,50224.625
5732,France,2290.0,44.795,61869000.0,49048.521
5733,France,2300.0,45.392,62209000.0,48915.553
5734,France,2280.0,44.748,62543000.0,45944.468
5735,France,2330.0,45.586,62880000.0,47054.249
5736,France,2390.0,47.134,63222000.0,44987.427
5737,France,2410.0,47.155,63564000.0,44683.356
5738,France,2500.0,47.584,63894000.0,44834.32
5739,France,2530.0,50.226,64194000.0,42713.158
5740,France,2560.0,49.548,64453000.0,42767.747
5741,France,2600.0,47.637,64668000.0,41930.685
5742,France,,46.618,64843000.0,41553.881
5743,France,,48.767,64991000.0,42190.684
5744,France,,48.521,65130000.0,41281.299
5745,France,,,,
5766,French Guiana,,,163000.0,13819.317
5767,French Guiana,,,170000.0,23735.374
5768,French Guiana,,,179000.0,21046.969
5769,French Guiana,,,187000.0,23567.982
5770,French Guiana,,,195000.0,22660.503
5771,French Guiana,,,203000.0,21795.019
5772,French Guiana,,,210000.0,19801.862
5773,French Guiana,,,216000.0,20971.182
5774,French Guiana,,,222000.0,20839.939
5775,French Guiana,,,228000.0,23884.345
5776,French Guiana,,,233000.0,22254.837
5777,French Guiana,,,238000.0,20555.061
5778,French Guiana,,,244000.0,18345.38
5779,French Guiana,,,249000.0,18234.14
5780,French Guiana,,,255000.0,18732.133
5781,French Guiana,,,261000.0,17627.455
5782,French Guiana,,,268000.0,16876.524
5783,French Guiana,,,275000.0,
5784,French Guiana,,,283000.0,
5785,French Guiana,,,291000.0,
5806,French Polynesia,,,241000.0,14736.605
5807,French Polynesia,,,245000.0,15901.659
5808,French Polynesia,,,249000.0,16637.242
5809,French Polynesia,,,253000.0,17719.28
5810,French Polynesia,,,256000.0,17418.484
5811,French Polynesia,,,259000.0,17936.256
5812,French Polynesia,,,261000.0,17614.422
5813,French Polynesia,,,263000.0,18530.233
5814,French Polynesia,,,264000.0,18800.418
5815,French Polynesia,,,265000.0,18639.113
5816,French Polynesia,,,266000.0,19303.905
5817,French Polynesia,,,268000.0,18003.058
5818,French Polynesia,,,269000.0,17527.41
5819,French Polynesia,,,270000.0,17724.66
5820,French Polynesia,,,272000.0,16884.979
5821,French Polynesia,,,273000.0,17564.221
5822,French Polynesia,,,275000.0,17260.787
5823,French Polynesia,,,276000.0,
5824,French Polynesia,,,278000.0,
5825,French Polynesia,,,279000.0,
5926,Gabon,12.980471808,,1228000.0,9265.657
5927,Gabon,11.551707136,,1258000.0,9731.906
5928,Gabon,12.49430016,,1288000.0,9535.14
5929,Gabon,13.883195392,,1320000.0,9059.617
5930,Gabon,16.935424,,1354000.0,9023.575
5931,Gabon,22.985140224,,1391000.0,9415.162
5932,Gabon,22.016014336,,1430000.0,9403.117
5933,Gabon,23.239215104,,1473000.0,9081.935
5934,Gabon,27.324567552,,1519000.0,8991.286
5935,Gabon,17.086170112,,1569000.0,8626.839
5936,Gabon,17.719605248,,1624000.0,9782.201
5937,Gabon,25.86753024,,1685000.0,9596.462
5938,Gabon,23.581319168,,1750000.0,11537.482
5939,Gabon,24.201480192,,1817000.0,11437.906
5940,Gabon,23.510669312,,1884000.0,11113.153
5941,Gabon,24.407074816,,1948000.0,10592.672
5942,Gabon,24.926826496,,2008000.0,10763.719
5943,Gabon,,,2065000.0,
5944,Gabon,,,2119000.0,
5945,Gabon,,,2173000.0,
5966,Gambia,2.458884096,,1318000.0,961.099
5967,Gambia,2.514364928,,1360000.0,1014.598
5968,Gambia,2.37689088,,1404000.0,978.644
5969,Gambia,2.682394112,,1450000.0,947.598
5970,Gambia,3.195451904,,1497000.0,968.588
5971,Gambia,3.170304,,1544000.0,948.909
5972,Gambia,3.017510912,,1591000.0,1000.654
5973,Gambia,3.052989952,,1640000.0,1006.949
5974,Gambia,3.041220096,,1689000.0,1015.705
5975,Gambia,3.08168704,,1740000.0,1059.306
5976,Gambia,3.246749952,,1793000.0,1121.28
5977,Gambia,3.000861952,,1848000.0,1143.665
5978,Gambia,3.277040128,,1905000.0,1081.664
5979,Gambia,3.445890048,,1964000.0,1044.189
5980,Gambia,3.66132608,,2024000.0,1120.205
5981,Gambia,3.833664,,2086000.0,1114.129
5982,Gambia,3.919500032,,2149000.0,1117.995
5983,Gambia,,,2214000.0,
5984,Gambia,,,2280000.0,
5985,Gambia,,,2348000.0,
5994,Georgia,16.507205632,,4362000.0,8966.649
5995,Georgia,17.331390464,,4297000.0,8328.818
5996,Georgia,18.43991552,,4259000.0,9943.595
5997,Georgia,20.86341632,,4239000.0,8731.094
5998,Georgia,22.652420096,,4226000.0,9003.396
5999,Georgia,25.088212992,,4210000.0,12520.836
6000,Georgia,29.462730752,,4190000.0,12127.442
6001,Georgia,33.759279104,,4167000.0,13828.584
6002,Georgia,35.940102144,,4143000.0,13788.72
6003,Georgia,38.162817024,,4119000.0,13519.564
6004,Georgia,40.677888,,4099000.0,15502.921
6005,Georgia,44.139565056,,4081000.0,14424.72
6006,Georgia,45.705986048,,4064000.0,14676.49
6007,Georgia,47.108521984,,4049000.0,16378.603
6008,Georgia,48.8316928,,4035000.0,17185.586
6009,Georgia,50.245545984,,4024000.0,18186.651
6010,Georgia,51.618291712,,4015000.0,19301.406
6011,Georgia,,,4009000.0,
6012,Georgia,,,4003000.0,
6013,Georgia,,,3997000.0,
6114,Germany,2790.0,14.657,81401000.0,48823.532
6115,Germany,2840.0,14.442,81454000.0,49653.537
6116,Germany,2860.0,14.604,81535000.0,48946.94
6117,Germany,2880.0,14.597,81614000.0,48852.431
6118,Germany,2960.0,15.474,81646000.0,48786.086
6119,Germany,3070.0,15.927,81603000.0,48221.023
6120,Germany,3190.0,16.64,81472000.0,49482.713
6121,Germany,3370.0,16.697,81278000.0,47470.932
6122,Germany,3390.0,17.216,81066000.0,48068.741
6123,Germany,3230.0,17.393,80900000.0,45166.556
6124,Germany,3370.0,17.67,80827000.0,47104.036
6125,Germany,3520.0,17.304,80856000.0,45355.574
6126,Germany,3530.0,17.8,80973000.0,45861.865
6127,Germany,3650.0,17.571,81174000.0,47038.77
6128,Germany,3780.0,18.979,81450000.0,44902.427
6129,Germany,3850.0,19.909,81787000.0,45510.725
6130,Germany,3920.0,19.062,82194000.0,46028.413
6131,Germany,,19.941,82658000.0,46322.041
6132,Germany,,20.913,83124000.0,44910.659
6133,Germany,,22.578,83517000.0,43703.379
6134,Germany,,,,
6235,Ghana,43.972993024,,19279000.0,2102.224
6236,Ghana,41.181855744,,19757000.0,2053.738
6237,Ghana,42.958938112,,20246000.0,1839.75
6238,Ghana,44.519993344,,20750000.0,1653.299
6239,Ghana,49.089458176,,21272000.0,1918.635
6240,Ghana,50.866245632,,21815000.0,1925.23
6241,Ghana,49.831284736,,22379000.0,1844.819
6242,Ghana,53.204865024,,22964000.0,1688.415
6243,Ghana,59.18427136,,23564000.0,1963.474
6244,Ghana,58.044080128,,24171000.0,2220.499
6245,Ghana,62.67029504,,24780000.0,2246.856
6246,Ghana,78.460420096,,25388000.0,2739.137
6247,Ghana,90.200662016,,25996000.0,2759.767
6248,Ghana,90.805936128,,26608000.0,2829.546
6249,Ghana,92.611821568,,27224000.0,2807.443
6250,Ghana,96.227016704,,27849000.0,2906.568
6251,Ghana,100.0,,28482000.0,2704.759
6252,Ghana,,,29121000.0,
6253,Ghana,,,29767000.0,
6254,Ghana,,,30418000.0,
6275,Gibraltar,,,31000.0,1133193.698
6276,Gibraltar,,,32000.0,1207346.825
6277,Gibraltar,,,32000.0,1333392.366
6278,Gibraltar,,,33000.0,1485906.844
6279,Gibraltar,,,33000.0,1418449.637
6280,Gibraltar,,,33000.0,1587810.243
6281,Gibraltar,,,33000.0,1551249.506
6282,Gibraltar,,,34000.0,1627908.121
6283,Gibraltar,,,34000.0,1583284.324
6284,Gibraltar,,,34000.0,1676609.704
6285,Gibraltar,,,34000.0,1620733.403
6286,Gibraltar,,,34000.0,1613107.031
6287,Gibraltar,,,34000.0,1627291.56
6288,Gibraltar,,,34000.0,1498650.42
6289,Gibraltar,,,34000.0,1416867.234
6290,Gibraltar,,,34000.0,1450036.062
6291,Gibraltar,,,34000.0,1524228.108
6292,Gibraltar,,,34000.0,
6293,Gibraltar,,,34000.0,
6294,Gibraltar,,,34000.0,
6395,Greece,248.0,3.056,11082000.0,33993.544
6396,Greece,262.0,2.127,11134000.0,34162.411
6397,Greece,279.0,2.568,11182000.0,34156.115
6398,Greece,278.0,3.998,11219000.0,35783.352
6399,Greece,289.0,3.983,11235000.0,35789.85
6400,Greece,282.0,4.261,11225000.0,36023.196
6401,Greece,303.0,4.911,11185000.0,37366.379
6402,Greece,311.0,2.864,11120000.0,38311.687
6403,Greece,322.0,3.694,11040000.0,37218.986
6404,Greece,320.0,5.402,10959000.0,36270.281
6405,Greece,300.0,7.252,10888000.0,34743.218
6406,Greece,269.0,5.725,10829000.0,34039.799
6407,Greece,262.0,7.498,10781000.0,32344.188
6408,Greece,270.0,11.128,10741000.0,30736.014
6409,Greece,264.0,9.972,10701000.0,29041.915
6410,Greece,264.0,12.008,10660000.0,29348.358
6411,Greece,264.0,12.17,10615000.0,28991.961
6412,Greece,,10.642,10569000.0,30676.645
6413,Greece,,12.443,10522000.0,30655.962
6414,Greece,,12.112,10473000.0,30383.697
6415,Greece,,,,
6516,Greenland,,,56000.0,52780.764
6517,Greenland,,,56000.0,49158.48
6518,Greenland,,,57000.0,46815.576
6519,Greenland,,,57000.0,51405.996
6520,Greenland,,,57000.0,49642.494
6521,Greenland,,,57000.0,59841.211
6522,Greenland,,,57000.0,54969.793
6523,Greenland,,,57000.0,62151.216
6524,Greenland,,,57000.0,55267.34
6525,Greenland,,,57000.0,60642.942
6526,Greenland,,,57000.0,76779.082
6527,Greenland,,,57000.0,75969.305
6528,Greenland,,,56000.0,64901.504
6529,Greenland,,,56000.0,65125.627
6530,Greenland,,,56000.0,60976.515
6531,Greenland,,,56000.0,64774.752
6532,Greenland,,,56000.0,63928.053
6533,Greenland,,,56000.0,
6534,Greenland,,,57000.0,
6535,Greenland,,,57000.0,
6556,Grenada,,,103000.0,8384.666
6557,Grenada,,,103000.0,8726.724
6558,Grenada,,,104000.0,8880.909
6559,Grenada,,,104000.0,9394.463
6560,Grenada,,,104000.0,9122.808
6561,Grenada,,,105000.0,9501.638
6562,Grenada,,,105000.0,9831.03
6563,Grenada,,,105000.0,10436.814
6564,Grenada,,,105000.0,11097.73
6565,Grenada,,,106000.0,10673.451
6566,Grenada,,,106000.0,11101.027
6567,Grenada,,,107000.0,10547.886
6568,Grenada,,,107000.0,11182.292
6569,Grenada,,,108000.0,12498.293
6570,Grenada,,,109000.0,10783.657
6571,Grenada,,,110000.0,10802.992
6572,Grenada,,,110000.0,10802.064
6573,Grenada,,,111000.0,
6574,Grenada,,,111000.0,
6575,Grenada,,,112000.0,
6596,Guadeloupe,,,422000.0,20131.888
6597,Guadeloupe,,,420000.0,21239.964
6598,Guadeloupe,,,416000.0,22001.596
6599,Guadeloupe,,,411000.0,23143.877
6600,Guadeloupe,,,406000.0,22874.231
6601,Guadeloupe,,,403000.0,22898.886
6602,Guadeloupe,,,402000.0,23706.331
6603,Guadeloupe,,,402000.0,24672.599
6604,Guadeloupe,,,404000.0,22969.842
6605,Guadeloupe,,,405000.0,22655.422
6606,Guadeloupe,,,406000.0,24083.77
6607,Guadeloupe,,,406000.0,22433.886
6608,Guadeloupe,,,404000.0,20014.101
6609,Guadeloupe,,,403000.0,20004.332
6610,Guadeloupe,,,401000.0,19600.044
6611,Guadeloupe,,,400000.0,21278.461
6612,Guadeloupe,,,400000.0,21277.95
6613,Guadeloupe,,,400000.0,
6614,Guadeloupe,,,400000.0,
6615,Guadeloupe,,,400000.0,
6636,Guam,,,155000.0,90287.029
6637,Guam,,,156000.0,124208.34
6638,Guam,,,157000.0,85785.843
6639,Guam,,,158000.0,72165.844
6640,Guam,,,158000.0,83891.739
6641,Guam,,,158000.0,98239.221
6642,Guam,,,159000.0,102954.619
6643,Guam,,,159000.0,74374.501
6644,Guam,,,159000.0,46833.02
6645,Guam,,,159000.0,74401.35
6646,Guam,,,159000.0,66321.446
6647,Guam,,,160000.0,58237.952
6648,Guam,,,160000.0,62357.451
6649,Guam,,,160000.0,52582.438
6650,Guam,,,161000.0,50581.25
6651,Guam,,,162000.0,53427.598
6652,Guam,,,163000.0,55659.85
6653,Guam,,,164000.0,
6654,Guam,,,166000.0,
6655,Guam,,,167000.0,
6756,Guatemala,52.91347968,,11651000.0,4107.767
6757,Guatemala,56.052596736,,11925000.0,4098.33
6758,Guatemala,58.386518016,,12209000.0,4112.796
6759,Guatemala,60.775858176,,12500000.0,4395.463
6760,Guatemala,63.406710784,,12797000.0,4065.79
